cascade_id,start_ms,end_ms,width_ms,n_events,total_size,direction,bar60_before_tie,bar60_before_path,bar60_before_internal_bp,bar60_after_shift_tie,bar60_after_shift_path,bar60_after_shift_internal_bp,trade_before_tie,trade_before_path,trade_before_internal_bp,trade_after_shift_tie,trade_after_shift_path,trade_after_shift_internal_bp
binance_cm_real_012076,1710956863042,1710956864068,1026,2,16498965.7,long,1,time_resolution,0.0,0,,-3.092209,0,,0.828848,0,,0.844486
binance_cm_real_012077,1710957617025,1710957623065,6040,2,28136282.0,short,1,time_resolution,0.0,0,,52.974392,0,,17.524525,0,,17.524525
binance_cm_real_012078,1710958006095,1710958006095,0,1,1360800.0,short,1,time_resolution,0.0,0,,6.470243,1,time_resolution,0.0,1,time_resolution,0.0
binance_cm_real_012079,1710958463059,1710958465027,1968,2,2204344.0,short,1,time_resolution,0.0,0,,17.046912,0,,1.141436,0,,1.126011
binance_cm_real_012080,1710958640022,1710958640022,0,1,4507615.0,long,1,time_resolution,0.0,0,,-28.887356,1,time_resolution,0.0,0,,-0.574583
binance_cm_real_012081,1710958738081,1710958747024,8943,2,18505962.0,long,0,,-16.179645,0,,-37.597082,0,,-19.980238,0,,-19.980238
binance_cm_real_012082,1710959276020,1710959276020,0,1,7335079.2,short,1,time_resolution,0.0,0,,17.285116,1,time_resolution,0.0,1,time_resolution,0.0
binance_cm_real_012083,1710959405085,1710959405085,0,1,11023737.3,short,1,time_resolution,0.0,0,,-23.107196,1,time_resolution,0.0,0,,-0.310231
binance_cm_real_012084,1710959671086,1710959671086,0,1,63999.3,long,1,time_resolution,0.0,0,,-15.745849,1,time_resolution,0.0,1,price_tick,0.0
binance_cm_real_012085,1710960606065,1710960606065,0,1,712504.1,short,1,time_resolution,0.0,0,,-4.818131,1,time_resolution,0.0,1,time_resolution,0.0
binance_cm_real_012086,1710960713046,1710961009050,296004,17,143096312.0,short,0,,113.064356,0,,114.28492,0,,89.949985,0,,89.949985
binance_cm_real_012087,1710961425074,1710961452038,26964,2,6847307.1,long,0,,-10.653018,0,,4.102024,0,,-7.954925,0,,-7.970253
binance_cm_real_012088,1710961844117,1710961844117,0,1,131122.0,short,1,time_resolution,0.0,0,,5.450165,1,time_resolution,0.0,1,time_resolution,0.0
binance_cm_real_012089,1710961926094,1710961997035,70941,4,9713290.5,short,0,,12.435951,0,,29.327482,0,,19.817073,0,,19.817073
binance_cm_real_012090,1710962272084,1710962272084,0,1,980178.0,long,1,time_resolution,0.0,0,,-35.292055,1,time_resolution,0.0,0,,0.015303
binance_cm_real_012091,1710963267058,1710963311084,44026,2,2231911.2,short,0,,7.794185,0,,20.164212,0,,9.740393,0,,9.740393
binance_cm_real_012092,1710964064095,1710964209028,144933,12,295712131.4,short,0,,43.515982,0,,27.914764,0,,33.260367,0,,33.260367
binance_cm_real_012093,1710964408072,1710964408072,0,1,17686794.0,short,1,time_resolution,0.0,0,,11.12472,1,time_resolution,0.0,1,time_resolution,0.0
binance_cm_real_012094,1710965127057,1710965176067,49010,7,28257765.0,short,0,,48.159881,0,,65.263531,0,,46.85789,0,,46.555385
binance_cm_real_012095,1710965241067,1710965262056,20989,2,3389830.0,short,1,time_resolution,0.0,0,,6.607455,0,,5.02508,0,,5.02508
binance_cm_real_012096,1710966278060,1710966343047,64987,10,38804727.0,short,0,,38.082427,0,,43.649594,0,,39.930115,0,,40.02025
binance_cm_real_012097,1710966451053,1710966642054,191001,8,71983400.8,short,0,,30.26113,0,,37.122316,0,,32.8845,0,,32.8845
binance_cm_real_012098,1710966721025,1710966740111,19086,8,28578224.8,short,1,time_resolution,0.0,0,,28.016214,0,,31.725699,0,,31.710805
binance_cm_real_012099,1710966855045,1710966873023,17978,6,38241443.7,short,1,time_resolution,0.0,0,,29.530457,0,,14.985386,0,,14.970549
binance_cm_real_012100,1710967028055,1710967086093,58038,6,107895946.6,short,0,,35.427996,0,,46.985435,0,,21.496156,0,,21.43702
binance_cm_real_012101,1710967190028,1710967190028,0,1,270140.8,long,1,time_resolution,0.0,0,,-31.619574,1,time_resolution,0.0,0,,0.192494
binance_cm_real_012102,1710967984062,1710968025068,41006,2,402122.0,long,1,time_resolution,0.0,0,,-16.060811,0,,-11.031275,0,,-11.031275
binance_cm_real_012103,1710968890059,1710968890059,0,1,66947.9,long,1,time_resolution,0.0,0,,18.291335,1,time_resolution,0.0,1,price_tick,0.0
binance_cm_real_012104,1710969271081,1710969271081,0,1,90161464.5,short,1,time_resolution,0.0,0,,21.847546,1,time_resolution,0.0,0,,-0.267698
binance_cm_real_012105,1710969874054,1710969951107,77053,4,2161348.9,short,0,,27.911479,0,,52.571568,0,,28.592593,0,,28.592593
binance_cm_real_012106,1710970025073,1710970025073,0,1,431267458.5,short,1,time_resolution,0.0,0,,7.727189,1,time_resolution,0.0,0,,-2.534077
binance_cm_real_012107,1710970533032,1710970533032,0,1,944081.6,long,1,time_resolution,0.0,0,,-20.512896,1,time_resolution,0.0,1,time_resolution,0.0
binance_cm_real_012108,1710971317095,1710971317095,0,1,2226790.5,long,1,time_resolution,0.0,0,,-6.812352,1,time_resolution,0.0,1,time_resolution,0.0
binance_cm_real_012109,1710972260071,1710972304073,44002,4,4758168.5,short,0,,12.251437,0,,13.267482,0,,4.310744,0,,4.296032
binance_cm_real_012110,1710972951057,1710972967061,16004,3,11783880.0,short,0,,13.363265,0,,-13.422069,0,,7.606908,0,,7.592223
binance_cm_real_012111,1710973071082,1710973071082,0,1,203475.6,long,1,time_resolution,0.0,0,,-6.933506,1,time_resolution,0.0,1,time_resolution,0.0
binance_cm_real_012112,1710973302053,1710973302053,0,1,5280389.4,long,1,time_resolution,0.0,0,,-18.861798,1,time_resolution,0.0,0,,0.044315
binance_cm_real_012113,1710973449079,1710973449079,0,1,270427.2,long,1,time_resolution,0.0,0,,7.777349,1,time_resolution,0.0,1,time_resolution,0.0
binance_cm_real_012114,1710974092076,1710974092076,0,1,270247.6,long,1,time_resolution,0.0,0,,-4.599911,1,time_resolution,0.0,1,time_resolution,0.0
binance_cm_real_012115,1710974721082,1710974721082,0,1,46032272.0,long,1,time_resolution,0.0,0,,-9.632315,1,time_resolution,0.0,1,time_resolution,0.0
binance_cm_real_012116,1710974945039,1710974945039,0,1,202296.3,long,1,time_resolution,0.0,0,,-1.793057,1,time_resolution,0.0,0,,-0.01483
binance_cm_real_012117,1710978350081,1710978350081,0,1,46023284.0,long,1,time_resolution,0.0,0,,-6.476846,1,time_resolution,0.0,1,price_tick,0.0
binance_cm_real_012118,1710980734109,1710980745077,10968,3,6357926.8,long,1,time_resolution,0.0,0,,-11.664976,0,,-5.676191,0,,-5.676191
binance_cm_real_012119,1710981263032,1710981263032,0,1,9381471.4,long,1,time_resolution,0.0,0,,-1.923905,1,time_resolution,0.0,0,,0.014816
binance_cm_real_012120,1710981384085,1710981384085,0,1,135608.2,short,1,time_resolution,0.0,0,,17.5,1,time_resolution,0.0,1,time_resolution,0.0
binance_cm_real_012121,1710981748093,1710981841017,92924,9,7234809.9,short,0,,38.955768,0,,13.735254,0,,30.555927,0,,30.555927
binance_cm_real_012122,1710982389078,1710982417060,27982,2,1288809.3,long,1,time_resolution,0.0,0,,-10.031228,0,,-3.96551,0,,-3.96551
binance_cm_real_012123,1710982523045,1710982523045,0,1,2235420.0,long,1,time_resolution,0.0,0,,-4.486754,1,time_resolution,0.0,1,time_resolution,0.0
binance_cm_real_012124,1710983027055,1710983027055,0,1,68005.6,short,1,time_resolution,0.0,0,,23.608033,1,time_resolution,0.0,1,time_resolution,0.0
binance_cm_real_012125,1710983360054,1710983360054,0,1,118010280.0,long,1,time_resolution,0.0,0,,-3.828867,1,time_resolution,0.0,0,,1.843226
binance_cm_real_012126,1710990902066,1710990904072,2006,2,41101275.6,long,1,time_resolution,0.0,0,,2.027998,0,,-5.541726,0,,-5.541726
binance_cm_real_012127,1710991691077,1710991691077,0,1,201867.9,long,1,time_resolution,0.0,0,,-20.663825,1,time_resolution,0.0,1,time_resolution,0.0
binance_cm_real_012128,1710992035019,1710992035019,0,1,67179.7,long,1,time_resolution,0.0,0,,-2.290467,1,time_resolution,0.0,1,time_resolution,0.0
binance_cm_real_012129,1710992647044,1710992825017,177973,13,53704313.0,long,0,,-67.067365,0,,-75.562366,0,,-63.30688,0,,-63.30688
binance_cm_real_012130,1710992928069,1710992928069,0,1,133236.2,long,1,time_resolution,0.0,0,,-15.695245,1,time_resolution,0.0,1,time_resolution,0.0
binance_cm_real_012131,1710993068091,1710993082083,13992,2,4126357.2,long,1,time_resolution,0.0,0,,-6.994476,0,,-11.356467,0,,-11.356467
binance_cm_real_012132,1710993502042,1710993502042,0,1,468663.3,short,1,time_resolution,0.0,0,,1.809427,1,time_resolution,0.0,1,time_resolution,0.0
binance_cm_real_012133,1710997841077,1710997960051,118974,6,8432327.0,long,0,,-19.282551,0,,-27.091684,0,,-16.860185,0,,-16.860185
binance_cm_real_012134,1710998180065,1710998201077,21012,2,5770152.6,long,1,time_resolution,0.0,0,,-11.170207,0,,-2.864517,0,,-2.849441
binance_cm_real_012135,1710998416079,1710998416079,0,1,397378.2,long,1,time_resolution,0.0,0,,-5.599738,1,time_resolution,0.0,1,time_resolution,0.0
binance_cm_real_012136,1710998490064,1710998490064,0,1,264623.6,long,1,time_resolution,0.0,0,,-8.260843,1,time_resolution,0.0,1,price_tick,0.0
binance_cm_real_012137,1710999011037,1710999060079,49042,2,3667505.5,short,0,,26.144203,0,,16.188082,0,,13.648233,0,,13.633234
binance_cm_real_012138,1710999154056,1710999154056,0,1,66804.1,short,1,time_resolution,0.0,0,,8.38081,1,time_resolution,0.0,1,time_resolution,0.0
binance_cm_real_012139,1711000040032,1711000040032,0,1,2403367.2,short,1,time_resolution,0.0,0,,11.769839,1,time_resolution,0.0,1,time_resolution,0.0
binance_cm_real_012140,1711000517028,1711000517028,0,1,334334.0,short,1,time_resolution,0.0,0,,9.709871,1,time_resolution,0.0,0,,-0.014955
binance_cm_real_012141,1711000907028,1711000907028,0,1,1210753.8,short,1,time_resolution,0.0,0,,18.576368,1,time_resolution,0.0,1,time_resolution,0.0
binance_cm_real_012142,1711005517061,1711005517061,0,1,67256.1,short,1,time_resolution,0.0,0,,15.778881,1,time_resolution,0.0,0,,-0.014869
binance_cm_real_012143,1711007154049,1711007155114,1065,2,1675581.1,long,1,time_resolution,0.0,0,,-17.695292,0,,-2.133287,0,,-2.043779
binance_cm_real_012144,1711008506030,1711008531046,25016,3,606541.6,short,1,time_resolution,0.0,0,,33.204461,0,,13.695049,0,,13.709903
binance_cm_real_012145,1711009140067,1711009152105,12038,3,178531879.2,short,1,time_resolution,0.0,0,,15.315069,0,,10.653945,0,,10.653945
binance_cm_real_012146,1711009649051,1711009649051,0,1,67435.6,long,1,time_resolution,0.0,0,,-0.696729,1,time_resolution,0.0,1,price_tick,0.0
binance_cm_real_012147,1711011630068,1711011630068,0,1,134528.0,long,1,time_resolution,0.0,0,,-7.9771,1,time_resolution,0.0,1,time_resolution,0.0
binance_cm_real_012148,1711012080053,1711012080053,0,1,1409988.3,long,1,time_resolution,0.0,0,,-0.402131,1,time_resolution,0.0,0,,0.014894
binance_cm_real_012149,1711012299065,1711012299065,0,1,134204.2,long,1,time_resolution,0.0,0,,-7.046313,1,time_resolution,0.0,1,time_resolution,0.0
binance_cm_real_012150,1711013942052,1711013942052,0,1,134066.6,long,1,time_resolution,0.0,0,,-4.027747,1,time_resolution,0.0,1,time_resolution,0.0
binance_cm_real_012151,1711014038092,1711014069053,30961,3,9562297.6,long,0,,-18.505253,0,,-16.072708,0,,-11.636627,0,,-11.621689
binance_cm_real_012152,1711014188113,1711014197036,8923,2,267320.8,long,1,time_resolution,0.0,0,,-15.744758,0,,-6.104093,0,,-6.104093
binance_cm_real_012153,1711014271107,1711014309047,37940,2,10006552.2,long,0,,2.471018,0,,1.108214,0,,-5.603248,0,,-5.603248
binance_cm_real_012154,1711015964054,1711015964054,0,1,20438202.5,short,1,time_resolution,0.0,0,,11.864913,1,time_resolution,0.0,0,,-0.507373
binance_cm_real_012155,1711019638092,1711019638092,0,1,268656.0,short,1,time_resolution,0.0,0,,7.942113,1,time_resolution,0.0,1,time_resolution,0.0
binance_cm_real_012156,1711020196088,1711020196088,0,1,66896.0,long,1,time_resolution,0.0,0,,-5.004923,1,time_resolution,0.0,1,time_resolution,0.0
binance_cm_real_012157,1711022847030,1711022847030,0,1,134515.0,short,1,time_resolution,0.0,0,,5.39891,1,time_resolution,0.0,1,time_resolution,0.0
binance_cm_real_012158,1711023343032,1711023343032,0,1,404136.0,short,1,time_resolution,0.0,0,,3.282073,1,time_resolution,0.0,1,time_resolution,0.0
binance_cm_real_012159,1711024220028,1711024245026,24998,2,6877113.4,short,1,time_resolution,0.0,0,,18.528664,0,,7.920181,0,,7.920181
binance_cm_real_012160,1711026349026,1711026349026,0,1,608149.8,short,1,time_resolution,0.0,0,,9.83762,1,time_resolution,0.0,1,time_resolution,0.0
binance_cm_real_012161,1711026684088,1711026684088,0,1,338515.0,short,1,time_resolution,0.0,0,,7.83837,1,time_resolution,0.0,1,price_tick,0.0
binance_cm_real_012162,1711027626064,1711027626064,0,1,948304.0,short,1,time_resolution,0.0,0,,8.880469,1,time_resolution,0.0,0,,-0.014763
binance_cm_real_012163,1711028089078,1711028089078,0,1,2019519.0,long,1,time_resolution,0.0,0,,-27.329855,1,time_resolution,0.0,1,time_resolution,0.0
binance_cm_real_012164,1711028218074,1711028273057,54983,2,118709166.7,long,0,,-11.457805,0,,-14.151133,0,,-1.728438,0,,-1.057924
binance_cm_real_012165,1711028581116,1711028588044,6928,2,469396.1,long,1,time_resolution,0.0,0,,3.441136,0,,-7.287793,0,,-7.27289
binance_cm_real_012166,1711028833115,1711028868020,34905,4,131400459.4,long,1,time_resolution,0.0,0,,-3.878744,0,,-12.566995,0,,-12.566995
binance_cm_real_012167,1711028935077,1711028937085,2008,2,4410046.8,long,1,time_resolution,0.0,0,,-26.012596,0,,-2.124737,0,,-2.124737
binance_cm_real_012168,1711029336030,1711029353075,17045,3,600200.9,long,1,time_resolution,0.0,0,,-37.45296,0,,-16.666916,0,,-16.651941
binance_cm_real_012169,1711029631110,1711029631110,0,1,1399020.0,long,1,time_resolution,0.0,0,,-32.300041,1,time_resolution,0.0,1,time_resolution,0.0
binance_cm_real_012170,1711030277116,1711030277116,0,1,67050.0,short,1,time_resolution,0.0,0,,6.99999,1,time_resolution,0.0,1,time_resolution,0.0
binance_cm_real_012171,1711030838081,1711030838081,0,1,67308.2,short,1,time_resolution,0.0,0,,26.660673,1,time_resolution,0.0,1,time_resolution,0.0
binance_cm_real_012172,1711033450052,1711033450052,0,1,800450.4,long,1,time_resolution,0.0,0,,-1.243185,1,time_resolution,0.0,0,,-0.014992
binance_cm_real_012173,1711033545026,1711033580019,34993,2,39243403.4,long,0,,-10.231336,0,,6.486337,0,,-26.257897,0,,-23.603615
binance_cm_real_012174,1711033978061,1711034023027,44966,5,20641198.7,long,0,,-20.369046,0,,-26.978471,0,,-21.363468,0,,-21.363468
binance_cm_real_012175,1711034768060,1711034768060,0,1,66330.1,long,1,time_resolution,0.0,0,,-9.008222,1,time_resolution,0.0,1,time_resolution,0.0
binance_cm_real_012176,1711035406074,1711035461067,54993,2,2843282.0,long,0,,-3.384708,0,,13.705047,0,,-3.930818,0,,-3.930818
binance_cm_real_012177,1711038159071,1711038159071,0,1,266489.6,short,1,time_resolution,0.0,0,,16.839092,1,time_resolution,0.0,1,time_resolution,0.0
binance_cm_real_012178,1711038395104,1711038395104,0,1,1267913.7,short,1,time_resolution,0.0,0,,6.537477,1,time_resolution,0.0,1,time_resolution,0.0
binance_cm_real_012179,1711040767054,1711040795097,28043,2,2139851.4,short,1,time_resolution,0.0,0,,23.596587,0,,20.041279,0,,19.966498
binance_cm_real_012180,1711041119088,1711041119088,0,1,999420.0,long,1,time_resolution,0.0,0,,-32.50206,1,time_resolution,0.0,1,time_resolution,0.0
binance_cm_real_012181,1711041185106,1711041185106,0,1,199752.6,long,1,time_resolution,0.0,0,,11.514718,1,time_resolution,0.0,1,time_resolution,0.0
binance_cm_real_012182,1711041465102,1711041465102,0,1,1996668.0,long,1,time_resolution,0.0,0,,-5.856383,1,time_resolution,0.0,1,time_resolution,0.0
binance_cm_real_012183,1711041935082,1711041974089,39007,3,29179961.8,long,0,,-23.749579,0,,-44.254434,0,,-23.017903,0,,-23.017903
binance_cm_real_012184,1711042223036,1711042225066,2030,2,132247.1,long,1,time_resolution,0.0,0,,-20.45033,0,,-2.283343,0,,-2.283343
binance_cm_real_012185,1711042550025,1711042550025,0,1,863778.5,short,1,time_resolution,0.0,0,,26.206091,1,time_resolution,0.0,1,time_resolution,0.0
binance_cm_real_012186,1711042721030,1711042721030,0,1,32752417.5,long,1,time_resolution,0.0,0,,-22.960018,1,time_resolution,0.0,1,time_resolution,0.0
binance_cm_real_012187,1711042828030,1711042828030,0,1,859385.8,long,1,time_resolution,0.0,0,,-17.133265,1,time_resolution,0.0,0,,0.015127
binance_cm_real_012188,1711043000050,1711043000050,0,1,924690.2,long,1,time_resolution,0.0,0,,-7.19691,1,time_resolution,0.0,0,,0.01514
binance_cm_real_012189,1711043084068,1711043138036,53968,6,3167268.5,long,0,,-9.350616,0,,-21.182626,0,,-16.159615,0,,-16.159615
binance_cm_real_012190,1711043363017,1711043364091,1074,2,4674231.7,long,1,time_resolution,0.0,0,,-0.318761,0,,-0.425295,0,,-0.425295
binance_cm_real_012191,1711043712064,1711043794073,82009,5,41757621.3,long,0,,-10.083906,0,,-13.257907,0,,-17.597313,0,,-17.597313
binance_cm_real_012192,1711044192041,1711044219090,27049,4,32439604.3,long,1,time_resolution,0.0,0,,-14.257087,0,,-7.368838,0,,-7.368838
binance_cm_real_012193,1711044283034,1711044283034,0,1,196871.7,long,1,time_resolution,0.0,0,,8.60913,1,time_resolution,0.0,1,time_resolution,0.0
binance_cm_real_012194,1711044343074,1711044343074,0,1,65609.1,long,1,time_resolution,0.0,0,,-6.394203,1,time_resolution,0.0,1,time_resolution,0.0
binance_cm_real_012195,1711044430097,1711044493044,62947,4,4719102.0,long,0,,-5.915644,0,,-5.930891,0,,-5.505231,0,,-5.489981
binance_cm_real_012196,1711044687049,1711044817053,130004,7,99032575.9,long,0,,-14.677925,0,,-29.188015,0,,-33.79807,0,,-33.79807
binance_cm_real_012197,1711044895078,1711044962049,66971,5,10428908.6,long,0,,-22.953574,0,,-30.497649,0,,-15.015429,0,,-15.015429
binance_cm_real_012198,1711045382068,1711045382068,0,1,3130948.8,long,1,time_resolution,0.0,0,,-7.861189,1,time_resolution,0.0,1,time_resolution,0.0
binance_cm_real_012199,1711046016027,1711046016027,0,1,2415286.0,long,1,time_resolution,0.0,0,,-8.813498,1,time_resolution,0.0,0,,0.015319
binance_cm_real_012200,1711046118030,1711046150075,32045,2,2021148.6,long,1,time_resolution,0.0,0,,-35.098447,0,,-14.940674,0,,-14.940674
binance_cm_real_012201,1711046626063,1711046679056,52993,9,135308567.6,long,0,,-15.913573,0,,-31.980603,0,,-28.947449,0,,-28.947449
binance_cm_real_012202,1711049204044,1711049204044,0,1,1755180.9,long,1,time_resolution,0.0,0,,-11.746082,1,time_resolution,0.0,1,time_resolution,0.0
binance_cm_real_012203,1711049644104,1711049644104,0,1,524264.8,short,1,time_resolution,0.0,0,,-1.22115,1,time_resolution,0.0,1,time_resolution,0.0
binance_cm_real_012204,1711049983079,1711049983079,0,1,65629.6,short,1,time_resolution,0.0,0,,9.140015,1,time_resolution,0.0,0,,-0.015237
binance_cm_real_012205,1711051300048,1711051300048,0,1,2929018.5,long,1,time_resolution,0.0,0,,-11.223017,1,time_resolution,0.0,1,price_tick,0.0
binance_cm_real_012206,1711051371124,1711051474043,102919,15,322571528.1,long,0,,-42.95975,0,,-51.843734,0,,-52.788245,0,,-52.772846
binance_cm_real_012207,1711052023072,1711052023072,0,1,391980.6,short,1,time_resolution,0.0,0,,51.867459,1,time_resolution,0.0,1,price_tick,0.0
binance_cm_real_012208,1711052216059,1711052267088,51029,4,16623300.9,short,0,,22.39325,0,,53.881369,0,,33.019407,0,,33.019407
binance_cm_real_012209,1711052337039,1711052337039,0,1,1055384.0,short,1,time_resolution,0.0,0,,24.340925,1,time_resolution,0.0,1,time_resolution,0.0
binance_cm_real_012210,1711054133096,1711054164106,31010,4,10148054.0,long,0,,-14.319772,0,,-24.009383,0,,-10.25819,0,,-10.25819
binance_cm_real_012211,1711056393082,1711056393082,0,1,2032949.0,short,1,time_resolution,0.0,0,,8.486995,1,time_resolution,0.0,1,time_resolution,0.0
binance_cm_real_012212,1711058307092,1711058307092,0,1,985149.0,short,1,time_resolution,0.0,0,,12.523024,1,time_resolution,0.0,0,,-0.30452
binance_cm_real_012213,1711061737057,1711061737057,0,1,1896069.3,long,1,time_resolution,0.0,0,,-11.470202,1,time_resolution,0.0,1,time_resolution,0.0
binance_cm_real_012214,1711062495092,1711062495092,0,1,13980641.4,long,1,time_resolution,0.0,0,,-7.094541,1,time_resolution,0.0,1,time_resolution,0.0
binance_cm_real_012215,1711065979072,1711065979072,0,1,2172036.9,short,1,time_resolution,0.0,0,,10.383678,1,time_resolution,0.0,1,time_resolution,0.0
binance_cm_real_012216,1711066779034,1711066779034,0,1,2638368.0,short,1,time_resolution,0.0,0,,8.603945,1,time_resolution,0.0,1,time_resolution,0.0
binance_cm_real_012217,1711067440070,1711067440070,0,1,459891.6,long,1,time_resolution,0.0,0,,-26.791603,1,time_resolution,0.0,1,time_resolution,0.0
binance_cm_real_012218,1711072295123,1711072295123,0,1,327715.5,long,1,time_resolution,0.0,0,,-8.812601,1,time_resolution,0.0,1,time_resolution,0.0
binance_cm_real_012219,1711072595131,1711072604044,8913,2,2945168.1,long,1,time_resolution,0.0,0,,-20.090185,0,,-10.021188,0,,-10.021188
binance_cm_real_012220,1711072751085,1711072786071,34986,4,6654972.4,long,1,time_resolution,0.0,0,,-13.694773,0,,-14.098521,0,,-14.083213
binance_cm_real_012221,1711073076088,1711073076088,0,1,130443.2,long,1,time_resolution,0.0,0,,-8.272807,1,time_resolution,0.0,1,time_resolution,0.0
binance_cm_real_012222,1711073388035,1711073388035,0,1,782064.0,long,1,time_resolution,0.0,0,,-10.316706,1,time_resolution,0.0,0,,-0.030688
binance_cm_real_012223,1711076313058,1711076313058,0,1,1708852.6,short,1,time_resolution,0.0,0,,6.28882,1,time_resolution,0.0,1,time_resolution,0.0
binance_cm_real_012224,1711077509050,1711077548115,39065,3,58777758.3,short,0,,27.916991,0,,22.671151,0,,32.422741,0,,32.422741
binance_cm_real_012225,1711078312068,1711078312068,0,1,66170.6,short,1,time_resolution,0.0,0,,3.477009,1,time_resolution,0.0,1,time_resolution,0.0
binance_cm_real_012226,1711086030043,1711086030043,0,1,66330.5,short,1,time_resolution,0.0,0,,3.136559,1,time_resolution,0.0,1,time_resolution,0.0
binance_cm_real_012227,1711086767067,1711086767067,0,1,597772.8,short,1,time_resolution,0.0,0,,3.555481,1,time_resolution,0.0,1,time_resolution,0.0
binance_cm_real_012228,1711087144023,1711087192084,48061,3,5914934.4,short,1,time_resolution,0.0,0,,5.539399,0,,1.790551,0,,1.790551
binance_cm_real_012229,1711087540101,1711087563028,22927,3,1263393.9,short,0,,11.42704,0,,7.211531,0,,4.392583,0,,4.392583
binance_cm_real_012230,1711087711119,1711087755081,43962,2,2197879.2,short,0,,18.150705,0,,30.46188,0,,8.380417,0,,8.380417
binance_cm_real_012231,1711092165109,1711092165109,0,1,66186.0,long,1,time_resolution,0.0,0,,-5.35955,1,time_resolution,0.0,1,time_resolution,0.0
binance_cm_real_012232,1711096768073,1711096768073,0,1,661705.0,long,1,time_resolution,0.0,0,,-7.990224,1,time_resolution,0.0,0,,0.438271
binance_cm_real_012233,1711096940028,1711096996073,56045,2,420457184.8,long,0,,-18.523755,0,,-22.409963,0,,-9.651398,0,,-8.318081
binance_cm_real_012234,1711097800034,1711097800034,0,1,65872.2,long,1,time_resolution,0.0,0,,-15.047324,1,time_resolution,0.0,1,time_resolution,0.0
binance_cm_real_012235,1711100024080,1711100033020,8940,2,4078972.0,long,1,time_resolution,0.0,0,,-19.040106,0,,-3.160614,0,,-3.160614
binance_cm_real_012236,1711100145043,1711100158062,13019,3,3811804.1,long,1,time_resolution,0.0,0,,-23.794076,0,,-10.376048,0,,-10.376048
binance_cm_real_012237,1711100232081,1711100264043,31962,2,15543401.8,long,1,time_resolution,0.0,0,,-8.798623,0,,-6.750178,0,,-6.73494
binance_cm_real_012238,1711100472068,1711100472068,0,1,1245280.9,long,1,time_resolution,0.0,0,,-13.696334,1,time_resolution,0.0,1,time_resolution,0.0
binance_cm_real_012239,1711100557021,1711100557021,0,1,130962.2,long,1,time_resolution,0.0,0,,-13.837167,1,time_resolution,0.0,0,,0.015272
binance_cm_real_012240,1711102234059,1711102256102,22043,4,15660516.9,long,1,time_resolution,0.0,0,,-17.120065,0,,-8.286311,0,,-8.286311
binance_cm_real_012241,1711102482036,1711102544086,62050,4,40387411.4,long,0,,-4.16901,0,,-23.343393,0,,-21.162398,0,,-21.162398
binance_cm_real_012242,1711103134088,1711103185016,50928,6,440302638.5,long,0,,-22.959908,0,,-39.930276,0,,-33.326109,0,,-33.326109
binance_cm_real_012243,1711103271072,1711103271072,0,1,194274.3,long,1,time_resolution,0.0,0,,-9.806718,1,time_resolution,0.0,0,,0.015442
binance_cm_real_012244,1711104941046,1711104998039,56993,4,32231243.3,long,0,,-22.030172,0,,-23.280659,0,,-8.989077,0,,-8.989077
binance_cm_real_012245,1711108116030,1711108116030,0,1,516748.0,long,1,time_resolution,0.0,0,,-13.408184,1,time_resolution,0.0,0,,-0.015481
binance_cm_real_012246,1711108195038,1711108260100,65062,11,352780583.1,long,0,,-47.68077,0,,-38.373805,0,,-48.269828,0,,-47.557472
binance_cm_real_012247,1711108436026,1711108568031,132005,10,60819842.6,long,0,,-27.603431,0,,-12.332124,0,,-23.268482,0,,-23.268482
binance_cm_real_012248,1711108980046,1711109052077,72031,5,13565857.8,long,0,,-12.845666,0,,30.04606,0,,-18.168111,0,,-18.152503
binance_cm_real_012249,1711109129076,1711109129076,0,1,321826.0,short,1,time_resolution,0.0,0,,24.338321,1,time_resolution,0.0,0,,-0.621426
binance_cm_real_012250,1711109268070,1711109310023,41953,3,420017850.0,short,0,,19.750847,0,,32.560949,0,,8.569565,0,,8.569565
binance_cm_real_012251,1711109373050,1711109373050,0,1,1488286.3,short,1,time_resolution,0.0,0,,-3.0954,1,time_resolution,0.0,1,time_resolution,0.0
binance_cm_real_012252,1711110465086,1711110465086,0,1,2317554.0,long,1,time_resolution,0.0,0,,-14.545387,1,time_resolution,0.0,1,price_tick,0.0
binance_cm_real_012253,1711112832042,1711112832042,0,1,8545582.5,long,1,time_resolution,0.0,0,,0.466723,1,time_resolution,0.0,1,time_resolution,0.0
binance_cm_real_012254,1711113101068,1711113107059,5991,2,3144680.1,long,1,time_resolution,0.0,0,,-10.691941,0,,-1.729368,0,,-1.729368
binance_cm_real_012255,1711113266061,1711113275078,9017,2,4679779.6,long,1,time_resolution,0.0,0,,-2.463292,0,,-2.417505,0,,-2.417505
binance_cm_real_012256,1711113729033,1711113770087,41054,6,14973062.3,long,1,time_resolution,0.0,0,,-38.595053,0,,-36.56116,0,,-36.56116
binance_cm_real_012257,1711113859051,1711113859051,0,1,385104.6,short,1,time_resolution,0.0,0,,40.342489,1,time_resolution,0.0,0,,-0.01558
binance_cm_real_012258,1711114365027,1711114365027,0,1,831663.3,long,1,time_resolution,0.0,0,,-27.471843,1,time_resolution,0.0,1,time_resolution,0.0
