date,n_5min,sum_open_interest,sum_open_interest_value,count_toptrader_long_short_ratio,sum_toptrader_long_short_ratio,count_long_short_ratio,sum_taker_long_short_vol_ratio
2026-01-08,288,98519.89610416672,8932183976.290237,2.6719380071180563,2.551617031249999,2.2787323462847207,1.2160725763888893
2026-01-09,288,96629.8286215278,8770339644.811663,2.519862084895834,2.386903770833333,2.168952998229166,1.1246019166666672
2026-01-10,288,96043.5565590278,8700564663.902382,2.590195198750001,2.4148333923611114,2.258979535798612,1.3089447430555572
2026-01-11,288,96366.73657638895,8743558721.898474,2.613539807083332,2.3838698263888887,2.3038502877083338,1.2318799270833336
2026-01-12,288,94892.92066666676,8669216595.417421,2.346297146597221,2.2372214687499996,2.0521370195486126,1.1018513020833334
2026-01-13,288,93862.33129861104,8696156176.081732,1.7471388540277784,2.0554965451388894,1.5392195690972226,1.2257865763888878
2026-01-14,288,95344.90245833338,9145446724.829443,1.2130421270833338,1.7450947083333326,1.043340252048611,1.0725704374999998
2026-01-15,288,95691.20833680556,9211182564.660786,1.1815731116319448,1.8041386284722232,1.0175299378819445,1.161452104166667
2026-01-16,288,96477.47695486111,9198013627.470802,1.3870686398611103,1.9690111458333337,1.2310915746874995,1.0639336736111114
2026-01-17,288,95408.2876284722,9089884612.10213,1.4896313809375008,1.977878996527778,1.3168766726736116,1.3188075763888885
2026-01-18,288,96661.71050694444,9193758683.54139,1.5879643443402778,2.0861449062500004,1.4268289236805565,1.5013284062499992
2026-01-19,288,94548.26473263887,8779084928.827503,2.254768712604167,2.1580912500000005,2.0221505918055542,1.2557881215277795
2026-01-20,288,97775.59240277771,8880049490.078321,2.6826403884027776,2.223786770833336,2.3449595987847225,1.1337471006944437
2026-01-21,288,99452.14937152778,8876664625.049496,2.779213477083333,2.201470607638888,2.5102381362152766,1.1418830868055558
2026-01-22,288,99898.71612847227,8960575218.75047,2.696637857118055,2.1064438541666695,2.3458962784722246,1.1855434270833332
2026-01-23,288,99850.59243750005,8946730898.668484,2.732577006527778,2.1307510729166688,2.377049418506945,1.0595527534722229
2026-01-24,288,98955.28728472219,8855256092.383944,2.726235806736111,2.1082761597222213,2.4128183985069422,1.4488946875000002
