draw,mean_net_bps,sharpe,n
247,-3.9353502519616352,-2.9531763800619046,24717
248,-3.9997178366773967,-2.971003030286058,24717
249,-5.522649266094761,-3.7987334507856745,24717
250,-4.824350590248383,-3.501144251146864,24717
251,-4.14013149990194,-2.8619701041136802,24717
252,-4.286877122678739,-2.9672875112135175,24717
253,-4.3465652058920305,-3.270387163157318,24717
254,-3.183668310033501,-2.224979221244696,24717
255,-5.210297652582005,-3.5907166631317393,24717
256,-3.9332587611190633,-2.7699009150912732,24717
257,-3.578449333455309,-2.5852322612816176,24717
258,-3.925477252179099,-2.698848352813782,24717
259,-4.499467369669566,-3.121534373086022,24717
260,-4.641897690910722,-3.1207549073059946,24717
261,-4.716985638444439,-3.242218838843784,24717
262,-4.414696055343842,-3.3440613856661736,24717
263,-5.367182093519138,-3.988265493411309,24717
264,-4.584393244138187,-3.2263093965005476,24717
265,-5.51124017560065,-3.622438479962626,24717
266,-4.805318347043986,-3.4574163027608047,24717
267,-5.043588463356818,-3.576454868959651,24717
268,-4.237743764489871,-2.908994824547022,24717
269,-5.3616427832765625,-3.693975777463813,24717
270,-3.860603080645884,-2.7397422417220683,24717
271,-4.739790655135721,-3.3180864167052198,24717
272,-3.954016806848979,-2.8344730951668673,24717
273,-4.207587221330377,-2.8607638910980593,24717
274,-4.253690166001304,-3.0678910988514283,24717
275,-4.380825532557815,-3.214024664847879,24717
276,-4.828586770273763,-3.417113280452727,24717
277,-4.810411592057646,-3.337084964524143,24717
278,-4.679959351123859,-3.1637765048913677,24717
279,-3.563274613602338,-2.5885543725099867,24717
280,-4.210658963191895,-3.0552466602313086,24717
281,-3.8426338997138574,-2.653158695302819,24717
282,-4.219246433115576,-2.921936387467911,24717
283,-3.449536371012123,-2.426433979446196,24717
284,-3.8969572441242315,-2.858205983443708,24717
285,-4.04105725372629,-2.9236633356977846,24717
286,-3.9958258306966243,-2.93572265518575,24717
287,-5.075889577284184,-3.3207690717603002,24717
288,-4.086414842462523,-2.9786056912324765,24717
289,-5.321271456864215,-3.672070465095368,24717
290,-4.470033360546546,-3.1935907080435757,24717
291,-4.364548641351627,-2.979610408151748,24717
292,-4.417151447627853,-3.1132606277909773,24717
293,-5.083743408576864,-3.6895437956217116,24717
294,-4.628894631812718,-3.2907158744274865,24717
295,-4.261608894365809,-3.0363688802714135,24717
296,-4.205431870067268,-2.8687890882861593,24717
297,-3.9761615109189687,-2.832960057648031,24717
298,-4.300919130767048,-3.030909519879017,24717
299,-4.565862395606335,-3.2198810283004105,24717
300,-3.8418348004843264,-2.7806476866675993,24717
301,-5.095628725060769,-3.3774255385603777,24717
302,-4.962266670976541,-3.414819890926296,24717
303,-3.530900573369357,-2.373648621020045,24717
304,-3.2945040896599758,-2.250372322839911,24717
305,-4.230227418882852,-3.192501537227382,24717
306,-4.400962673149163,-2.8770663373533014,24717
307,-4.582168610597726,-3.180177808172635,24717
308,-4.442118946956125,-3.222979985067165,24717
309,-4.5361360714573715,-3.2777688451597045,24717
310,-3.914512596423108,-2.517832856916818,24717
311,-4.086704298797112,-2.675300376116635,24717
312,-3.167001564955348,-2.3029683232130798,24717
313,-3.531686641442329,-2.500058933120052,24717
314,-5.0972816511019845,-3.388643634491294,24717
315,-4.709715838793649,-3.3712696960750725,24717
316,-4.38184555268052,-3.05436323565623,24717
317,-3.4554502969865695,-2.423562340443552,24717
318,-4.7178969796984696,-3.5279334658222568,24717
319,-4.115849031724028,-3.158188309438467,24717
320,-2.803134309085117,-1.9997607937401283,24717
321,-4.663885472286652,-3.3632619658404037,24717
322,-5.094215787779257,-3.352501343713799,24717
323,-4.698813689963256,-3.2344807683736994,24717
324,-4.549415527648024,-3.1822503055814133,24717
325,-4.471990306359281,-3.0790710094491467,24717
326,-4.5910348265215415,-3.3409887508161114,24717
327,-4.001858260764742,-2.8065561115288435,24717
328,-3.3359787222580652,-2.3087358670851885,24717
329,-4.737393884954952,-3.432430756254046,24717
