period,n,mean,ci_lo,ci_hi
2023-W19,29,-11.517118125164489,-23.795766290779774,0.6761909698336908
2023-W20,12,-10.931670265262262,,
2023-W21,13,1.3909414862436331,,
2023-W22,8,-7.3230624888413,,
2023-W23,21,14.768455590938025,3.738601775155329,25.127496047483863
2023-W24,16,-3.6025467846400385,,
2023-W25,24,21.606192832845096,9.15552394218903,33.67938182290261
2023-W26,25,-15.887828257078507,-27.88888465111128,-1.6827085117854699
2023-W27,10,14.824571903832737,,
2023-W28,10,4.826595265916074,,
2023-W29,3,-11.191698748332593,,
2023-W30,2,15.718462396766515,,
2023-W31,4,11.762623871866792,,
2023-W32,4,-0.02603796415038473,,
2023-W33,16,12.952335779241528,,
2023-W34,10,-9.65070944817829,,
2023-W35,21,30.762881795446237,4.553224369550917,57.757479279339265
2023-W36,4,18.424804055644742,,
2023-W37,16,-1.2864895204356088,,
2023-W38,7,-17.916403629990814,,
2023-W39,10,15.87361867561317,,
2023-W40,13,-6.208159606570432,,
2023-W41,6,7.9293390349332755,,
2023-W42,24,-23.260330169445094,-29.56005652096933,-17.22993416950682
2023-W43,47,0.9689655530526309,-14.496464233225751,20.6583186567902
2023-W44,18,-17.6431733979754,,
2023-W45,21,-0.2664755793813246,-13.891111802540578,13.733581736627006
2023-W46,25,-10.995951833447004,-18.918527787156094,-3.1738715161131577
2023-W47,19,-14.384411009733862,,
2023-W48,8,-22.46463108371625,,
2023-W49,24,-13.103949442069506,-31.39037723556989,4.944922470337629
2023-W50,31,-11.684032624828122,-18.206049465182204,-4.511634378189486
