date,date_t1,open_t,close_t,open_t1,close_t1,r,r_night_bps,r_day_bps,nights,cost_bps_cons,cost_bps_opt,r_net_bps_cons,r_net_bps_opt,pnl_yen_cons,roll_monthly,roll_quarterly,nightless_marked,is_glitch,night_open,night_close,has_night,leg_b_bps,leg_a_bps,leg_c_bps,split,regime,weekday,month,year,vol20,vol_tercile,sq_dist_td
2007-10-04,2007-10-05,17100.0,17120.0,17090.0,17130.0,-0.0017523364485981796,-17.523364485981794,11.695906432749315,1,7.126168224299065,1.2850467289719625,-24.64953271028086,-18.808411214953757,-422.0,False,False,False,False,17060.0,17090.0,True,17.584994138335475,-35.04672897196248,0.0,train,2007-09..2011-02-13,Thursday,10,2007,,unknown,5
2007-10-05,2007-10-09,17090.0,17130.0,17220.0,17200.0,0.005253940455341555,52.53940455341555,23.40550029256816,4,7.1220081727962645,1.284296555750146,45.41739638061929,51.255107997665405,778.0,False,False,False,False,17120.0,17150.0,True,17.523364485980686,-5.837711617046049,40.816326530612734,train,2007-09..2011-02-13,Friday,10,2007,,unknown,4
2007-10-09,2007-10-10,17220.0,17200.0,17230.0,17230.0,0.0017441860465117198,17.4418604651172,-11.614401858304202,1,7.093023255813954,1.2790697674418605,10.348837209303245,16.162790697675337,178.0,False,False,False,False,17190.0,17200.0,True,5.817335660267542,-5.813953488371659,17.4418604651172,train,2007-09..2011-02-13,Tuesday,10,2007,,unknown,3
2007-10-10,2007-10-11,17230.0,17230.0,17240.0,17530.0,0.0005803830528148257,5.803830528148257,0.0,1,7.080673244341265,1.2768427161926872,-1.2768427161930083,4.5269878119555695,-22.0,True,False,False,False,17230.0,17200.0,True,-17.411491584445884,0.0,23.255813953488857,train,2007-09..2011-02-13,Wednesday,10,2007,,unknown,2
2007-10-11,2007-10-12,17240.0,17530.0,17480.0,17340.0,-0.0028522532800913103,-28.522532800913105,168.21345707656698,1,6.959498003422704,1.2549914432401599,-35.48203080433581,-29.777524244153266,-622.0,True,False,False,False,17520.0,17600.0,True,45.66210045662045,-5.7045065601823985,-68.18181818181834,train,2007-09..2011-02-13,Thursday,10,2007,,unknown,1
2007-10-12,2007-10-15,17480.0,17340.0,17440.0,17400.0,0.005767012687427853,57.67012687427852,-80.09153318077833,3,7.035755478662053,1.2687427912341407,50.63437139561647,56.401384083044384,878.0,True,False,False,False,17320.0,17350.0,True,17.32101616628068,-11.534025374856371,51.873198847263154,train,2007-09..2011-02-13,Friday,10,2007,,unknown,0
2007-10-15,2007-10-16,17440.0,17400.0,17280.0,17130.0,-0.006896551724137945,-68.96551724137944,-22.935779816514177,1,7.011494252873563,1.264367816091954,-75.977011494253,-70.22988505747139,-1322.0,False,False,False,False,17400.0,17430.0,True,17.241379310344307,0.0,-86.05851979345935,train,2007-09..2011-02-13,Monday,10,2007,,unknown,1
2007-10-16,2007-10-17,17280.0,17130.0,17140.0,16980.0,0.0005837711617047159,5.837711617047159,-86.8055555555558,1,7.1220081727962645,1.284296555750146,-1.2842965557491057,4.553415061297013,-22.0,False,False,False,False,17100.0,16990.0,True,-64.32748538011678,-17.513134851138147,88.28722778104759,train,2007-09..2011-02-13,Tuesday,10,2007,,unknown,2
2007-10-17,2007-10-18,17140.0,16980.0,17010.0,17120.0,0.0017667844522968323,17.667844522968323,-93.34889148191361,1,7.1849234393404,1.2956419316843346,10.482921083627923,16.37220259128399,178.0,False,False,False,False,17030.0,17040.0,True,5.871990604815469,29.44640753828054,-17.605633802817433,train,2007-09..2011-02-13,Wednesday,10,2007,,unknown,3
2007-10-18,2007-10-19,17010.0,17120.0,16950.0,16820.0,-0.009929906542056055,-99.29906542056055,64.66784244562041,1,7.126168224299065,1.2850467289719625,-106.42523364485962,-100.58411214953252,-1822.0,False,False,False,False,17100.0,17030.0,True,-40.93567251462038,-11.68224299065379,-46.97592483852042,train,2007-09..2011-02-13,Thursday,10,2007,,unknown,4
2007-10-19,2007-10-22,16950.0,16820.0,16280.0,16440.0,-0.03210463733650415,-321.0463733650415,-76.69616519174083,3,7.253269916765754,1.3079667063020215,-328.2996432818073,-322.35434007134353,-5522.0,False,False,False,False,16790.0,16820.0,True,17.867778439546456,-17.8359096313907,-321.0463733650415,train,2007-09..2011-02-13,Friday,10,2007,,unknown,5
2007-10-22,2007-10-23,16280.0,16440.0,16490.0,16480.0,0.0030413625304135383,30.413625304135383,98.2800982800991,1,7.420924574209246,1.338199513381995,22.99270072992614,29.07542579075339,378.0,False,False,False,False,16440.0,16380.0,True,-36.496350364964016,0.0,67.15506715506692,train,2007-09..2011-02-13,Monday,10,2007,0.01029174496521417,mid,6
2007-10-23,2007-10-24,16490.0,16480.0,16530.0,16370.0,0.0030339805825243538,30.339805825243538,-6.064281382656134,1,7.402912621359223,1.3349514563106797,22.936893203884313,29.004854368932858,378.0,False,False,False,False,16490.0,16520.0,True,18.1928441479684,6.067961165048263,6.05326876513379,train,2007-09..2011-02-13,Tuesday,10,2007,0.011609637642584745,mid,7
2007-10-24,2007-10-25,16530.0,16370.0,16430.0,16280.0,0.0036652412950519686,36.65241295051969,-96.79370840895318,1,7.452657299938912,1.3439218081857056,29.199755650580776,35.308491142333985,478.0,False,False,False,False,16330.0,16360.0,True,18.37109614206911,-24.434941967013124,42.78728606357029,train,2007-09..2011-02-13,Wednesday,10,2007,0.01150059301776936,mid,8
2007-10-25,2007-10-26,16430.0,16280.0,16420.0,16490.0,0.008599508599508532,85.99508599508532,-91.2964090079127,1,7.493857493857494,1.3513513513513513,78.50122850122783,84.64373464373396,1278.0,False,False,False,False,16290.0,16350.0,True,36.83241252302017,6.142506142505777,42.81345565749328,train,2007-09..2011-02-13,Thursday,10,2007,0.011402866442088785,mid,9
2007-10-26,2007-10-29,16420.0,16490.0,16660.0,16730.0,0.010309278350515427,103.09278350515427,42.630937880634434,3,7.398423286840509,1.334141904184354,95.69436021831376,101.75864160096992,1578.0,False,False,False,False,16520.0,16490.0,True,-18.15980629539915,18.1928441479684,103.09278350515427,train,2007-09..2011-02-13,Friday,10,2007,0.011414284576759585,mid,10
2007-10-29,2007-10-30,16660.0,16730.0,16640.0,16670.0,-0.005379557680812885,-53.79557680812886,42.016806722688926,1,7.292289300657502,1.315002988643156,-61.08786610878636,-55.110579796772015,-1022.0,False,False,False,False,16750.0,16740.0,True,-5.970149253731183,11.95457262402888,-59.73715651135025,train,2007-09..2011-02-13,Monday,10,2007,0.010639917697420398,mid,9
2007-10-30,2007-10-31,16640.0,16670.0,16630.0,16710.0,-0.002399520095980767,-23.995200959807672,18.028846153845812,1,7.3185362927414515,1.319736052789442,-31.313737252549124,-25.314937012597113,-522.0,False,False,False,False,16670.0,16670.0,True,0.0,0.0,-23.995200959807672,train,2007-09..2011-02-13,Tuesday,10,2007,0.011193825944616757,mid,8
2007-10-31,2007-11-01,16630.0,16710.0,16820.0,16910.0,0.006582884500299313,65.82884500299313,48.105832832230355,1,7.301017354877319,1.3165769000598442,58.52782764811582,64.51226810293329,978.0,False,False,False,False,16730.0,16700.0,True,-17.93185893604332,11.968880909634105,71.85628742514938,train,2007-09..2011-02-13,Wednesday,10,2007,0.011212698734977551,mid,7
2007-11-01,2007-11-02,16820.0,16910.0,16540.0,16490.0,-0.02188054405677109,-218.8054405677109,53.50772889417321,1,7.214665878178592,1.3010053222945004,-226.02010644588947,-220.10644589000538,-3822.0,False,False,False,False,16900.0,16850.0,True,-29.5857988165682,-5.913660555884048,-183.97626112759636,train,2007-09..2011-02-13,Thursday,11,2007,0.010695154054519934,mid,6
2007-11-02,2007-11-05,16540.0,16490.0,16440.0,16300.0,-0.003032140691328067,-30.32140691328067,-30.229746070132848,3,7.398423286840509,1.334141904184354,-37.71983020012118,-31.65554881746502,-622.0,False,False,False,False,16480.0,16460.0,True,-12.135922330097637,-6.064281382656134,-12.150668286755595,train,2007-09..2011-02-13,Friday,11,2007,0.010967573155205324,mid,5
2007-11-05,2007-11-06,16440.0,16300.0,16150.0,16270.0,-0.009202453987730008,-92.02453987730009,-85.15815085158196,1,7.484662576687116,1.3496932515337423,-99.5092024539872,-93.37423312883382,-1622.0,False,False,False,False,16270.0,16170.0,True,-61.46281499692652,-18.404907975460016,-12.368583797155441,train,2007-09..2011-02-13,Monday,11,2007,0.012200851626505946,mid,4
2007-11-06,2007-11-07,16150.0,16270.0,16340.0,16130.0,0.004302397049784856,43.023970497848566,74.3034055727554,1,7.498463429625077,1.352181929932391,35.52550706822349,41.671788567916174,578.0,False,False,False,False,16260.0,16330.0,True,43.05043050430557,-6.146281499692652,6.1236987140222965,train,2007-09..2011-02-13,Tuesday,11,2007,0.012375308342702838,mid,3
2007-11-07,2007-11-08,16340.0,16130.0,15780.0,15740.0,-0.021698698078115308,-216.98698078115308,-128.5189718482249,1,7.563546187228766,1.3639181649101055,-224.55052696838186,-218.35089894606318,-3622.0,True,False,False,False,16130.0,16050.0,True,-49.597024178549276,0.0,-168.22429906542035,train,2007-09..2011-02-13,Wednesday,11,2007,0.012282239571282978,mid,2
2007-11-08,2007-11-09,15780.0,15740.0,15780.0,15550.0,0.0025412960609911828,25.412960609911828,-25.348542458808467,1,7.750952986022871,1.397712833545108,17.662007623888957,24.01524777636672,278.0,True,False,False,False,15750.0,15770.0,True,12.698412698413097,6.353240152476847,6.341154090043766,train,2007-09..2011-02-13,Thursday,11,2007,0.01230297793698357,mid,1
2007-11-09,2007-11-12,15780.0,15550.0,15230.0,15220.0,-0.02057877813504827,-205.7877813504827,-145.75411913814952,3,7.845659163987138,1.414790996784566,-213.63344051446984,-207.20257234726728,-3322.0,True,False,False,False,15600.0,15470.0,True,-83.33333333333303,32.15434083601254,-155.13897866838988,train,2007-09..2011-02-13,Friday,11,2007,0.012145900003963962,mid,0
2007-11-12,2007-11-13,15230.0,15220.0,15180.0,15040.0,-0.0026281208935611255,-26.281208935611254,-6.565988181220783,1,8.015768725361367,1.445466491458607,-34.29697766097262,-27.72667542706986,-522.0,False,False,False,False,15200.0,15230.0,True,19.736842105262387,-13.140604467805073,-32.82994090610614,train,2007-09..2011-02-13,Monday,11,2007,0.012178563001111677,mid,1
2007-11-13,2007-11-14,15180.0,15040.0,15400.0,15530.0,0.02393617021276606,239.3617021276606,-92.2266139657446,1,8.111702127659575,1.4627659574468086,231.25000000000102,237.8989361702138,3478.0,False,False,False,False,15120.0,15000.0,True,-79.36507936507908,53.19148936170137,266.6666666666662,train,2007-09..2011-02-13,Tuesday,11,2007,0.012484238256935594,mid,2
2007-11-14,2007-11-15,15400.0,15530.0,15560.0,15390.0,0.0019317450096587585,19.317450096587585,84.41558441558472,1,7.855763039278815,1.416613007083065,11.461687057308769,17.90083708950452,178.0,False,False,False,False,15550.0,15610.0,True,38.5852090032146,12.878300064391723,-32.03074951953822,train,2007-09..2011-02-13,Wednesday,11,2007,0.012372206950884855,mid,3
2007-11-15,2007-11-16,15560.0,15390.0,15190.0,15190.0,-0.01299545159194282,-129.9545159194282,-109.25449871465264,1,7.927225471085119,1.4294996751137103,-137.8817413905133,-131.3840155945419,-2122.0,False,False,False,False,15390.0,15280.0,True,-71.47498375568605,0.0,-58.90052356020914,train,2007-09..2011-02-13,Thursday,11,2007,0.015109706517571028,high,4
2007-11-16,2007-11-19,15190.0,15190.0,15210.0,15070.0,0.0013166556945358732,13.166556945358732,0.0,3,8.031599736668861,1.448321263989467,5.134957208689871,11.718235681369265,78.0,False,False,False,False,15170.0,15200.0,True,19.775873434411118,-13.166556945358732,6.5789473684207955,train,2007-09..2011-02-13,Friday,11,2007,0.014843339202461303,high,5
2007-11-19,2007-11-20,15210.0,15070.0,14830.0,15210.0,-0.015925680159256772,-159.2568015925677,-92.04470742932291,1,8.09555408095554,1.4598540145985404,-167.35235567352325,-160.71665560716625,-2522.0,False,False,False,False,15090.0,15060.0,True,-19.88071570576566,13.271400132714994,-152.7224435590968,train,2007-09..2011-02-13,Monday,11,2007,0.014679236288293162,high,6
2007-11-20,2007-11-21,14830.0,15210.0,15090.0,14820.0,-0.007889546351084853,-78.89546351084853,256.2373567093723,1,8.021038790269559,1.4464168310322156,-86.91650230111809,-80.34188034188074,-1322.0,False,False,False,False,15230.0,15170.0,True,-39.39592908732803,13.149243918475495,-52.73566249175965,train,2007-09..2011-02-13,Tuesday,11,2007,0.014108056612680995,mid,7
2007-11-21,2007-11-22,15090.0,14820.0,14680.0,14800.0,-0.009446693657219951,-94.46693657219951,-178.92644135188874,1,8.232118758434547,1.484480431848853,-102.69905533063407,-95.95141700404837,-1522.0,False,False,False,False,14820.0,14690.0,True,-87.71929824561431,0.0,-6.8073519400957405,train,2007-09..2011-02-13,Wednesday,11,2007,0.014359998315204708,mid,8
2007-11-22,2007-11-26,14680.0,14800.0,14960.0,15200.0,0.0108108108108107,108.108108108107,81.74386920980936,4,8.243243243243244,1.4864864864864866,99.86486486486376,106.62162162162052,1478.0,False,False,False,False,14770.0,14770.0,True,0.0,-20.27027027027062,128.63913337846978,train,2007-09..2011-02-13,Thursday,11,2007,0.015156752819336714,high,9
2007-11-26,2007-11-27,14960.0,15200.0,14830.0,15240.0,-0.024342105263157943,-243.4210526315794,160.42780748663165,1,8.026315789473683,1.4473684210526316,-251.44736842105308,-244.86842105263204,-3822.0,False,False,False,False,15160.0,15210.0,True,32.9815303430081,-26.31578947368429,-249.83563445101885,train,2007-09..2011-02-13,Monday,11,2007,0.01517582646150647,high,10
2007-11-27,2007-11-28,14830.0,15240.0,15260.0,15160.0,0.001312335958005173,13.12335958005173,276.4666217127454,1,8.005249343832022,1.4435695538057745,5.118110236219708,11.679790026245955,78.0,False,False,False,False,15230.0,15200.0,True,-19.69796454366346,-6.561679790025865,39.473684210527,train,2007-09..2011-02-13,Tuesday,11,2007,0.016321027036173275,high,11
2007-11-28,2007-11-29,15260.0,15160.0,15520.0,15570.0,0.0237467018469657,237.467018469657,-65.53079947575368,1,8.047493403693931,1.4511873350923483,229.4195250659631,236.01583113456465,3478.0,False,False,False,False,15170.0,15160.0,True,-6.5919578114703725,6.596306068602509,237.467018469657,train,2007-09..2011-02-13,Wednesday,11,2007,0.01582006977281837,high,12
2007-11-29,2007-11-30,15520.0,15570.0,15550.0,15730.0,-0.0012845215157354373,-12.845215157354373,32.216494845360714,1,7.83558124598587,1.4129736673089275,-20.680796403340242,-14.2581888246633,-322.0,False,False,False,False,15550.0,15600.0,True,32.15434083601254,-12.845215157354373,-32.05128205128194,train,2007-09..2011-02-13,Thursday,11,2007,0.01581919351230934,high,11
2007-11-30,2007-12-03,15550.0,15730.0,15780.0,15700.0,0.0031786395422759295,31.786395422759295,115.75562700964603,3,7.75588048315321,1.3986013986013985,24.030514939606086,30.387794024157895,378.0,False,False,False,False,15710.0,15800.0,True,57.28835136855403,-12.714558169103496,-12.658227848101333,train,2007-09..2011-02-13,Friday,11,2007,0.017286445329159517,high,10
2007-12-03,2007-12-04,15780.0,15700.0,15650.0,15470.0,-0.0031847133757961776,-31.847133757961778,-50.697084917616934,1,7.770700636942675,1.4012738853503184,-39.617834394904456,-33.2484076433121,-622.0,False,False,False,False,15700.0,15660.0,True,-25.47770700636942,0.0,-6.3856960408681385,train,2007-09..2011-02-13,Monday,12,2007,0.017211292969893505,high,9
2007-12-04,2007-12-05,15650.0,15470.0,15430.0,15650.0,-0.0025856496444731647,-25.856496444731647,-115.01597444089407,1,7.88623141564318,1.4221073044602455,-33.74272786037483,-27.27860374919189,-522.0,False,False,False,False,15470.0,15400.0,True,-45.24886877828038,0.0,19.48051948051921,train,2007-09..2011-02-13,Tuesday,12,2007,0.016460382729056186,high,8
2007-12-05,2007-12-06,15430.0,15650.0,15860.0,15930.0,0.013418530351437807,134.18530351437806,142.57939079714842,1,7.795527156549521,1.4057507987220446,126.38977635782854,132.77955271565602,1978.0,False,False,False,False,15690.0,15680.0,True,-6.373486297004405,25.559105431309792,114.79591836734748,train,2007-09..2011-02-13,Wednesday,12,2007,0.016566881230046362,high,7
2007-12-06,2007-12-07,15860.0,15930.0,16010.0,15940.0,0.005021971123666091,50.21971123666091,44.13619167717542,1,7.658505963590709,1.3810420590081607,42.5612052730702,48.838669177652754,678.0,False,False,False,False,15900.0,15910.0,True,6.289308176101738,-18.832391713747842,62.8535512256434,train,2007-09..2011-02-13,Thursday,12,2007,0.016865609672358475,high,6
2007-12-07,2007-12-10,16010.0,15940.0,16010.0,15890.0,0.004391468005018773,43.91468005018773,-43.72267332916957,3,7.653701380175658,1.3801756587202008,36.260978670012065,42.53450439146753,578.0,False,False,False,False,15900.0,15930.0,True,18.867924528302993,-25.094102885822032,50.21971123666091,train,2007-09..2011-02-13,Friday,12,2007,0.017337517810833463,high,5
2007-12-10,2007-12-11,16010.0,15890.0,16030.0,16080.0,0.008810572687224738,88.10572687224737,-74.9531542785764,1,7.6777847702957835,1.3845185651353054,80.42794210195159,86.72120830711206,1278.0,False,False,False,False,15830.0,15930.0,True,63.17119393556503,-37.759597230963,62.77463904582614,train,2007-09..2011-02-13,Monday,12,2007,0.016415831303372447,high,4
2007-12-11,2007-12-12,16030.0,16080.0,15700.0,15900.0,-0.023631840796019876,-236.31840796019875,31.19151590767366,1,7.587064676616915,1.3681592039800996,-243.90547263681566,-237.68656716417885,-3922.0,False,False,False,False,16100.0,16140.0,True,24.8447204968949,12.437810945273853,-272.6146220570014,train,2007-09..2011-02-13,Tuesday,12,2007,0.016168009387391973,high,3
2007-12-12,2007-12-13,15700.0,15900.0,15820.0,15520.0,-0.005031446540880502,-50.31446540880502,127.38853503184711,1,7.672955974842767,1.3836477987421383,-57.987421383647785,-51.69811320754716,-922.0,True,True,False,False,15910.0,15910.0,True,0.0,6.289308176101738,-56.5681961030795,train,2007-09..2011-02-13,Wednesday,12,2007,0.01543108610148459,high,2
2007-12-13,2007-12-14,15820.0,15520.0,15620.0,15570.0,0.006443298969072142,64.43298969072143,-189.6333754740831,1,7.860824742268041,1.4175257731958761,56.572164948453384,63.01546391752555,878.0,True,True,False,False,15540.0,15570.0,True,19.305019305020377,12.886597938144284,32.113037893384266,train,2007-09..2011-02-13,Thursday,12,2007,0.015400009184262549,high,1
2007-12-14,2007-12-17,15620.0,15570.0,15440.0,15240.0,-0.008349389852280065,-83.49389852280065,-32.01024327784907,3,7.83558124598587,1.4129736673089275,-91.32947976878651,-84.90687219010958,-1422.0,True,True,False,False,15560.0,15530.0,True,-19.28020565552746,-6.422607578676631,-57.95235028976165,train,2007-09..2011-02-13,Friday,12,2007,0.014838489231365921,high,0
2007-12-17,2007-12-18,15440.0,15240.0,15090.0,15170.0,-0.009842519685039353,-98.42519685039352,-129.53367875647714,1,8.005249343832022,1.4435695538057745,-106.43044619422554,-99.86876640419929,-1622.0,False,False,False,False,15250.0,15210.0,True,-26.229508196721206,6.561679790026975,-78.89546351084853,train,2007-09..2011-02-13,Monday,12,2007,0.014695672348762602,high,1
2007-12-18,2007-12-19,15090.0,15170.0,15190.0,15090.0,0.0013183915622940745,13.183915622940745,53.015241882041764,1,8.042188529993409,1.4502307185234014,5.141727092947336,11.733684904417343,78.0,False,False,False,False,15190.0,15230.0,True,26.333113890717463,13.183915622940745,-26.263952724885353,train,2007-09..2011-02-13,Tuesday,12,2007,0.015202974361483634,high,2
2007-12-19,2007-12-20,15190.0,15090.0,15180.0,15010.0,0.005964214711729587,59.64214711729588,-65.83278472679366,1,8.084824387011265,1.4579191517561298,51.55732273028461,58.18422796553975,778.0,False,False,False,False,15080.0,15060.0,True,-13.262599469495706,-6.6269052352552205,79.68127490039834,train,2007-09..2011-02-13,Wednesday,12,2007,0.0151271925185097,high,3
2007-12-20,2007-12-21,15180.0,15010.0,15090.0,15320.0,0.005329780146569041,53.29780146569041,-111.98945981554687,1,8.127914723517655,1.4656895403064623,45.16988674217276,51.83211192538395,678.0,False,False,False,False,15020.0,15070.0,True,33.2889480692411,6.662225183211579,13.271400132714994,train,2007-09..2011-02-13,Thursday,12,2007,0.015028933378968906,high,4
2007-12-21,2007-12-25,15090.0,15320.0,15640.0,15640.0,0.02088772845953013,208.87728459530132,152.41882041086896,4,7.9634464751958225,1.4360313315926891,200.9138381201055,207.44125326370863,3078.0,False,False,False,False,15340.0,15450.0,True,71.70795306388422,13.054830287206887,122.9773462783168,train,2007-09..2011-02-13,Friday,12,2007,0.013866304637436981,mid,5
2007-12-25,2007-12-26,15640.0,15640.0,15650.0,15710.0,0.0006393861892584063,6.393861892584063,0.0,1,7.800511508951407,1.4066496163682862,-1.4066496163673445,4.987212276215777,-22.0,False,False,False,False,15660.0,15660.0,True,0.0,12.787723785165905,-6.3856960408681385,train,2007-09..2011-02-13,Tuesday,12,2007,0.01454880066228546,high,6
2007-12-26,2007-12-27,15650.0,15710.0,15650.0,15600.0,-0.003819223424570306,-38.19223424570306,38.3386581469658,1,7.765754296626353,1.4003819223424572,-45.95798854232942,-39.59261616804552,-722.0,False,False,False,False,15710.0,15720.0,True,6.3653723742840285,0.0,-44.529262086514535,train,2007-09..2011-02-13,Wednesday,12,2007,0.014045201942648713,mid,7
2007-12-27,2007-12-28,15650.0,15600.0,15430.0,15250.0,-0.010897435897435859,-108.97435897435858,-31.948881789137793,1,7.82051282051282,1.4102564102564101,-116.7948717948714,-110.38461538461499,-1822.0,False,False,False,False,15580.0,15590.0,True,6.418485237484894,-12.820512820512775,-102.62989095574105,train,2007-09..2011-02-13,Thursday,12,2007,0.014058920634433949,mid,7
2007-12-28,2008-01-04,15430.0,15250.0,14900.0,14660.0,-0.022950819672131195,-229.50819672131195,-116.6558651976668,7,8.0,1.4426229508196722,-237.50819672131195,-230.95081967213162,-3622.0,False,False,True,False,,,False,,,,train,2007-09..2011-02-13,Friday,12,2007,0.014109319590043953,mid,6
2008-01-04,2008-01-07,14900.0,14660.0,14500.0,14460.0,-0.010914051841746208,-109.14051841746209,-161.07382550335615,3,8.321964529331513,1.500682128240109,-117.4624829467936,-110.6412005457022,-1722.0,False,False,True,False,,,False,,,,train,2007-09..2011-02-13,Friday,1,2008,0.013732257839441406,mid,5
2008-01-07,2008-01-08,14500.0,14460.0,14440.0,14540.0,-0.0013831258644536604,-13.831258644536604,-27.58620689655156,1,8.437067773167358,1.5214384508990317,-22.26832641770396,-15.352697095435635,-322.0,False,False,False,False,14500.0,14520.0,True,13.793103448276334,27.662517289073207,-55.096418732781814,train,2007-09..2011-02-13,Monday,1,2008,0.015830354646688263,high,4
2008-01-08,2008-01-09,14440.0,14540.0,14310.0,14600.0,-0.015818431911966968,-158.18431911966968,69.25207756232732,1,8.390646492434664,1.513067400275103,-166.57496561210434,-159.69738651994479,-2422.0,False,False,False,False,14520.0,14560.0,True,27.548209366390353,-13.755158184318717,-171.7032967032972,train,2007-09..2011-02-13,Tuesday,1,2008,0.01598895072861214,high,3
2008-01-09,2008-01-10,14310.0,14600.0,14560.0,14400.0,-0.002739726027397249,-27.397260273972492,202.65548567435454,1,8.356164383561644,1.5068493150684932,-35.75342465753414,-28.904109589040985,-522.0,True,False,False,False,14610.0,14480.0,True,-88.98015058179331,6.8493150684934,55.24861878453136,train,2007-09..2011-02-13,Wednesday,1,2008,0.015917036300617134,high,2
2008-01-10,2008-01-11,14560.0,14400.0,14480.0,14170.0,0.005555555555555536,55.55555555555536,-109.8901098901095,1,8.472222222222221,1.5277777777777777,47.08333333333314,54.02777777777758,678.0,True,False,False,False,14380.0,14370.0,True,-6.954102920723182,-13.88888888888884,76.54836464857428,train,2007-09..2011-02-13,Thursday,1,2008,0.015640454351742907,high,1
2008-01-11,2008-01-15,14480.0,14170.0,14160.0,13980.0,-0.0007057163020465218,-7.057163020465218,-214.0883977900554,4,8.609738884968243,1.5525758645024699,-15.66690190543346,-8.609738884967689,-222.0,True,False,False,False,14160.0,14270.0,True,77.68361581920846,-7.057163020465218,-77.08479327259931,train,2007-09..2011-02-13,Friday,1,2008,0.014962919593016658,high,0
