series,variable,state_a,state_b,n_a,n_b,mean_a,mean_b,diff,ci_lo,ci_hi,se,mde,null_p95,verdict
1306T,曜日,1_月,2_火,672,743,9.860241870954914,5.159520429417552,4.700721441537362,-4.855700727371559,13.973890115941728,4.723459556337437,13.233174473689875,24.66192626710645,判定不能
1306T,曜日,1_月,3_水,672,748,9.860241870954914,4.084642454443738,5.7755994165111755,-3.341170203692669,15.273359366715946,4.727027968505403,13.24317168447352,24.66192626710645,判定不能
1306T,曜日,1_月,4_木,672,746,9.860241870954914,2.3054758558425927,7.554766015112321,-3.226491892818027,18.644497944280086,5.42533170402861,15.199529108008504,24.66192626710645,判定不能
1306T,曜日,1_月,5_金,672,733,9.860241870954914,9.52189723872096,0.3383446322339534,-11.79784987357228,12.933138131082934,6.210793349830238,17.400066844663574,24.66192626710645,判定不能
1306T,曜日,2_火,3_水,743,748,5.159520429417552,4.084642454443738,1.0748779749738135,-5.989277843663748,8.87634841570738,3.7868300175238048,10.609127002445469,24.66192626710645,判定不能
1306T,曜日,2_火,4_木,743,746,5.159520429417552,2.3054758558425927,2.854044573574959,-6.756207203263911,11.984826226825465,4.625356926750837,12.958331596734267,24.66192626710645,判定不能
1306T,曜日,2_火,5_金,743,733,5.159520429417552,9.52189723872096,-4.3623768093034085,-15.277166061928405,6.433878323381475,5.550481405150214,15.550146660782996,24.66192626710645,判定不能
1306T,曜日,3_水,4_木,748,746,4.084642454443738,2.3054758558425927,1.7791665986011456,-7.554358452993348,10.41348334630286,4.584594501903425,12.844132189807462,24.66192626710645,判定不能
1306T,曜日,3_水,5_金,748,733,4.084642454443738,9.52189723872096,-5.437254784277222,-16.24897115863112,5.3348163071022725,5.594734375928688,15.674125129595106,24.66192626710645,判定不能
1306T,曜日,4_木,5_金,746,733,2.3054758558425927,9.52189723872096,-7.216421382878368,-19.06156405142636,4.995147581060581,6.116354111608205,17.13548727080488,24.66192626710645,判定不能
1306T,月,01,02,283,283,4.380414916198603,5.637126011579999,-1.2567110953813954,-16.29728890280041,13.820555484716186,7.769268715575634,21.7662683928881,24.66192626710645,判定不能
1306T,月,01,03,283,312,4.380414916198603,5.293814862625577,-0.9133999464269742,-15.978425159131879,14.08133989564887,7.708440424477737,21.595852751675533,24.66192626710645,判定不能
1306T,月,01,04,283,307,4.380414916198603,6.732360438030136,-2.3519455218315324,-19.659303495157733,12.923079511751556,8.215355400859444,23.016018256593494,24.66192626710645,判定不能
1306T,月,01,05,283,292,4.380414916198603,5.722165127305427,-1.3417502111068238,-15.039671823093123,13.648083999787445,7.365487924128137,20.635042096014182,24.66192626710645,判定不能
1306T,月,01,06,283,320,4.380414916198603,10.143153033294626,-5.762738117096022,-18.2387789138465,6.744701522793544,6.596595740235567,18.480925118923686,24.66192626710645,判定不能
1306T,月,01,07,283,315,4.380414916198603,-4.200419366760172,8.580834282958776,-3.9767093444263106,20.887632828567533,6.373405870662349,17.855639679386098,24.66192626710645,判定不能
1306T,月,01,08,283,320,4.380414916198603,-2.886651909719092,7.267066825917695,-6.768725957452305,21.01980464637851,7.15490035994713,20.045063088983696,24.66192626710645,判定不能
1306T,月,01,09,283,291,4.380414916198603,5.279696259419642,-0.8992813432210385,-14.11242575606696,12.257572539576463,6.696069816077021,18.759610219435,24.66192626710645,判定不能
1306T,月,01,10,283,316,4.380414916198603,10.561456183627167,-6.181041267428563,-19.36658284830455,7.581901323953006,6.808788545801389,19.075401346490157,24.66192626710645,判定不能
1306T,月,01,11,283,293,4.380414916198603,17.689077356593646,-13.308662440395043,-27.331898805315856,1.2484177549769904,7.3464441020107385,20.581689205464432,24.66192626710645,判定不能
1306T,月,01,12,283,310,4.380414916198603,9.465656630132196,-5.085241713933593,-18.82819375753531,7.86238469773409,6.870662211981322,19.248745695080448,24.66192626710645,判定不能
1306T,月,02,03,283,312,5.637126011579999,5.293814862625577,0.34331114895442116,-16.30135412433354,15.922564301548466,8.281004284351706,23.19993919820301,24.66192626710645,判定不能
1306T,月,02,04,283,307,5.637126011579999,6.732360438030136,-1.095234426450137,-18.165610784510452,14.594748096942755,8.532854137289776,23.90551802350089,24.66192626710645,判定不能
1306T,月,02,05,283,292,5.637126011579999,5.722165127305427,-0.08503911572542844,-15.75205803811042,15.933317742101991,7.983762951876243,22.367192274782784,24.66192626710645,判定不能
1306T,月,02,06,283,320,5.637126011579999,10.143153033294626,-4.506027021714627,-18.83248538292733,9.358034363122108,7.049286573032852,19.749177064684286,24.66192626710645,判定不能
1306T,月,02,07,283,315,5.637126011579999,-4.200419366760172,9.83754537834017,-3.65683503414385,22.50427376636509,6.768607339323682,18.9628302723567,24.66192626710645,判定不能
1306T,月,02,08,283,320,5.637126011579999,-2.886651909719092,8.523777921299091,-6.699106103071131,23.47351143807782,7.629029410328279,21.37337602824038,24.66192626710645,判定不能
1306T,月,02,09,283,291,5.637126011579999,5.279696259419642,0.3574297521603569,-13.6999522196957,13.680600920899225,7.08718865015794,19.85536296371217,24.66192626710645,判定不能
1306T,月,02,10,283,316,5.637126011579999,10.561456183627167,-4.924330172047168,-19.62418040732456,9.935240777451614,7.523898024805576,21.078841492549035,24.66192626710645,判定不能
1306T,月,02,11,283,293,5.637126011579999,17.689077356593646,-12.051951345013649,-27.42663721233714,2.822275286089232,7.64456812617127,21.41690906486213,24.66192626710645,判定不能
1306T,月,02,12,283,310,5.637126011579999,9.465656630132196,-3.8285306185521977,-18.443906909114535,9.478835036221545,7.21714285983559,20.21944075663992,24.66192626710645,判定不能
1306T,月,03,04,312,307,5.293814862625577,6.732360438030136,-1.4385455754045582,-19.3807585380711,15.364182028075906,8.6540528943563,24.245066669811152,24.66192626710645,判定不能
1306T,月,03,05,312,292,5.293814862625577,5.722165127305427,-0.4283502646798496,-15.094277434465244,14.8719223527615,7.782019061565426,21.801989573745136,24.66192626710645,判定不能
1306T,月,03,06,312,320,5.293814862625577,10.143153033294626,-4.849338170669048,-19.113983353007214,8.667881527046104,7.1248134844217565,19.960772143237953,24.66192626710645,判定不能
1306T,月,03,07,312,315,5.293814862625577,-4.200419366760172,9.49423422938575,-3.1628130813947406,22.514666636559923,6.587238922853787,18.454711197653754,24.66192626710645,判定不能
1306T,月,03,08,312,320,5.293814862625577,-2.886651909719092,8.18046677234467,-6.4973584996859755,22.934427305200913,7.537216272674313,21.116153698915742,24.66192626710645,判定不能
1306T,月,03,09,312,291,5.293814862625577,5.279696259419642,0.01411860320593572,-13.528710899357037,14.289305638600197,7.080594686904785,19.836889413730137,24.66192626710645,判定不能
1306T,月,03,10,312,316,5.293814862625577,10.561456183627167,-5.267641321001589,-19.088450457287962,8.36661510412271,7.101299661549426,19.894896164646052,24.66192626710645,判定不能
1306T,月,03,11,312,293,5.293814862625577,17.689077356593646,-12.395262493968069,-26.95723703815997,1.998717048886492,7.58078885362685,21.23822599764862,24.66192626710645,判定不能
1306T,月,03,12,312,310,5.293814862625577,9.465656630132196,-4.171841767506619,-18.774585426584892,9.59207411168851,7.273772737766816,20.378094185583162,24.66192626710645,判定不能
1306T,月,04,05,307,292,6.732360438030136,5.722165127305427,1.0101953107247086,-13.800573187291667,18.10521003616502,8.112629660403275,22.72822334056175,24.66192626710645,判定不能
1306T,月,04,06,307,320,6.732360438030136,10.143153033294626,-3.41079259526449,-17.088414107540956,11.50150614592374,7.38533222341262,20.690637591563068,24.66192626710645,判定不能
1306T,月,04,07,307,315,6.732360438030136,-4.200419366760172,10.932779804790307,-2.9865066212341786,25.806765909870855,7.25669051044557,20.330236870019196,24.66192626710645,判定不能
1306T,月,04,08,307,320,6.732360438030136,-2.886651909719092,9.619012347749228,-4.796432217038533,25.46980386467303,7.772247885801084,21.774614792155415,24.66192626710645,判定不能
1306T,月,04,09,307,291,6.732360438030136,5.279696259419642,1.452664178610494,-13.071220442303186,16.37010417743021,7.549833055529364,21.151500691268737,24.66192626710645,判定不能
1306T,月,04,10,307,316,6.732360438030136,10.561456183627167,-3.829095745597031,-19.092987163370804,11.948322830173359,7.81851649776757,21.904240251525863,24.66192626710645,判定不能
1306T,月,04,11,307,293,6.732360438030136,17.689077356593646,-10.956716918563512,-26.019395753390867,5.174407485969322,8.034590242617313,22.50958926122445,24.66192626710645,判定不能
1306T,月,04,12,307,310,6.732360438030136,9.465656630132196,-2.7332961921020607,-17.216318306466242,12.671952179901064,7.6843913407645426,21.528477194223775,24.66192626710645,判定不能
1306T,月,05,06,292,320,5.722165127305427,10.143153033294626,-4.4209879059891986,-18.290530437081273,8.262182069934044,6.769705873315735,18.965907908950967,24.66192626710645,判定不能
1306T,月,05,07,292,315,5.722165127305427,-4.200419366760172,9.9225844940656,-3.4612943449839753,21.964249922528516,6.416939457691161,17.977602733318655,24.66192626710645,判定不能
1306T,月,05,08,292,320,5.722165127305427,-2.886651909719092,8.608817037024519,-6.25349644939096,21.91727342116327,7.085518361563177,19.850683507874287,24.66192626710645,判定不能
1306T,月,05,09,292,291,5.722165127305427,5.279696259419642,0.4424688678857853,-13.218585351854843,13.336098769874503,6.803240697821008,19.059858577593282,24.66192626710645,判定不能
1306T,月,05,10,292,316,5.722165127305427,10.561456183627167,-4.8392910563217395,-18.48252215754132,7.79625624566148,6.758110041104706,18.93342119683118,24.66192626710645,判定不能
1306T,月,05,11,292,293,5.722165127305427,17.689077356593646,-11.96691222928822,-27.218815956075456,2.38833426259236,7.356665603094167,20.61032561181167,24.66192626710645,判定不能
1306T,月,05,12,292,310,5.722165127305427,9.465656630132196,-3.7434915028267692,-17.594741635228488,8.80668418683285,6.7432488101963415,18.891786191988103,24.66192626710645,判定不能
1306T,月,06,07,320,315,10.143153033294626,-4.200419366760172,14.343572400054796,3.9057736508325154,24.105829204738736,5.239434376418905,14.67872190279991,24.66192626710645,判定不能
1306T,月,06,08,320,320,10.143153033294626,-2.886651909719092,13.029804943013717,0.6004528204771624,24.862751566478547,6.268925099381184,17.56292789493686,24.66192626710645,判定不能
1306T,月,06,09,320,291,10.143153033294626,5.279696259419642,4.863456773874984,-6.590208496109766,16.407257759886907,5.769542403636999,16.163864716115327,24.66192626710645,判定不能
1306T,月,06,10,320,316,10.143153033294626,10.561456183627167,-0.41830315033254095,-12.461811748006859,11.634421514125076,6.090707379450048,17.063635765085195,24.66192626710645,判定不能
1306T,月,06,11,320,293,10.143153033294626,17.689077356593646,-7.545924323299021,-20.166698426553992,4.486466758313791,6.352509319466586,17.79709621043633,24.66192626710645,判定不能
1306T,月,06,12,320,310,10.143153033294626,9.465656630132196,0.6774964031624293,-11.63988523575189,11.713709013302692,5.817904852092557,16.299356236843725,24.66192626710645,判定不能
1306T,月,07,08,315,320,-4.200419366760172,-2.886651909719092,-1.3137674570410796,-12.508306121395945,10.227076819138242,5.848380477632264,16.384736298883357,24.66192626710645,判定不能
1306T,月,07,09,315,291,-4.200419366760172,5.279696259419642,-9.480115626179813,-20.337590902787923,0.7267290765747884,5.4793175316879,15.350775004792656,24.66192626710645,判定不能
1306T,月,07,10,315,316,-4.200419366760172,10.561456183627167,-14.761875550387337,-25.454662019022464,-3.4921299036759743,5.661683833422925,15.86168974010425,24.66192626710645,判定不能
1306T,月,07,11,315,293,-4.200419366760172,17.689077356593646,-21.88949672335382,-33.74337348520012,-9.446845957065044,6.1555257335127145,17.245229907721143,24.66192626710645,差なし
1306T,月,07,12,315,310,-4.200419366760172,9.465656630132196,-13.666075996892367,-25.26054051731469,-3.338610048871588,5.475698100153164,15.340634858905206,24.66192626710645,判定不能
1306T,月,08,09,320,291,-2.886651909719092,5.279696259419642,-8.166348169138734,-20.518270922332295,3.8419215164474627,6.333927708789774,17.745038244626393,24.66192626710645,判定不能
1306T,月,08,10,320,316,-2.886651909719092,10.561456183627167,-13.448108093346258,-26.385450655160497,-1.0659460053563155,6.6393833104714615,18.60079814323638,24.66192626710645,判定不能
1306T,月,08,11,320,293,-2.886651909719092,17.689077356593646,-20.575729266312738,-33.8884832895265,-7.497327416795911,6.925541550575092,19.4024948388913,24.66192626710645,差なし
1306T,月,08,12,320,310,-2.886651909719092,9.465656630132196,-12.352308539851288,-25.34576389334292,-0.35557966527393553,6.43569752186061,18.030155048625332,24.66192626710645,判定不能
1306T,月,09,10,291,316,5.279696259419642,10.561456183627167,-5.281759924207525,-17.425997548760996,6.292773713903957,6.063337429658371,16.986956518315008,24.66192626710645,判定不能
1306T,月,09,11,291,293,5.279696259419642,17.689077356593646,-12.409381097174006,-25.422410567428823,0.30313284217742453,6.439531172516847,18.04089534763712,24.66192626710645,判定不能
1306T,月,09,12,291,310,5.279696259419642,9.465656630132196,-4.185960370712555,-16.463426868138733,6.878518999047269,5.995932580000285,16.798116087850957,24.66192626710645,判定不能
1306T,月,10,11,316,293,10.561456183627167,17.689077356593646,-7.12762117296648,-20.739110253192102,6.102458037337314,6.812670921991207,19.086278154236595,24.66192626710645,判定不能
1306T,月,10,12,316,310,10.561456183627167,9.465656630132196,1.0957995534949703,-11.420532333807667,12.874468130191268,6.245694658874401,17.497845836191487,24.66192626710645,判定不能
1306T,月,11,12,293,310,17.689077356593646,9.465656630132196,8.22342072646145,-4.75623392796655,20.741850441543917,6.541184564417036,18.325685987805244,24.66192626710645,判定不能
1306T,泊数,1_1泊,2_2-3泊,2835,685,4.955528428467355,9.010199058363801,-4.054670629896446,-13.071216196331006,5.412339421896907,4.773070553406191,13.372163909757704,24.66192626710645,判定不能
1306T,泊数,1_1泊,3_4泊以上,2835,122,4.955528428467355,16.339713008358533,-11.384184579891178,-35.99954482674397,12.895094414864369,12.781035753619665,35.80716084573896,24.66192626710645,判定不能
1306T,泊数,2_2-3泊,3_4泊以上,685,122,9.010199058363801,16.339713008358533,-7.329513949994732,-32.851424718733156,18.573338912844864,13.468602756676777,37.73343839830087,24.66192626710645,判定不能
1306T,制度区分,2011-09-05..2024-11-04,2024-11-05..2026-09-03,3198,444,5.2394104289770596,12.294414155034367,-7.055003726057308,-16.536923963020122,2.6200366292927564,4.790516699554281,13.42104077492773,24.66192626710645,判定不能
1591T,実現ボラ三分位,1_低,2_中,1001,1001,5.855273491215256,4.945449452865192,0.909824038350064,-5.621679551073232,7.851699946796981,3.388556538642581,9.493329911051434,27.270123506600626,判定不能
1591T,実現ボラ三分位,1_低,3_高,1001,1001,5.855273491215256,14.492596886372121,-8.637323395156866,-16.579007395672846,-0.41767293520030063,4.124176282037666,11.55423131065743,27.270123506600626,判定不能
1591T,実現ボラ三分位,2_中,3_高,1001,1001,4.945449452865192,14.492596886372121,-9.547147433506929,-18.201084501941487,-1.0945557583709147,4.443835820168779,12.449784747670058,27.270123506600626,判定不能
1591T,直前リターン符号,1_上昇,2_非上昇,1616,1442,8.911913038198588,8.075941615802135,0.8359714223964527,-5.184576494170935,7.099547018684516,3.1578468238028,8.846976984168881,27.270123506600626,判定不能
1591T,直前リターン三分位,1_下位,2_中位,1020,1019,8.830640618331762,7.074294153422779,1.756346464908983,-5.769645503692137,9.568606491916958,3.9792720736778784,11.148269822403712,27.270123506600626,判定不能
1591T,直前リターン三分位,1_下位,3_上位,1020,1019,8.830640618331762,9.64789019301216,-0.8172495746803978,-8.982456406780143,7.706531091315102,4.221588061430365,11.827138711921538,27.270123506600626,判定不能
1591T,直前リターン三分位,2_中位,3_上位,1019,1019,7.074294153422779,9.64789019301216,-2.573596039589381,-9.912164650016969,4.421847130627204,3.7070999892826046,10.385756533846362,27.270123506600626,判定不能
1591T,SQまでの日数,1_0-2日,2_3-9日,436,675,7.445089585959571,4.669477290174518,2.775612295785053,-10.075122479116525,15.788605564565573,6.659058024052001,18.655918529983808,27.270123506600626,判定不能
1591T,SQまでの日数,1_0-2日,3_10日以上,436,1950,7.445089585959571,9.971841357886628,-2.5267517719270574,-12.864904442075384,8.325648458468695,5.40834587963569,15.151941873463562,27.270123506600626,判定不能
1591T,SQまでの日数,2_3-9日,3_10日以上,675,1950,4.669477290174518,9.971841357886628,-5.30236406771211,-15.576114032156577,4.142181083554749,4.9210948284921905,13.786866530832622,27.270123506600626,判定不能
1591T,曜日,1_月,2_火,570,624,15.405725453550424,7.1649884257578975,8.240737027792527,-1.7337497592739146,17.56763344057309,4.910604628791156,13.757477342410041,27.270123506600626,判定不能
1591T,曜日,1_月,3_水,570,627,15.405725453550424,9.920702752763958,5.485022700786466,-4.6893377721032286,15.079705929521374,4.980840928955201,13.954250322758783,27.270123506600626,判定不能
1591T,曜日,1_月,4_木,570,625,15.405725453550424,0.5204372014946798,14.885288252055744,5.1483396152432865,24.369842693965595,4.95951201360422,13.894495548782704,27.270123506600626,差なし
1591T,曜日,1_月,5_金,570,615,15.405725453550424,9.829718235953257,5.5760072175971676,-6.21784104590327,17.433478703264882,6.063669679956743,16.987887345839802,27.270123506600626,判定不能
1591T,曜日,2_火,3_水,624,627,7.1649884257578975,9.920702752763958,-2.7557143270060607,-11.420782529516556,5.577476196876895,4.312329983967938,12.081359940810149,27.270123506600626,判定不能
1591T,曜日,2_火,4_木,624,625,7.1649884257578975,0.5204372014946798,6.644551224263218,-1.3708299592673412,14.991107151478863,4.189443929949981,11.737084188301358,27.270123506600626,判定不能
1591T,曜日,2_火,5_金,624,615,7.1649884257578975,9.829718235953257,-2.664729810195359,-13.848981645256845,8.060443772471535,5.5256126026469,15.480474591285429,27.270123506600626,判定不能
1591T,曜日,3_水,4_木,627,625,9.920702752763958,0.5204372014946798,9.400265551269278,1.4096334809645443,17.971138212458406,4.3211382002286784,12.106036909288472,27.270123506600626,判定不能
1591T,曜日,3_水,5_金,627,615,9.920702752763958,9.829718235953257,0.09098451681070152,-10.50514217224761,11.841776205829687,5.518504066271558,15.460559420850391,27.270123506600626,判定不能
1591T,曜日,4_木,5_金,625,615,0.5204372014946798,9.829718235953257,-9.309281034458577,-19.913414226159624,1.1942058526330472,5.4038579815855785,15.139368644623787,27.270123506600626,判定不能
1591T,月,01,02,234,243,3.100862409030136,6.888222506670224,-3.7873600976400876,-20.577628437758083,13.575600002637913,8.848777856125354,24.790605244395785,27.270123506600626,判定不能
1591T,月,01,03,234,274,3.100862409030136,5.769499437085522,-2.668637028055386,-19.761940420121867,14.958325380403503,8.934577438931921,25.030980087348713,27.270123506600626,判定不能
1591T,月,01,04,234,266,3.100862409030136,2.610451043034508,0.4904113659956284,-19.736110673071277,18.997660154843523,9.939784187264463,27.84715245511413,27.270123506600626,判定不能
1591T,月,01,05,234,250,3.100862409030136,16.01270689522462,-12.911844486194486,-27.987049544107272,1.7145542659406328,7.575442754939699,21.22324844658952,27.270123506600626,判定不能
1591T,月,01,06,234,279,3.100862409030136,12.484623211068167,-9.38376080203803,-24.17191545960766,4.474420148270157,7.4185993350940205,20.783838239915195,27.270123506600626,判定不能
1591T,月,01,07,234,272,3.100862409030136,8.597947026538876,-5.497084617508739,-19.36255190902011,8.118594844415302,7.120326395362665,19.94820118085546,27.270123506600626,判定不能
1591T,月,01,08,234,275,3.100862409030136,3.823461889948237,-0.7225994809181007,-16.12187769181024,15.27288604069429,7.784214942888627,21.808141522402018,27.270123506600626,判定不能
1591T,月,01,09,234,235,3.100862409030136,5.061685543112468,-1.9608231340823314,-18.27163712180983,13.683770693475577,8.244992904462597,23.099050248604293,27.270123506600626,判定不能
1591T,月,01,10,234,250,3.100862409030136,9.527648869337405,-6.426786460307269,-24.800582120173797,10.996590246522011,9.060601231269983,25.38404648115494,27.270123506600626,判定不能
1591T,月,01,11,234,232,3.100862409030136,22.426546828928497,-19.325684419898362,-34.99808908073726,-3.5694314785182715,8.120136410725532,22.749254141304306,27.270123506600626,判定不能
1591T,月,01,12,234,251,3.100862409030136,6.045963295844072,-2.945100886813936,-17.420033636255223,11.442843371790469,7.314588369104013,20.49244265502528,27.270123506600626,判定不能
1591T,月,02,03,243,274,6.888222506670224,5.769499437085522,1.1187230695847017,-16.770714694975396,18.65279268748079,9.058755569896926,25.378875703533645,27.270123506600626,判定不能
1591T,月,02,04,243,266,6.888222506670224,2.610451043034508,4.277771463635716,-15.990923462508992,22.519305801747652,9.970398471293612,27.932920980728216,27.270123506600626,判定不能
1591T,月,02,05,243,250,6.888222506670224,16.01270689522462,-9.124484388554396,-25.099182008839662,5.317140264902336,7.8150457081237334,21.89451653856282,27.270123506600626,判定不能
1591T,月,02,06,243,279,6.888222506670224,12.484623211068167,-5.596400704397943,-20.603637796468046,8.335314125810546,7.570052210053724,21.208146375716773,27.270123506600626,判定不能
1591T,月,02,07,243,272,6.888222506670224,8.597947026538876,-1.7097245198686517,-16.052015769054947,11.73486740698564,7.2623599360981546,20.346120249125427,27.270123506600626,判定不能
1591T,月,02,08,243,275,6.888222506670224,3.823461889948237,3.064760616721987,-12.95361728282061,17.839706762941137,7.880134410983108,22.07686808639149,27.270123506600626,判定不能
1591T,月,02,09,243,235,6.888222506670224,5.061685543112468,1.8265369635577562,-15.03995371478219,16.93864607488133,8.25963238279235,23.140063994700945,27.270123506600626,判定不能
1591T,月,02,10,243,250,6.888222506670224,9.527648869337405,-2.639426362667181,-20.52898375069106,13.939803482485907,8.753225915768196,24.522908340682623,27.270123506600626,判定不能
1591T,月,02,11,243,232,6.888222506670224,22.426546828928497,-15.538324322258273,-32.00321611774499,0.14331419290087982,8.21824900133346,23.02412492491003,27.270123506600626,判定不能
1591T,月,02,12,243,251,6.888222506670224,6.045963295844072,0.8422592108261515,-13.848723926578828,14.415777119495186,7.266117682894299,20.35664789700475,27.270123506600626,判定不能
1591T,月,03,04,274,266,5.769499437085522,2.610451043034508,3.1590483940510143,-17.89333281995609,20.521914231054907,10.033669997919803,28.11018155448241,27.270123506600626,判定不能
1591T,月,03,05,274,250,5.769499437085522,16.01270689522462,-10.2432074581391,-25.825272794532896,4.676905465739315,7.795176633980478,21.838851634135807,27.270123506600626,判定不能
1591T,月,03,06,274,279,5.769499437085522,12.484623211068167,-6.715123773982644,-22.088610756631734,7.266386368007366,7.540562520363702,21.125528496980106,27.270123506600626,判定不能
1591T,月,03,07,274,272,5.769499437085522,8.597947026538876,-2.8284475894533534,-17.849842885331103,10.87521175071823,7.309334411834046,20.477723245998586,27.270123506600626,判定不能
1591T,月,03,08,274,275,5.769499437085522,3.823461889948237,1.9460375471372853,-14.470410393628882,17.790677212922837,8.069997642570591,22.60878610956261,27.270123506600626,判定不能
1591T,月,03,09,274,235,5.769499437085522,5.061685543112468,0.7078138939730545,-16.065805322437203,15.676331798274207,8.216733282384963,23.01987850910837,27.270123506600626,判定不能
1591T,月,03,10,274,250,5.769499437085522,9.527648869337405,-3.7581494322518827,-22.23088416894969,13.535085038024759,8.857689874158972,24.815573022386666,27.270123506600626,判定不能
1591T,月,03,11,274,232,5.769499437085522,22.426546828928497,-16.657047391842976,-32.24689621458093,-1.01078638082236,8.200242325547991,22.97367768819334,27.270123506600626,判定不能
1591T,月,03,12,274,251,5.769499437085522,6.045963295844072,-0.2764638587585502,-14.865570657534764,13.550435319717034,7.3951176855997245,20.718052397783627,27.270123506600626,判定不能
1591T,月,04,05,266,250,2.610451043034508,16.01270689522462,-13.402255852190113,-29.458509621807757,4.6752529063346895,8.69415317016242,24.35741100977136,27.270123506600626,判定不能
1591T,月,04,06,266,279,2.610451043034508,12.484623211068167,-9.87417216803366,-25.93207733166906,8.115501013169872,8.608235615703093,24.11670565917985,27.270123506600626,判定不能
1591T,月,04,07,266,272,2.610451043034508,8.597947026538876,-5.987495983504368,-20.97357113960775,11.01277757169341,8.219832735082118,23.02856188997047,27.270123506600626,判定不能
1591T,月,04,08,266,275,2.610451043034508,3.823461889948237,-1.213010846913729,-18.03172707080673,17.767033076543594,8.972019872064394,25.135878254561064,27.270123506600626,判定不能
1591T,月,04,09,266,235,2.610451043034508,5.061685543112468,-2.45123450007796,-19.525082484169225,16.736524787075822,9.094736691470164,25.47967988188188,27.270123506600626,判定不能
1591T,月,04,10,266,250,2.610451043034508,9.527648869337405,-6.917197826302897,-25.647409462104566,13.55609386100457,9.967056274271647,27.92355753095383,27.270123506600626,判定不能
1591T,月,04,11,266,232,2.610451043034508,22.426546828928497,-19.81609578589399,-36.89534366542162,-0.23909514303479823,9.169061916881446,25.68790833476324,27.270123506600626,判定不能
1591T,月,04,12,266,251,2.610451043034508,6.045963295844072,-3.4355122528095645,-18.933620328471296,13.714595022572869,8.395031080992686,23.519394986196684,27.270123506600626,判定不能
1591T,月,05,06,250,279,16.01270689522462,12.484623211068167,3.5280836841564547,-8.17421973156719,14.424148311720806,5.869819399686484,16.444799266013177,27.270123506600626,判定不能
1591T,月,05,07,250,272,16.01270689522462,8.597947026538876,7.414759868685746,-2.9607305796509746,17.909741484017513,5.3069794921529105,14.867955300628926,27.270123506600626,判定不能
1591T,月,05,08,250,275,16.01270689522462,3.823461889948237,12.189245005276383,-0.3329412874835664,24.992267511807793,6.389497864215734,17.90072277066307,27.270123506600626,判定不能
1591T,月,05,09,250,235,16.01270689522462,5.061685543112468,10.951021352112154,-3.1231068733595406,24.39965647875717,6.830675792133407,19.136720332289798,27.270123506600626,判定不能
1591T,月,05,10,250,250,16.01270689522462,9.527648869337405,6.485058025887216,-8.647374901499337,20.940874218441365,7.547246722625485,21.144254859234852,27.270123506600626,判定不能
1591T,月,05,11,250,232,16.01270689522462,22.426546828928497,-6.413839933703876,-19.322066901967457,6.377459479874261,6.589771248394625,18.461805723457648,27.270123506600626,判定不能
1591T,月,05,12,250,251,16.01270689522462,6.045963295844072,9.96674359938055,-0.9115647395775553,21.32861016526994,5.628571555229444,15.768922870963221,27.270123506600626,判定不能
1591T,月,06,07,279,272,12.484623211068167,8.597947026538876,3.886676184529291,-6.379734089637339,14.320503528396847,5.165300201839539,14.471028695105247,27.270123506600626,判定不能
