report_date,market,open_interest,nc_long,nc_short,nc_spread,comm_long,comm_short,nonrept_long,nonrept_short
2012-12-11,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,267582,16369,110770,11523,223697,85181,15993,60108
2012-12-18,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,196662,27935,117098,163,154980,19027,13584,60374
2012-12-24,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,195705,26757,112365,40,156054,19369,12854,63931
2012-12-31,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,194632,30432,110949,538,148129,22501,15533,60644
2013-01-08,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,193295,32129,106225,124,145773,29338,15269,57608
2013-01-15,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,196509,39447,105174,295,139213,30322,17554,60718
2013-01-22,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,202225,41983,106051,743,143304,33323,16195,62108
2013-01-29,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,219635,48476,119722,616,156122,32810,14421,66487
2013-02-05,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,217709,50667,119080,1157,148558,34015,17327,63457
2013-02-12,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,215036,55782,117088,1680,139903,35693,17671,60575
2013-02-19,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,218241,54662,120553,1811,145939,33781,15829,62096
2013-02-26,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,216323,51998,117342,2233,144872,40046,17220,56702
2013-03-05,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,241938,50958,124309,3543,171200,58220,16237,55866
2013-03-12,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,288474,51240,145003,20721,196716,62851,19797,59899
2013-03-19,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,216674,55408,135401,1372,143405,24443,16489,55458
2013-03-26,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,220896,46931,136080,1568,156848,27109,15549,56139
2013-04-02,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,213997,46966,125137,1732,151691,35250,13608,51878
2013-04-09,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,220626,39699,117396,1497,160513,43760,18917,57973
2013-04-16,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,214577,26448,119859,2417,171927,34436,13785,57865
2013-04-23,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,204150,25942,105672,2558,159437,38364,16213,57556
2013-04-30,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,198106,24872,95999,2799,153823,42753,16612,56555
2013-05-07,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,209370,27886,106446,2518,160636,43166,18330,57240
2013-05-14,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,229746,28882,117289,3474,179917,46082,17473,62901
2013-05-21,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,227826,19454,114640,3618,188237,49605,16517,59963
2013-05-28,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,231012,18406,118175,3592,192440,51894,16574,57351
2013-06-04,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,219135,19176,101920,2674,180807,57574,16478,56967
2013-06-11,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,243644,21722,94628,20155,184780,74981,16987,53880
2013-06-18,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,163921,23010,84900,2337,124994,27276,13580,49408
2013-06-25,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,161160,24376,85838,2498,117936,30267,16350,42557
2013-07-02,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,178926,27336,98072,2446,134078,30333,15066,48075
2013-07-09,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,185249,25117,105422,2302,143908,29164,13922,48361
2013-07-16,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,182429,20220,105982,2138,146421,29465,13650,44844
2013-07-23,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,187250,22513,110009,2054,148002,27661,14681,47526
2013-07-30,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,174872,18216,100351,2328,137588,29591,16740,42602
2013-08-06,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,172059,19421,99634,2709,134398,26560,15531,43156
2013-08-13,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,159496,17375,91837,2918,123280,23241,15923,41500
2013-08-20,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,162168,19720,91441,3162,122724,28763,16562,38802
2013-08-27,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,175588,23396,101749,3151,126655,28903,22386,41785
2013-09-03,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,178360,27665,107426,2803,134526,24138,13366,43993
2013-09-10,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,197099,18854,113920,11722,150685,20449,15838,51008
2013-09-17,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,177045,26088,114882,2628,136389,14059,11940,45476
2013-09-24,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,174892,18173,110991,2701,142849,16193,11169,45007
2013-10-01,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,170525,18634,100958,2904,134090,23302,14897,43361
2013-10-08,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,165957,28165,85262,2613,119861,33058,15318,45024
2013-10-15,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,159871,25392,84658,2574,118174,30699,13731,41940
2013-10-22,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,152938,13928,85730,3166,121556,22992,14288,41050
2013-10-29,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,151987,17483,79878,3079,117588,26071,13837,42959
2013-11-05,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,169004,18734,92526,2901,135153,26248,12216,47329
2013-11-12,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,195690,20977,116084,3050,160368,22303,11295,54253
2013-11-19,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,214211,19424,131640,3316,180482,25160,10989,54095
2013-11-26,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,236713,23999,147201,3407,195667,27088,13640,59017
2013-12-03,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,245167,21290,154673,3370,205013,28324,15494,58800
2013-12-10,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,262229,18085,147796,14875,213744,42767,15525,56791
2013-12-17,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,232743,22225,152448,2509,194899,24816,13110,52970
2013-12-24,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,239160,14261,158083,2633,210400,25214,11866,53230
2013-12-31,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,232225,14274,149502,2739,203112,26914,12100,53070
2014-01-07,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,230156,11340,140208,3511,201400,32272,13905,54165
2014-01-14,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,218324,10754,128820,3520,188796,36492,15254,49492
2014-01-21,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,217548,13128,128089,2860,186273,38501,15287,48098
2014-01-28,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,203014,15977,102169,3218,166773,53084,17046,44543
2014-02-04,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,199361,15896,92725,3003,164538,59479,15924,44154
2014-02-11,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,196435,13686,92472,2720,164935,57951,15094,43292
2014-02-18,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,200057,16736,96520,2874,165294,54209,15153,46454
2014-02-25,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,203743,14727,99817,3094,169868,58021,16054,42811
2014-03-04,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,205886,20407,100116,3416,164751,56091,17312,46263
2014-03-11,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,242170,15726,115082,28909,179595,49844,17940,48335
2014-03-18,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,156922,24144,85243,2295,110724,29093,19759,40291
2014-03-25,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,158280,17600,86487,2300,125024,28119,13356,41374
2014-04-01,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,188464,22162,110800,2191,150350,27300,13761,48173
2014-04-08,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,181814,13340,100802,3328,148721,33848,16425,43836
2014-04-15,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,164843,14351,83067,4927,126913,36170,18652,40679
2014-04-22,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,165674,16564,83807,4316,128226,36851,16568,40700
2014-04-29,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,168820,13846,84198,4199,134782,36404,15993,44019
2014-05-06,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,167093,20381,81109,4631,121860,38948,20221,42405
2014-05-13,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,164707,17471,82178,3294,125523,35537,18419,43698
2014-05-20,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,164819,18681,72468,4598,117310,48851,24230,38902
2014-05-27,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,162820,16999,76035,4232,122450,41476,19139,41077
2014-06-03,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,171804,12578,86796,3428,140423,32870,15375,48710
2014-06-10,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,201094,11893,94055,13033,159506,45432,16662,48574
2014-06-17,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,153007,17832,85870,1582,118464,22791,15129,42764
2014-06-24,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,148257,10325,81548,1830,120767,23589,15335,41290
2014-07-01,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,156480,18739,77425,3277,111566,38203,22898,37575
2014-07-08,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,157710,11174,77549,2374,123987,39057,20175,38730
2014-07-15,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,155127,8385,71333,2046,126301,44365,18395,37383
2014-07-22,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,162029,11979,65895,2823,126976,53840,20251,39471
2014-07-29,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,172210,7828,80897,2649,144166,45367,17567,43297
2014-08-05,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,192906,9896,105295,2874,165996,31496,14140,53241
2014-08-12,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,192140,12518,93615,2855,162443,50515,14324,45155
2014-08-19,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,203180,17976,105247,3052,169000,41658,13152,53223
2014-08-26,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,218009,19512,122403,4110,181291,32177,13096,59319
2014-09-02,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,230937,15485,132793,3437,196512,33081,15503,61626
2014-09-09,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,255624,17280,117953,19689,203368,56189,15287,61793
2014-09-16,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,208235,37617,120799,1531,157321,27095,11766,58810
2014-09-23,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,222214,28391,133813,2499,174766,27983,16558,57919
2014-09-30,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,239477,29910,150788,2810,192095,29618,14662,56261
2014-10-07,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,223255,24837,137388,3169,174647,26205,20602,56493
2014-10-14,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,212420,22839,123986,3486,170600,31438,15495,53510
2014-10-21,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,185412,26634,98372,3993,140081,33149,14704,49898
2014-10-28,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,184120,23883,91282,3093,139790,38583,17354,51162
2014-11-04,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,207974,37917,109568,4455,150672,34836,14930,59115
2014-11-11,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,227576,47271,129834,4389,161168,36695,14748,56658
2014-11-18,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,238898,46612,139066,4716,171130,38295,16440,56821
2014-11-25,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,253976,46304,150684,6153,184551,37568,16968,59571
2014-12-02,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,257828,41530,152690,7673,192591,35841,16034,61624
2014-12-09,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,279859,38067,142203,14558,207616,62695,19618,60403
2014-12-16,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,227685,45652,132579,5546,161934,31809,14553,57751
2014-12-23,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,226107,29021,122763,6246,176015,38120,14825,58978
2014-12-30,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,226629,28836,125155,6373,174779,38377,16641,56724
2015-01-06,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,228954,33160,123243,5038,172310,41593,18446,59080
2015-01-13,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,231223,25872,120497,4889,182073,47978,18389,57859
2015-01-20,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,215413,26525,104411,5596,164972,48783,18320,56623
2015-01-27,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,202571,26526,91184,5055,155145,54103,15845,52229
2015-02-03,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,203963,25586,85157,4565,157407,61268,16405,52973
2015-02-10,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,204193,25884,81008,4614,160293,59335,13402,59236
2015-02-17,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,203555,31269,80360,5246,152950,60096,14090,57853
2015-02-24,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,202438,31611,79123,6259,149980,62607,14588,54449
2015-03-03,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,210611,33944,86465,4885,158423,64993,13359,54268
2015-03-10,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,235089,32898,92285,18731,169840,59731,13620,64342
2015-03-17,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,195913,44496,92550,1688,138442,40731,11287,60944
2015-03-24,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,181026,39156,85061,2919,126021,40043,12930,53003
2015-03-31,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,177478,44409,68333,2930,116378,53965,13761,52250
2015-04-07,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,189444,53320,77769,2630,118118,54475,15376,54570
2015-04-14,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,195230,54783,77853,3050,121029,64194,16368,50133
2015-04-21,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,189332,51520,65968,2779,120368,70330,14665,50255
2015-04-28,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,188079,48721,54214,2774,118521,85966,18063,45125
2015-05-05,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,198886,41852,73035,1699,139448,72449,15887,51703
2015-05-12,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,193296,37848,61441,2607,137626,78612,15215,50636
2015-05-19,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,231658,63398,85403,2316,153519,82936,12425,61003
2015-05-26,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,251744,50210,112434,2243,183190,65232,16101,71835
2015-06-02,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,260104,46681,132374,3981,193122,52276,16320,71473
2015-06-09,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,306449,42440,158726,13870,234607,60130,15532,73723
2015-06-16,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,262329,64760,145424,4307,180102,49482,13160,63116
2015-06-23,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,247839,39019,126736,3717,190910,55586,14193,61800
2015-06-30,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,254014,45479,124301,4048,187745,70463,16742,55202
2015-07-07,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,250828,46070,109699,3997,184004,83539,16757,53593
2015-07-14,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,247704,49167,96538,3669,178906,95409,15962,52088
2015-07-21,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,251136,50899,113213,3819,181299,81664,15119,52440
2015-07-28,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,246269,46270,109808,3790,180620,81388,15589,51283
2015-08-04,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,252655,49906,129622,3936,185079,65098,13734,53999
2015-08-11,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,264608,45768,150994,3300,199520,51445,16020,58869
2015-08-18,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,251418,45935,136065,3797,185657,60438,16029,51118
2015-08-25,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,260458,59922,98981,3597,173759,119045,23180,38835
2015-09-01,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,273205,68023,83578,4549,179349,150846,21284,34232
2015-09-08,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,279712,63121,69783,7979,185864,164852,22748,37098
2015-09-15,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,166081,36449,63263,3611,107374,67815,18647,31392
2015-09-22,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,177439,48282,71960,3560,103792,72205,21805,29714
2015-09-29,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,174697,39753,61805,3446,109614,77076,21884,32370
2015-10-06,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,170780,39050,56649,3924,107023,76265,20783,33942
2015-10-13,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,169873,38004,51836,3375,106019,84263,22475,30399
2015-10-20,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,184281,48747,52386,3515,109001,95934,23018,32446
2015-10-27,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,189472,36437,70348,5928,128969,73765,18138,39431
2015-11-03,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,204271,41489,85276,5007,140770,75643,17005,38345
2015-11-10,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,234202,35081,101969,4676,177813,80127,16632,47430
2015-11-17,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,250346,34475,113086,5132,194025,82801,16714,49327
2015-11-24,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,247513,30277,107613,6112,194629,86696,16495,47092
2015-12-01,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,253505,31228,106129,8597,197457,92536,16223,46243
2015-12-08,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,246055,26400,94450,13274,189782,91225,16599,47106
2015-12-15,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,194196,37301,63881,3311,134622,92036,18962,34968
2015-12-22,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,197375,37677,68044,2655,141911,90973,15132,35703
2015-12-29,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,196825,45008,62234,2527,131111,96331,18179,35733
2016-01-05,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,220707,67471,63368,2799,127747,123204,22690,31336
2016-01-12,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,241366,78385,53119,1895,130859,154704,30227,31648
2016-01-19,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,247614,84485,46832,2551,128081,168498,32497,29733
2016-01-26,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,250711,92628,42602,2473,124038,178679,31572,26957
2016-02-02,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,237289,82108,44863,2677,130736,157826,21768,31923
2016-02-09,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,237081,75811,32579,2825,131862,172663,26583,29014
2016-02-16,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,248985,84518,36617,2800,131826,183285,29841,26283
2016-02-23,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,257064,92376,39642,2934,131150,188392,30604,26096
2016-03-01,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,261679,94070,34445,7192,132993,191615,27424,28427
2016-03-08,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,289879,93867,29534,13865,153269,218579,28878,27901
2016-03-15,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,140084,79426,33937,2104,32762,79738,25792,24305
2016-03-22,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,146421,82812,29466,2172,32265,89776,29172,25007
2016-03-29,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,148292,84870,30483,2093,32118,92081,29211,23635
2016-04-05,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,166831,98130,38057,1883,32451,101508,34367,25383
2016-04-12,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,173515,100120,33930,1743,38652,109410,33000,28432
2016-04-19,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,179888,105710,33840,1890,41258,118087,31030,26071
2016-04-26,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,168767,97470,30972,1766,40734,108419,28797,27610
2016-05-03,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,161529,85627,24106,2795,41904,107399,31203,27229
2016-05-10,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,165549,88897,29850,3061,43309,106603,30282,26035
2016-05-17,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,158909,86165,27246,3479,41969,104408,27296,23776
2016-05-24,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,159833,54792,32733,3468,73603,96638,27970,26994
2016-05-31,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,156499,46964,32127,3333,78749,92275,27453,28764
2016-06-07,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,180894,68237,25384,9495,72616,116477,30546,29538
2016-06-14,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,139052,77703,22013,2721,28678,86062,29950,28256
2016-06-21,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,144710,79398,27102,2851,30450,86992,32011,27765
2016-06-28,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,143117,85493,25743,2369,30249,88316,25006,26689
2016-07-05,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,150417,87037,23469,2852,32637,97652,27891,26444
2016-07-12,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,161262,85364,37819,2312,46842,88850,26744,32281
2016-07-19,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,158366,79864,40511,2561,46993,85719,28948,29575
2016-07-26,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,159869,74074,39116,2900,58947,85458,23948,32395
2016-08-02,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,156696,76575,34875,1707,51707,88074,26707,32040
2016-08-09,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,167011,86719,37888,1846,49619,95343,28827,31934
2016-08-16,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,165905,88273,32267,2375,46280,99196,28977,32067
2016-08-23,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,164756,90387,30071,2659,43245,99482,28465,32544
2016-08-30,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,164329,91570,27909,2193,44366,101570,26200,32657
2016-09-06,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,159342,83968,29479,5553,41120,91024,28701,33286
2016-09-13,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,167340,86140,29294,11403,43492,93700,26305,32943
2016-09-20,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,140738,85117,26332,1486,29715,83021,24420,29899
2016-09-27,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,155170,97432,28540,2148,28326,90589,27264,33893
2016-10-04,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,157574,101986,33291,2364,30627,87820,22597,34099
2016-10-11,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,150394,79279,33370,1975,43806,81544,25334,33505
2016-10-18,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,156607,74966,37975,2097,54359,81884,25185,34651
2016-10-25,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,163040,82385,37790,2818,55555,83712,22282,38720
2016-11-01,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,165124,81010,37850,3209,59272,87511,21633,36554
2016-11-08,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,164328,72619,40663,1844,69838,88139,20027,33682
2016-11-15,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,170967,67085,46409,1917,81503,88408,20462,34233
2016-11-22,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,187684,71183,60283,2345,95166,86202,18990,38854
2016-11-29,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,202171,72124,72393,2691,108163,83995,19193,43092
2016-12-06,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,235915,74367,108304,2308,140357,83264,18883,42039
