cascade_id,origin_t_ms,origin_t_utc,direction,first_price,in_band_a,distance_bp_a,in_band_b,distance_bp_b,in_band_c,distance_bp_c
binance_cm_real_000020,1718237100000,2024-06-13T00:05:00.000Z,long,67575.9,False,84.95632318622555,False,84.95632318622555,True,0.0
binance_cm_real_000021,1718237100000,2024-06-13T00:05:00.000Z,long,67489.7,False,97.83715144681379,False,97.83715144681379,True,0.0
binance_cm_real_000022,1718237100000,2024-06-13T00:05:00.000Z,short,67892.4,False,37.942391195480766,False,37.942391195480766,False,33.938537303143704
binance_cm_real_000023,1718237100000,2024-06-13T00:05:00.000Z,short,68232.0,True,0.0,False,4.689881580490092,False,66.33370339430162
binance_cm_real_000024,1718237100000,2024-06-13T00:05:00.000Z,long,67673.3,False,70.44137052574607,False,70.44137052574607,False,1.6722806483508377
binance_cm_real_000025,1718237100000,2024-06-13T00:05:00.000Z,long,67444.1,False,104.66445545273703,False,104.66445545273703,True,0.0
binance_cm_real_000026,1718237100000,2024-06-13T00:05:00.000Z,long,67268.0,False,131.11732175774515,False,131.11732175774515,False,8.401747487661469
binance_cm_real_000027,1718237100000,2024-06-13T00:05:00.000Z,long,67201.7,False,141.11250161826308,False,141.11250161826308,False,18.27585834882214
binance_cm_real_000028,1718237100000,2024-06-13T00:05:00.000Z,long,67320.0,False,123.29174093879976,False,123.29174093879976,False,0.6709558823531141
binance_cm_real_000029,1718237100000,2024-06-13T00:05:00.000Z,long,67128.0,False,152.24645453462043,False,152.24645453462043,False,22.266602609939564
binance_cm_real_000030,1718237100000,2024-06-13T00:05:00.000Z,long,66957.5,False,178.09804726878988,False,178.09804726878988,True,0.0
binance_cm_real_000031,1718237100000,2024-06-13T00:05:00.000Z,long,66918.6,False,184.01460879336895,False,184.01460879336895,True,0.0
binance_cm_real_000032,1718237100000,2024-06-13T00:05:00.000Z,long,66864.6,False,192.23924169141728,False,192.23924169141728,True,0.0
binance_cm_real_000033,1718237100000,2024-06-13T00:05:00.000Z,long,66810.0,False,200.5687771291723,False,200.5687771291723,True,0.0
binance_cm_real_000034,1718237100000,2024-06-13T00:05:00.000Z,long,66475.6,False,251.88189350678957,False,251.88189350678957,False,25.403493913555725
binance_cm_real_000035,1718237100000,2024-06-13T00:05:00.000Z,long,66440.0,False,257.37507525586994,False,257.37507525586994,False,30.77532360024117
binance_cm_real_000036,1718237100000,2024-06-13T00:05:00.000Z,long,66394.7,False,264.37351174114843,False,264.37351174114843,False,37.61915484217946
binance_cm_real_000037,1718237100000,2024-06-13T00:05:00.000Z,long,66316.3,False,276.50818878616525,False,276.50818878616525,False,49.48575991121329
binance_cm_real_000038,1718237100000,2024-06-13T00:05:00.000Z,short,66642.3,False,226.2376898756491,False,226.2376898756491,False,0.32580658230574544
binance_cm_real_000039,1718237100000,2024-06-13T00:05:00.000Z,short,66813.8,False,199.98862510439415,False,199.98862510439415,True,0.0
binance_cm_real_000040,1718237100000,2024-06-13T00:05:00.000Z,short,66949.9,False,179.2534417527145,False,179.2534417527145,True,0.0
binance_cm_real_000041,1718237100000,2024-06-13T00:05:00.000Z,long,66512.6,False,246.17891948292413,False,246.17891948292413,False,19.826506556651896
binance_cm_real_000042,1718323500000,2024-06-14T00:05:00.000Z,long,66475.2,False,26.295520735552945,False,11.252316653429085,False,17.06777452343311
binance_cm_real_000043,1718323500000,2024-06-14T00:05:00.000Z,short,66977.6,False,41.44669262559509,False,48.13549604643853,False,57.79770064917242
binance_cm_real_000044,1718323500000,2024-06-14T00:05:00.000Z,short,67021.5,False,47.969681370903366,False,41.553829741202456,False,51.20970546764947
binance_cm_real_000045,1718323500000,2024-06-14T00:05:00.000Z,short,67144.8,False,52.90059691889723,False,23.114224779878278,False,32.752369133574604
binance_cm_real_000046,1718323500000,2024-06-14T00:05:00.000Z,short,67207.0,False,43.59664915856979,False,13.837844272174031,False,23.467068534528682
binance_cm_real_000047,1718323500000,2024-06-14T00:05:00.000Z,long,66731.9,False,4.780322454477421,False,19.76565930237176,False,55.46947898980984
binance_cm_real_000048,1718323500000,2024-06-14T00:05:00.000Z,short,67233.3,False,39.66784316700163,False,9.920679187247552,False,19.546136735814546
binance_cm_real_000049,1718323500000,2024-06-14T00:05:00.000Z,long,66965.0,False,39.5729112222803,False,50.02613305458075,False,59.69015567834047
binance_cm_real_000050,1718323500000,2024-06-14T00:05:00.000Z,short,67296.1,False,30.29893262759568,False,0.5795283827731739,False,10.196003557412853
binance_cm_real_000051,1718323500000,2024-06-14T00:05:00.000Z,short,67327.8,False,25.576359245363292,True,0.0,False,5.482895252778795
binance_cm_real_000052,1718323500000,2024-06-14T00:05:00.000Z,long,66995.1,False,44.04799754011947,False,45.510791087705535,False,55.170471795698646
binance_cm_real_000053,1718323500000,2024-06-14T00:05:00.000Z,long,66906.4,False,30.849066755944754,False,45.79532002917422,False,68.50093974567646
binance_cm_real_000054,1718323500000,2024-06-14T00:05:00.000Z,long,66880.1,False,26.928787486861683,False,41.880918240254694,False,72.46028751452242
binance_cm_real_000055,1718323500000,2024-06-14T00:05:00.000Z,long,66680.0,True,0.0,False,11.997600479904019,False,47.72921003299564
binance_cm_real_000056,1718323500000,2024-06-14T00:05:00.000Z,long,66533.0,False,17.585258443178574,False,2.5551230216584253,False,25.740365307443668
binance_cm_real_000057,1718323500000,2024-06-14T00:05:00.000Z,long,66768.4,False,10.24436709581092,False,25.221511972728745,False,60.905813603442525
binance_cm_real_000058,1718323500000,2024-06-14T00:05:00.000Z,long,66633.6,False,2.4612207654988136,False,5.04250108053682,False,40.798992175121974
binance_cm_real_000059,1718323500000,2024-06-14T00:05:00.000Z,long,66584.5,False,9.837124255645081,True,0.0,False,33.454989149128544
binance_cm_real_000060,1718323500000,2024-06-14T00:05:00.000Z,long,66512.3,False,20.702937652133077,False,5.668124542377439,False,22.636169926467414
binance_cm_real_000061,1718323500000,2024-06-14T00:05:00.000Z,long,66407.2,False,36.56230047344308,False,21.503692370707228,False,6.8453981646586595
binance_cm_real_000062,1718323500000,2024-06-14T00:05:00.000Z,long,66300.2,False,52.76002184005522,False,37.67711107960503,True,0.0
binance_cm_real_000063,1718323500000,2024-06-14T00:05:00.000Z,long,66304.0,False,52.18388030888031,False,37.10183397683397,True,0.0
binance_cm_real_000064,1718323500000,2024-06-14T00:05:00.000Z,long,66239.1,False,62.03284766852118,False,46.93602419114906,True,0.0
binance_cm_real_000065,1718323500000,2024-06-14T00:05:00.000Z,long,65726.2,False,140.552778039808,False,125.33814521454198,False,5.291496389569932
binance_cm_real_000066,1718323500000,2024-06-14T00:05:00.000Z,long,65629.6,False,155.4786254982499,False,140.24159830320374,True,0.0
binance_cm_real_000067,1718323500000,2024-06-14T00:05:00.000Z,long,65560.4,False,166.197887749313,False,150.94477764016173,True,0.0
binance_cm_real_000068,1718323500000,2024-06-14T00:05:00.000Z,long,65243.0,False,215.655319344604,False,200.32800453688517,False,18.5127898778404
binance_cm_real_000069,1718323500000,2024-06-14T00:05:00.000Z,long,65217.4,False,219.6653040446259,False,204.33197275573676,False,22.44538957394693
binance_cm_real_000070,1718323500000,2024-06-14T00:05:00.000Z,long,65189.4,False,224.05483100013168,False,208.71491377432505,False,26.750207088881425
binance_cm_real_000071,1718323500000,2024-06-14T00:05:00.000Z,long,65242.8,False,215.68663515361038,False,200.35927336043164,False,18.54350135187196
binance_cm_real_000072,1718323500000,2024-06-14T00:05:00.000Z,long,65143.6,False,231.2429770537707,False,215.89227491265473,False,33.79963572783751
binance_cm_real_000073,1718323500000,2024-06-14T00:05:00.000Z,short,65566.7,False,165.22106496132992,False,149.96942045276077,True,0.0
binance_cm_real_000074,1718323500000,2024-06-14T00:05:00.000Z,long,65101.9,False,237.7964391208242,False,222.43590432844488,False,40.2266285622989
binance_cm_real_000075,1718323500000,2024-06-14T00:05:00.000Z,short,65633.7,False,154.84423398345712,False,139.6081586136395,True,0.0
binance_cm_real_000076,1718323500000,2024-06-14T00:05:00.000Z,short,65803.2,False,128.6867507963143,False,113.48992146278646,False,16.986863100884932
binance_cm_real_000077,1718323500000,2024-06-14T00:05:00.000Z,short,65867.1,False,118.86055405505846,False,103.6784677023877,False,24.84705907805076
binance_cm_real_000078,1718323500000,2024-06-14T00:05:00.000Z,short,66064.0,False,88.7018648583192,False,73.5650278517801,True,0.0
binance_cm_real_000079,1718323500000,2024-06-14T00:05:00.000Z,long,66140.9,False,76.9720399934089,False,61.85280212395142,True,0.0
binance_cm_real_000080,1718323500000,2024-06-14T00:05:00.000Z,short,66271.1,False,57.17424337305314,False,42.084709624556425,True,0.0
binance_cm_real_000081,1718323500000,2024-06-14T00:05:00.000Z,long,66040.0,False,92.36826165960024,False,77.2259236826166,True,0.0
binance_cm_real_000082,1718323500000,2024-06-14T00:05:00.000Z,long,65886.8,False,115.83503827777295,False,100.65749133362026,False,21.849653117163168
binance_cm_real_000083,1718323500000,2024-06-14T00:05:00.000Z,long,65881.6,False,116.63347581115124,False,101.45473091120951,False,22.640672433575947
binance_cm_real_000084,1718409900000,2024-06-15T00:05:00.000Z,short,66294.6,False,98.8617474123072,False,61.151285323388954,False,30.587694925377644
binance_cm_real_000085,1718409900000,2024-06-15T00:05:00.000Z,short,66344.5,False,91.26604315353947,False,53.58394441136794,False,23.043341949973232
binance_cm_real_000086,1718409900000,2024-06-15T00:05:00.000Z,long,66050.0,False,105.98031794095382,False,37.85011355034065,False,67.73352006056017
binance_cm_real_000087,1718409900000,2024-06-15T00:05:00.000Z,long,66036.4,False,103.94267404037686,False,35.79843843698236,False,69.80693980895472
binance_cm_real_000088,1718409900000,2024-06-15T00:05:00.000Z,short,66411.3,False,81.11571374148632,False,43.47151764835157,False,12.961634541109268
binance_cm_real_000089,1718409900000,2024-06-15T00:05:00.000Z,long,66150.6,False,120.84546474257137,False,53.000275129780505,False,52.422789815964485
binance_cm_real_000090,1718409900000,2024-06-15T00:05:00.000Z,long,65989.5,False,96.90935679161079,False,28.716689776403822,False,73.0692155570212
binance_cm_real_000091,1718409900000,2024-06-15T00:05:00.000Z,long,65807.4,False,69.50586104298213,False,1.1244935979835367,False,45.59975018007082
binance_cm_real_000092,1718409900000,2024-06-15T00:05:00.000Z,short,66119.0,False,116.30544926571788,False,48.24634371360728,False,57.22710567310454
binance_cm_real_000093,1718496300000,2024-06-16T00:05:00.000Z,short,66519.9,False,40.57432437511094,False,40.57432437511094,False,18.484587318982573
binance_cm_real_000094,1718496300000,2024-06-16T00:05:00.000Z,short,66626.8,False,56.553819183872385,False,56.553819183872385,False,2.4103348802569147
binance_cm_real_000095,1718496300000,2024-06-16T00:05:00.000Z,long,66387.3,False,20.681666523567444,False,20.681666523567444,False,38.49520766773014
binance_cm_real_000096,1718496300000,2024-06-16T00:05:00.000Z,short,66734.4,False,72.58625236759366,False,72.58625236759366,True,0.0
binance_cm_real_000097,1718496300000,2024-06-16T00:05:00.000Z,long,66402.0,False,22.890876780819855,False,22.890876780819855,False,36.27289690069472
binance_cm_real_000098,1718496300000,2024-06-16T00:05:00.000Z,long,66398.0,False,22.289828006867676,False,22.289828006867676,False,36.87750986475391
binance_cm_real_000099,1718496300000,2024-06-16T00:05:00.000Z,short,66792.3,False,81.1919936878956,False,81.1919936878956,True,0.0
binance_cm_real_000100,1718496300000,2024-06-16T00:05:00.000Z,short,66900.0,False,97.15994020926756,False,97.15994020926756,True,0.0
binance_cm_real_000101,1718582700000,2024-06-17T00:05:00.000Z,long,66306.5,False,29.182659316959874,False,0.9802960494069208,False,37.56060227881137
binance_cm_real_000102,1718582700000,2024-06-17T00:05:00.000Z,long,66299.9,False,30.181040997046125,True,0.0,False,36.568864734335165
binance_cm_real_000103,1718582700000,2024-06-17T00:05:00.000Z,long,66165.3,False,50.58542770908574,False,12.8012719658185,False,16.30026728511826
binance_cm_real_000104,1718582700000,2024-06-17T00:05:00.000Z,long,66090.0,False,62.03661673475563,False,24.209411408685128,False,4.9252848388561965
binance_cm_real_000105,1718582700000,2024-06-17T00:05:00.000Z,long,66055.2,False,67.33762065666336,False,29.490486744420263,True,0.0
binance_cm_real_000106,1718582700000,2024-06-17T00:05:00.000Z,long,65987.9,False,77.60513669930485,False,39.719403102690926,True,0.0
binance_cm_real_000107,1718582700000,2024-06-17T00:05:00.000Z,long,65888.0,False,92.88489558037882,False,54.94171928120447,True,0.0
binance_cm_real_000108,1718582700000,2024-06-17T00:05:00.000Z,short,66226.1,False,41.358316434154226,False,3.608849079138614,False,25.465973007621827
binance_cm_real_000109,1718582700000,2024-06-17T00:05:00.000Z,long,65928.7,False,86.65421887584664,False,48.734466173305854,True,0.0
binance_cm_real_000110,1718582700000,2024-06-17T00:05:00.000Z,long,65823.8,False,102.72880022119615,False,64.74861676171795,True,0.0
binance_cm_real_000111,1718582700000,2024-06-17T00:05:00.000Z,long,65755.7,False,113.19170809526824,False,75.17219039566196,True,0.0
binance_cm_real_000112,1718582700000,2024-06-17T00:05:00.000Z,long,65599.4,False,137.28784104732753,False,99.1777363817361,False,19.601582865089437
binance_cm_real_000113,1718582700000,2024-06-17T00:05:00.000Z,long,65581.2,False,140.1011265423632,False,101.98044561551221,False,22.38220823955827
binance_cm_real_000114,1718582700000,2024-06-17T00:05:00.000Z,long,65473.0,False,156.85855238037053,False,118.67487361202328,False,12.646154139875586
binance_cm_real_000115,1718582700000,2024-06-17T00:05:00.000Z,short,65928.5,False,86.68481764335606,False,48.76494990785472,True,0.0
binance_cm_real_000116,1718582700000,2024-06-17T00:05:00.000Z,long,65561.9,False,143.0861521706976,False,104.9542493429882,False,25.332579974042062
binance_cm_real_000117,1718582700000,2024-06-17T00:05:00.000Z,long,65555.0,False,144.15376401494927,False,106.01784760887804,False,25.138916177256874
binance_cm_real_000118,1718582700000,2024-06-17T00:05:00.000Z,long,65471.8,False,157.04471237998604,False,118.86033376201617,False,12.46310090756789
binance_cm_real_000119,1718582700000,2024-06-17T00:05:00.000Z,long,65428.0,False,163.8442257137617,False,125.63428501558965,False,5.777062572600022
binance_cm_real_000120,1718582700000,2024-06-17T00:05:00.000Z,long,65400.0,False,168.19571865443424,False,129.96941896024464,False,1.498190366973613
binance_cm_real_000121,1718582700000,2024-06-17T00:05:00.000Z,long,65306.6,False,182.73803872809202,False,144.45706865768568,True,0.0
binance_cm_real_000122,1718582700000,2024-06-17T00:05:00.000Z,long,65295.7,False,184.43787263173576,False,146.1505122083082,True,0.0
binance_cm_real_000123,1718582700000,2024-06-17T00:05:00.000Z,long,65252.0,False,191.25850548642188,False,152.94550358609698,True,0.0
binance_cm_real_000124,1718582700000,2024-06-17T00:05:00.000Z,long,65222.0,False,195.94615313851156,False,157.6155285026525,True,0.0
binance_cm_real_000125,1718582700000,2024-06-17T00:05:00.000Z,long,65162.0,False,205.3343973481477,False,166.96847856112458,True,0.0
binance_cm_real_000126,1718582700000,2024-06-17T00:05:00.000Z,long,65123.1,False,211.430352670558,False,173.04151675826267,True,0.0
binance_cm_real_000127,1718582700000,2024-06-17T00:05:00.000Z,long,65061.3,False,221.12991901483633,False,182.7046185674121,False,0.42516288484873654
binance_cm_real_000128,1718582700000,2024-06-17T00:05:00.000Z,short,65520.0,False,149.57264957264957,False,111.41636141636143,False,19.810464743590877
binance_cm_real_000129,1718582700000,2024-06-17T00:05:00.000Z,short,65705.4,False,120.9337436496857,False,82.8851205532583,False,3.4373441908906734
binance_cm_real_000130,1718582700000,2024-06-17T00:05:00.000Z,long,65282.0,False,186.57516620201588,False,148.27977084035416,True,0.0
binance_cm_real_000131,1718582700000,2024-06-17T00:05:00.000Z,short,65548.4,False,145.17516827260556,False,107.03541200090405,False,24.134557822921938
binance_cm_real_000132,1718582700000,2024-06-17T00:05:00.000Z,long,65157.0,False,206.11753150083644,False,167.74866860045736,True,0.0
binance_cm_real_000133,1718582700000,2024-06-17T00:05:00.000Z,short,65561.0,False,143.22539314531505,False,105.09296685529507,False,25.470204466071138
binance_cm_real_000134,1718582700000,2024-06-17T00:05:00.000Z,short,65793.0,False,107.45824023832323,False,69.46027692915659,True,0.0
binance_cm_real_000135,1718582700000,2024-06-17T00:05:00.000Z,short,65855.4,False,97.88111529198909,False,59.91915621194403,True,0.0
binance_cm_real_000136,1718582700000,2024-06-17T00:05:00.000Z,short,65933.0,False,85.99639027497611,False,48.07911061228823,True,0.0
binance_cm_real_000137,1718582700000,2024-06-17T00:05:00.000Z,short,66000.0,False,75.75757575757576,False,37.87878787878788,True,0.0
binance_cm_real_000138,1718582700000,2024-06-17T00:05:00.000Z,short,66058.1,False,66.89565700496898,False,29.050184610213456,False,0.09858102185900311
binance_cm_real_000139,1718582700000,2024-06-17T00:05:00.000Z,short,66108.0,False,59.29690808979246,False,21.480002420281963,False,7.646760982029497
binance_cm_real_000140,1718582700000,2024-06-17T00:05:00.000Z,short,66424.5,False,11.366288041310058,False,11.366288041310058,False,55.25840728947912
binance_cm_real_000141,1718582700000,2024-06-17T00:05:00.000Z,short,66767.1,False,17.538578132044947,False,25.027296378007403,False,43.243347771581945
binance_cm_real_000142,1718582700000,2024-06-17T00:05:00.000Z,short,66926.8,False,41.35861866995029,False,48.829467418134875,False,19.27827006520584
binance_cm_real_000143,1718582700000,2024-06-17T00:05:00.000Z,short,66999.1,False,52.105177532236375,False,59.56796434579058,False,8.46627678580741
binance_cm_real_000144,1718582700000,2024-06-17T00:05:00.000Z,short,67030.0,False,56.69103386543339,False,64.15038042667462,False,3.852497762196741
binance_cm_real_000145,1718582700000,2024-06-17T00:05:00.000Z,short,67118.3,False,69.77232736824426,False,77.22186050600251,True,0.0
binance_cm_real_000146,1718582700000,2024-06-17T00:05:00.000Z,short,67180.0,False,78.89252753795772,False,86.33521881512354,True,0.0
binance_cm_real_000147,1718582700000,2024-06-17T00:05:00.000Z,long,66744.4,False,14.1435086688912,False,21.63477385368573,False,46.65908937678826
binance_cm_real_000148,1718582700000,2024-06-17T00:05:00.000Z,long,66699.0,False,7.346436978065638,False,14.842801241397922,False,53.49754756443196
binance_cm_real_000149,1718582700000,2024-06-17T00:05:00.000Z,long,66619.9,True,0.0,False,2.987095447455517,False,65.43439610386847
binance_cm_real_000150,1718582700000,2024-06-17T00:05:00.000Z,long,66549.9,True,0.0,True,0.0,False,73.9972873738345
binance_cm_real_000151,1718582700000,2024-06-17T00:05:00.000Z,long,66428.0,False,10.838802914433673,False,10.838802914433673,False,55.782382052748936
binance_cm_real_000152,1718582700000,2024-06-17T00:05:00.000Z,long,66123.0,False,57.014956974123976,False,19.20663006820622,False,9.913525928950683
binance_cm_real_000153,1718582700000,2024-06-17T00:05:00.000Z,long,66345.4,False,23.30229375359947,False,6.842976302802332,False,43.40183456577168
binance_cm_real_000154,1718669100000,2024-06-18T00:05:00.000Z,long,66266.4,True,0.0,True,0.0,False,46.32932187352813
binance_cm_real_000155,1718669100000,2024-06-18T00:05:00.000Z,long,66117.3,False,20.070390049199997,False,20.070390049199997,False,23.882968224656054
binance_cm_real_000156,1718669100000,2024-06-18T00:05:00.000Z,long,66027.8,False,33.65249182919877,False,33.65249182919877,False,10.3604447672049
binance_cm_real_000157,1718669100000,2024-06-18T00:05:00.000Z,long,65966.7,False,42.94591058822147,False,42.94591058822147,False,1.107791885905972
binance_cm_real_000158,1718669100000,2024-06-18T00:05:00.000Z,long,65828.0,False,27.04016527921249,False,64.10645925745884,True,0.0
binance_cm_real_000159,1718669100000,2024-06-18T00:05:00.000Z,long,65401.9,False,30.289639903427663,False,0.29051143774132787,False,16.630132305025736
binance_cm_real_000160,1718669100000,2024-06-18T00:05:00.000Z,long,65166.2,False,66.56825163965414,False,28.20480555871033,True,0.0
binance_cm_real_000161,1718669100000,2024-06-18T00:05:00.000Z,long,65139.3,False,70.7253532045934,False,32.34606451097833,True,0.0
binance_cm_real_000162,1718669100000,2024-06-18T00:05:00.000Z,short,65054.9,False,83.79076749022727,False,45.36168682143828,True,0.0
binance_cm_real_000163,1718669100000,2024-06-18T00:05:00.000Z,short,65128.0,False,72.47266920525735,False,34.0867215329812,True,0.0
binance_cm_real_000164,1718669100000,2024-06-18T00:05:00.000Z,long,64742.5,False,132.44777387342162,False,93.83326254006256,False,34.750623624358056
binance_cm_real_000165,1718669100000,2024-06-18T00:05:00.000Z,long,64586.1,False,156.98424273953705,False,118.27622352177968,False,59.050511642598266
binance_cm_real_000166,1718669100000,2024-06-18T00:05:00.000Z,short,65400.0,False,30.581039755351682,True,0.0,False,16.34009556574997
binance_cm_real_000167,1718669100000,2024-06-18T00:05:00.000Z,short,65624.0,True,0.0,False,34.13385346824332,False,0.9779558545653922
binance_cm_real_000168,1718669100000,2024-06-18T00:05:00.000Z,short,65772.6,False,18.63998078227192,False,56.649729522628846,True,0.0
binance_cm_real_000169,1718669100000,2024-06-18T00:05:00.000Z,short,65743.1,False,14.161181933922467,False,52.1879862677613,True,0.0
binance_cm_real_000170,1718669100000,2024-06-18T00:05:00.000Z,long,65433.0,False,25.52228997600599,False,5.0433267617257345,False,21.375181483350115
binance_cm_real_000171,1718669100000,2024-06-18T00:05:00.000Z,long,65404.7,False,29.86023940175598,False,0.7186027915420589,False,17.05752415346327
binance_cm_real_000172,1718669100000,2024-06-18T00:05:00.000Z,long,65287.6,False,47.84982140559639,False,9.557710805727497,True,0.0
binance_cm_real_000173,1718669100000,2024-06-18T00:05:00.000Z,long,65171.2,False,65.79593440047182,False,27.435431601689537,True,0.0
binance_cm_real_000174,1718669100000,2024-06-18T00:05:00.000Z,long,65099.6,False,76.86683174704629,False,38.4641380284981,True,0.0
binance_cm_real_000175,1718669100000,2024-06-18T00:05:00.000Z,long,65112.0,False,74.94778228283573,False,36.55240201498955,True,0.0
binance_cm_real_000176,1718669100000,2024-06-18T00:05:00.000Z,long,65096.9,False,77.28478621869836,False,38.88049968585271,True,0.0
binance_cm_real_000177,1718669100000,2024-06-18T00:05:00.000Z,long,65040.9,False,85.96129512352974,False,47.523942626869946,True,0.0
binance_cm_real_000178,1718669100000,2024-06-18T00:05:00.000Z,long,64990.0,False,93.86059393752885,False,55.39313740575473,True,0.0
binance_cm_real_000179,1718669100000,2024-06-18T00:05:00.000Z,long,64977.7,False,95.7713184677209,False,57.29658021136527,True,0.0
binance_cm_real_000180,1718669100000,2024-06-18T00:05:00.000Z,long,64964.0,False,97.90037559263591,False,59.417523551505454,False,0.5363316606120545
binance_cm_real_000181,1718669100000,2024-06-18T00:05:00.000Z,long,64933.9,False,102.5812403074509,False,64.08054960505969,False,5.172063436817856
binance_cm_real_000182,1718669100000,2024-06-18T00:05:00.000Z,long,64819.6,False,120.3956827873053,False,81.82710167912197,False,22.814738906133577
binance_cm_real_000183,1718669100000,2024-06-18T00:05:00.000Z,long,64732.8,False,133.96608828908947,False,95.34579069652435,False,36.25429843912162
binance_cm_real_000184,1718669100000,2024-06-18T00:05:00.000Z,long,64682.4,False,141.86239224271185,False,103.21200202837225,False,44.07446616081016
binance_cm_real_000185,1718669100000,2024-06-18T00:05:00.000Z,long,64608.3,False,153.4942104961742,False,114.79949170617351,False,55.59413032071687
binance_cm_real_000186,1718669100000,2024-06-18T00:05:00.000Z,short,64888.0,False,109.72753051411664,False,71.19960547404759,False,12.24944905067195
binance_cm_real_000187,1718669100000,2024-06-18T00:05:00.000Z,long,64539.9,False,164.2549802525257,False,125.5192524314414,False,66.2511446407569
binance_cm_real_000188,1718669100000,2024-06-18T00:05:00.000Z,long,64345.3,False,194.99481702626252,False,156.1419404369856,False,59.78326311323637
binance_cm_real_000189,1718669100000,2024-06-18T00:05:00.000Z,short,64685.2,False,141.42338587497647,False,102.77466870319685,False,43.6396926963205
binance_cm_real_000190,1718669100000,2024-06-18T00:05:00.000Z,short,65051.3,False,84.34881393607769,False,45.917606565894474,True,0.0
binance_cm_real_000191,1718669100000,2024-06-18T00:05:00.000Z,short,65254.4,False,52.961945861121784,False,14.650353079638851,True,0.0
binance_cm_real_000192,1718669100000,2024-06-18T00:05:00.000Z,long,64941.6,False,101.38339677494879,False,62.88727102504427,False,3.985769522155538
binance_cm_real_000193,1718669100000,2024-06-18T00:05:00.000Z,long,64815.8,False,120.98901810978143,False,82.41817581515572,False,23.402353284229655
binance_cm_real_000194,1718669100000,2024-06-18T00:05:00.000Z,long,64577.1,False,158.39980426497962,False,119.68639037677465,False,60.45242431140476
binance_cm_real_000195,1718669100000,2024-06-18T00:05:00.000Z,long,64554.7,False,161.92469332209785,False,123.19784616766913,False,63.943326357337746
binance_cm_real_000196,1718669100000,2024-06-18T00:05:00.000Z,long,64451.8,False,178.1486320009677,False,139.3599558119396,False,76.20845344893591
binance_cm_real_000197,1718669100000,2024-06-18T00:05:00.000Z,long,64222.9,False,214.42507267656842,False,175.49814785691686,False,40.83857938523663
binance_cm_real_000198,1718669100000,2024-06-18T00:05:00.000Z,short,64731.6,False,134.15395262900986,False,95.53293909002736,False,36.440351389429836
binance_cm_real_000199,1718669100000,2024-06-18T00:05:00.000Z,long,64465.8,False,175.9382494283786,False,137.15799695342292,False,77.82176363280952
