kind,time_ms,side,qty,p_liq,p_avg,p0,bin_pct,dist_node_bp,dist_gap_bp,vol_between_ratio,dist_vwap_bp,n_bins,total_qty,day,bundle_n_events,bundle_total_qty,bundle_n_events_dedup,bundle_total_qty_dedup
liq,1706546435089,BUY,11.0,43169.3,43169.3,43169.3,0.0,-214.7562,2.7947,9.2e-05,-224.8693,38,13434350.0,2024-01-29,1,11.0,1,11.0
liq,1706546695886,BUY,14.0,43180.4,43180.4,43179.2,2.6316,-217.2716,0.2234,0.002844,-225.3822,38,13495749.0,2024-01-29,4,293.0,4,293.0
liq,1706546963602,BUY,3.0,43229.0,43229.0,43229.0,5.1282,-228.2698,-1.0303,0.003196,-233.307,39,13641955.0,2024-01-29,1,3.0,1,3.0
liq,1706547032104,BUY,2.0,43232.6,43232.6,43232.6,5.1282,-229.0835,-1.8629,0.004301,-233.7172,39,13665002.0,2024-01-29,2,247.0,2,247.0
liq,1706547109405,BUY,350.0,43260.5,43260.5,43260.4,0.0,-235.385,1.6806,0.001618,-238.8365,40,13726433.0,2024-01-29,4,385.0,4,385.0
liq,1706547439191,SELL,8.0,43119.6,43119.6,43119.6,24.3902,-203.4776,34.3627,0.010151,-204.0545,41,13879563.0,2024-01-29,1,8.0,1,8.0
liq,1706548066622,SELL,59.0,43073.0,43073.0,43074.0,14.6341,-192.8789,-54.6832,0.019879,-187.8892,41,14094614.0,2024-01-29,1,59.0,1,59.0
liq,1706548779048,SELL,6.0,42990.1,42990.1,42990.6,41.4634,-173.9673,-35.5051,0.014316,-164.9796,41,14200741.0,2024-01-29,3,9.0,3,9.0
liq,1706550540683,SELL,12.0,42938.8,42938.8,42938.9,36.5854,-162.228,-23.6003,0.014449,-147.0536,41,14457465.0,2024-01-29,1,12.0,1,12.0
control,1706551970387,,,43102.1,,43102.1,65.8537,-199.5001,-61.3977,0.026883,-180.693,41,14677165.0,2024-01-29,,,,
control,1706552738660,,,42990.2,,42990.2,73.1707,-173.9902,-35.5283,0.031435,-152.9733,41,14562247.0,2024-01-29,,,,
control,1706553013881,,,43009.7,,43009.7,75.6098,-178.4452,-40.0461,0.033168,-156.9622,41,14555944.0,2024-01-29,,,,
liq,1706554074691,SELL,38.0,42916.0,42916.0,42916.1,39.0244,-157.0014,-18.3002,0.018381,-133.007,41,14649529.0,2024-01-29,2,45.0,2,45.0
control,1706554521946,,,42946.7,,42946.7,70.7317,-164.0376,-25.4355,0.030149,-138.9933,41,14630505.0,2024-01-29,,,,
liq,1706554977574,BUY,374.0,43120.0,43120.0,43118.6,51.2195,-203.5685,-65.5234,0.022931,-176.9267,41,14615007.0,2024-01-29,1,374.0,1,374.0
control,1706556063158,,,43086.0,,43086.0,73.1707,-195.8379,-57.6839,0.034155,-164.0633,41,14703115.0,2024-01-29,,,,
control,1706556545370,,,43029.6,,43029.6,80.4878,-182.9874,-44.6523,0.043464,-149.0896,41,14829324.0,2024-01-29,,,,
control,1706557988402,,,43028.8,,43028.8,80.4878,15.4156,-44.4672,0.046266,-141.2509,41,14566837.0,2024-01-29,,,,
control,1706558877940,,,43105.0,,43105.0,97.561,-2.2895,-62.0663,0.057254,-155.2802,41,14604638.0,2024-01-29,,,,
control,1706559077149,,,43046.1,,43046.1,85.3659,11.3904,-48.4683,0.048705,-141.0164,41,14624415.0,2024-01-29,,,,
control,1706559317284,,,43056.0,,43056.0,92.6829,-0.9106,-50.7564,0.052719,-141.9913,41,14625383.0,2024-01-29,,,,
control,1706559347333,,,43056.1,,43056.1,92.6829,-0.9339,-50.7795,0.052781,-141.9609,41,14622256.0,2024-01-29,,,,
control,1706559759066,,,43068.0,,43068.0,92.6829,-3.6967,-53.5286,0.055112,-143.4461,41,14603560.0,2024-01-29,,,,
control,1706561159217,,,43107.8,,43107.8,97.561,-2.9388,-62.7118,0.063665,-148.5291,41,14408531.0,2024-01-29,,,,
control,1706562929885,,,43151.3,,43151.3,75.6098,-13.0167,-72.7294,0.037758,-154.7141,41,14527835.0,2024-01-29,,,,
liq,1706564222090,BUY,4.0,43233.1,43233.1,43233.0,34.1463,-31.9128,-91.5125,0.013442,-170.8374,41,14608899.0,2024-01-29,1,4.0,1,4.0
liq,1706564568254,BUY,1.0,43259.7,43259.7,43259.6,31.7073,-38.042,-97.6051,0.011365,-176.0269,41,14663914.0,2024-01-29,1,1.0,1,1.0
control,1706569505449,,,43094.1,,43094.1,97.3684,0.2393,-59.5527,0.073982,-128.8569,38,14447873.0,2024-01-29,,,,
control,1706570937461,,,43093.2,,43093.2,97.2973,0.4482,-59.3451,0.078308,-126.526,37,14395563.0,2024-01-29,,,,
control,1706572355375,,,43265.7,,43265.7,48.7179,-29.463,20.4895,0.022994,-160.4425,39,14634486.0,2024-01-29,,,,
control,1706573417352,,,43142.6,,43142.6,89.7436,-1.0138,49.0813,0.053356,-129.2827,39,14663920.0,2024-01-30,,,,
control,1706573672290,,,43189.4,,43189.4,74.359,-11.8486,38.1921,0.04159,-139.4903,39,14691250.0,2024-01-30,,,,
control,1706575609459,,,43170.0,,43170.0,82.0513,-7.3601,42.7031,0.04575,-131.1249,39,14698922.0,2024-01-30,,,,
control,1706575900171,,,43201.9,,43201.9,84.6154,-14.7386,35.2876,0.046993,-138.0833,39,14707102.0,2024-01-30,,,,
control,1706576062117,,,43191.3,,43191.3,84.6154,-12.288,37.7505,0.047141,-135.6296,39,14707996.0,2024-01-30,,,,
liq,1706577275222,BUY,31.0,43338.6,43338.6,43338.6,7.6923,-46.2344,3.634,0.002778,-166.792,39,14781132.0,2024-01-30,4,445.0,4,445.0
liq,1706577671067,BUY,27.0,43426.8,43426.8,43426.8,2.5,-66.4506,3.2932,0.001207,-182.976,40,15058806.0,2024-01-30,4,40.0,4,40.0
liq,1706577779582,BUY,26.0,43487.1,43487.1,43487.1,4.878,-70.3048,-0.5881,0.002732,-195.2633,41,15134293.0,2024-01-30,1,26.0,1,26.0
liq,1706577922303,BUY,487.0,43496.0,43496.0,43495.9,7.3171,-72.3366,-2.6341,0.004778,-196.4672,41,15158058.0,2024-01-30,1,487.0,1,487.0
liq,1706578438135,BUY,5.0,43533.3,43533.3,43532.4,2.381,-80.8428,-1.2112,0.001133,-202.0035,42,15224816.0,2024-01-30,2,22.0,2,22.0
liq,1706580733346,BUY,24.0,43556.4,43556.4,43556.4,4.6512,-86.1034,3.4794,0.001783,-196.4661,43,15708733.0,2024-01-30,1,24.0,1,24.0
liq,1706580902069,BUY,6.0,43580.0,43580.0,43580.0,4.6512,-91.4721,-1.9378,0.003642,-201.2988,43,15722331.0,2024-01-30,1,6.0,1,6.0
liq,1706582270191,BUY,705.0,43625.9,43625.9,43625.8,2.2727,-101.8971,-2.4695,0.001348,-208.6756,44,15738880.0,2024-01-30,5,719.0,5,719.0
liq,1706582376686,BUY,13.0,43747.6,43747.6,43747.5,4.2553,-129.4323,-0.3422,0.001932,-232.8059,47,15903292.0,2024-01-30,2,103.0,2,103.0
liq,1706582441433,BUY,12.0,43787.0,43787.0,43787.0,2.0833,-138.314,0.6506,0.000707,-240.4324,48,15981222.0,2024-01-30,2,22.0,2,22.0
liq,1706582766759,BUY,1.0,43784.0,43784.0,43783.9,4.1667,-137.6383,1.3359,0.0023,-237.9423,48,16065711.0,2024-01-30,2,36.0,2,36.0
control,1706583160882,,,43661.9,,43661.9,18.75,-110.0583,-10.7126,0.007701,-208.8604,48,16175881.0,2024-01-30,,,,
liq,1706584158631,SELL,12.0,43560.1,43560.1,43560.1,12.5,-86.9455,52.743,0.006279,-183.1762,48,16171152.0,2024-01-30,1,12.0,1,12.0
control,1706585047567,,,43550.5,,43550.5,22.9167,-84.7603,54.959,0.009233,-178.3019,48,16036024.0,2024-01-30,,,,
control,1706585404650,,,43512.0,,43512.0,66.6667,-75.9872,63.8557,0.023979,-168.4354,48,16065646.0,2024-01-30,,,,
control,1706585428538,,,43504.6,,43504.6,68.75,-74.2991,65.5675,0.024465,-166.724,48,16065842.0,2024-01-30,,,,
control,1706587032014,,,43515.4,,43515.4,79.1667,-76.7626,63.0694,0.033653,-165.114,48,15937132.0,2024-01-30,,,,
control,1706588165634,,,43517.9,,43517.9,87.5,-77.3326,62.4913,0.040409,-163.6596,48,15988700.0,2024-01-30,,,,
control,1706590806305,,,43430.4,,43430.4,79.1667,-57.3413,82.7644,0.033767,-138.8875,48,15998451.0,2024-01-30,,,,
control,1706591075849,,,43397.7,,43397.7,66.6667,-49.8495,90.3617,0.027123,-131.1541,48,15991024.0,2024-01-30,,,,
control,1706591747894,,,43441.3,,43441.3,81.25,-59.836,80.2345,0.035592,-140.4585,48,15990362.0,2024-01-30,,,,
liq,1706592470042,SELL,4.0,43385.8,43385.8,43385.8,68.75,-47.1203,93.1293,0.029327,-126.8899,48,15971839.0,2024-01-30,1,4.0,1,4.0
liq,1706592657104,SELL,120.0,43380.0,43380.0,43380.0,68.75,-45.7896,94.4788,0.029729,-125.4833,48,15974670.0,2024-01-30,1,120.0,1,120.0
control,1706593398488,,,43409.9,,43409.9,79.1667,-52.6459,87.5259,0.034628,-129.6157,48,15955611.0,2024-01-30,,,,
control,1706596678688,,,43276.0,,43276.0,75.0,-21.8679,-101.3349,0.032896,-95.3621,48,15982955.0,2024-01-30,,,,
control,1706598124727,,,43316.4,,43316.4,60.4167,-31.1742,109.3002,0.019486,-103.1656,48,16034449.0,2024-01-30,,,,
control,1706598274313,,,43349.8,,43349.8,58.3333,-38.8549,101.5112,0.019403,-110.6859,48,16039134.0,2024-01-30,,,,
control,1706598912462,,,43354.2,,43354.2,66.6667,-39.8659,100.486,0.02289,-111.0031,48,16097413.0,2024-01-30,,,,
control,1706600194921,,,43390.0,,43390.0,87.5,-48.0837,92.1523,0.04352,-117.7867,48,16160609.0,2024-01-30,,,,
control,1706600658969,,,43356.0,,43356.0,66.6667,-40.2794,100.0667,0.024207,-109.0791,48,16111669.0,2024-01-30,,,,
control,1706605046345,,,43393.5,,43393.5,93.75,0.9687,91.3383,0.050009,-108.2623,48,16369817.0,2024-01-30,,,,
control,1706610507269,,,43388.1,,43388.1,95.8333,2.2134,92.5943,0.061908,-97.1237,48,16076072.0,2024-01-30,,,,
control,1706611880397,,,43432.5,,43432.5,91.6667,1.9804,82.2769,0.05211,-105.6335,48,16029325.0,2024-01-30,,,,
liq,1706612296182,BUY,17.0,43503.1,43503.1,43503.0,72.9167,-14.2515,65.9146,0.034163,-121.1721,48,16051021.0,2024-01-30,1,17.0,1,17.0
liq,1706612462753,BUY,8.0,43504.5,43504.5,43504.5,77.0833,-14.5729,65.5907,0.035563,-121.1599,48,16055878.0,2024-01-30,1,8.0,1,8.0
control,1706615286044,,,43475.3,,43475.3,81.25,-7.8662,72.3512,0.040517,-111.4122,48,16101859.0,2024-01-30,,,,
liq,1706616340452,BUY,1.0,43575.6,43575.6,43575.5,47.9167,-30.8656,49.1672,0.012116,-131.8387,48,16054131.0,2024-01-30,1,1.0,1,1.0
liq,1706616479495,BUY,3.0,43578.0,43578.0,43577.9,54.1667,-31.4146,48.6137,0.014571,-131.8633,48,16072158.0,2024-01-30,1,3.0,1,3.0
liq,1706616564101,BUY,1.0,43652.8,43652.8,43652.8,43.75,-48.496,31.3952,0.011325,-148.487,48,16093068.0,2024-01-30,1,1.0,1,1.0
liq,1706616671131,BUY,3.0,43679.8,43679.8,43679.8,47.9167,-54.6474,25.1945,0.01252,-154.3033,48,16106475.0,2024-01-30,2,53.0,2,53.0
liq,1706617289243,BUY,152.0,43755.8,43755.8,43755.7,50.0,-71.9216,7.7816,0.012795,-169.4712,48,16231581.0,2024-01-30,1,152.0,1,152.0
liq,1706617417039,BUY,42.0,43780.0,43780.0,43780.0,18.0,-77.4095,12.2519,0.00465,-173.4323,50,16355825.0,2024-01-30,2,252.0,2,252.0
liq,1706617887021,SELL,27.0,43359.1,43359.1,43360.0,80.0,8.9033,119.5533,0.038384,-72.8135,50,16963400.0,2024-01-30,3,1205.0,3,1205.0
liq,1706618976318,SELL,30.0,43275.1,43275.1,43275.1,76.0,28.3312,-101.129,0.039382,-46.4012,50,17477024.0,2024-01-30,1,30.0,1,30.0
control,1706619344598,,,43323.1,,43323.1,92.0,-2.7841,-112.0965,0.051951,-56.0168,50,17581634.0,2024-01-30,,,,
liq,1706620471068,SELL,1.0,43252.8,43252.8,43252.9,76.0,13.4646,-96.0254,0.04198,-37.6789,50,17769550.0,2024-01-30,3,436.0,3,436.0
liq,1706620574269,SELL,15.0,43223.4,43223.4,43223.4,74.0,20.2757,-89.2889,0.03303,-30.6795,50,17842834.0,2024-01-30,5,142.0,5,142.0
control,1706623021512,,,43289.9,,43289.9,92.0,4.883,-104.5133,0.054368,-39.4102,50,17940050.0,2024-01-30,,,,
control,1706623346681,,,43212.6,,43212.6,76.0,-7.2283,-86.8119,0.043056,-21.0204,50,17936080.0,2024-01-30,,,,
liq,1706623849538,SELL,1.0,43136.5,43136.5,43136.6,80.0,-9.5902,-69.3234,0.046089,-2.7757,50,17975107.0,2024-01-30,2,10.0,2,10.0
liq,1706624804057,BUY,37.0,43416.7,43416.7,43416.7,98.0,-4.3753,-133.4134,0.069139,-65.2083,50,18054771.0,2024-01-30,1,37.0,1,37.0
liq,1706625195070,BUY,1.0,43464.0,43464.0,43463.6,80.0,-5.2684,-144.1508,0.047954,-73.484,50,17998905.0,2024-01-30,1,1.0,1,1.0
control,1706627159977,,,43432.7,,43432.7,95.7447,1.9343,-137.0481,0.078078,-55.1554,47,17835173.0,2024-01-30,,,,
liq,1706628331834,BUY,14.0,43581.0,43581.0,43580.0,60.8696,-32.1008,-170.6103,0.015428,-84.5356,46,17808294.0,2024-01-30,2,24.0,2,24.0
liq,1706628449486,BUY,12.0,43598.3,43598.3,43598.3,60.8696,-36.0561,-174.5107,0.015836,-87.6109,46,17852023.0,2024-01-30,1,12.0,1,12.0
control,1706629258692,,,43472.1,,43472.1,90.9091,2.8622,-145.9872,0.061312,-54.1986,44,17896549.0,2024-01-30,,,,
liq,1706630216552,SELL,19.0,43363.9,43363.9,43363.9,85.2941,7.7954,118.4332,0.062423,-21.8506,34,17546163.0,2024-01-30,2,21.0,2,21.0
control,1706630635762,,,43300.1,,43300.1,81.8182,12.5287,-106.8443,0.06336,-2.2991,33,17142634.0,2024-01-30,,,,
control,1706631346070,,,43291.4,,43291.4,80.6452,14.5408,-104.8561,0.067105,2.9373,31,16908419.0,2024-01-30,,,,
control,1706631412677,,,43289.4,,43289.4,82.7586,15.0035,-104.399,0.06729,3.4931,29,16904892.0,2024-01-30,,,,
control,1706632368668,,,43360.0,,43360.0,87.5,-1.3032,-100.7424,0.074705,-7.6242,24,16189749.0,2024-01-30,,,,
liq,1706633460140,BUY,181.0,43466.1,43466.1,43466.0,79.1667,-5.7513,94.6421,0.073862,-30.1217,24,15695973.0,2024-01-30,1,181.0,1,181.0
control,1706634121728,,,43507.7,,43507.7,75.0,-15.3073,84.9901,0.064225,-38.9402,24,15405221.0,2024-01-30,,,,
liq,1706634520537,BUY,471.0,43608.3,43608.3,43608.2,33.3333,-38.341,61.7251,0.019906,-61.2236,24,15223714.0,2024-01-30,1,471.0,1,471.0
liq,1706636359257,SELL,2.0,43322.0,43322.0,43322.0,79.1667,7.4672,-92.0593,0.078176,7.0651,24,14931087.0,2024-01-30,1,2.0,1,2.0
control,1706637278629,,,43424.9,,43424.9,91.6667,3.7309,104.2196,0.104826,-15.3881,24,14877207.0,2024-01-30,,,,
control,1706637342165,,,43408.6,,43408.6,95.8333,-2.5102,108.0137,0.112725,-11.5428,24,14869764.0,2024-01-30,,,,
control,1706639839685,,,43481.9,,43481.9,79.1667,-9.3829,90.9741,0.086446,-26.2941,24,14919679.0,2024-01-30,,,,
control,1706640343760,,,43443.5,,43443.5,91.6667,-0.5521,99.8935,0.111657,-16.8804,24,14887791.0,2024-01-30,,,,
control,1706641069300,,,43344.6,,43344.6,86.3636,2.2493,-87.3225,0.103007,6.8723,22,15201416.0,2024-01-30,,,,
control,1706641470853,,,43347.8,,43347.8,86.3636,1.5109,-88.0543,0.107061,6.577,22,15170645.0,2024-01-30,,,,
control,1706642511540,,,43423.5,,43423.5,90.9091,4.0534,94.4509,0.118837,-9.3398,22,14990029.0,2024-01-30,,,,
control,1706642716384,,,43431.8,,43431.8,90.9091,2.1416,92.5218,0.123123,-10.7664,22,14953805.0,2024-01-30,,,,
control,1706642915675,,,43423.9,,43423.9,90.9091,3.9613,94.3579,0.124053,-8.6372,22,14906508.0,2024-01-30,,,,
control,1706644835430,,,43511.7,,43511.7,72.7273,-16.2252,84.063,0.072331,-26.792,22,15127645.0,2024-01-30,,,,
control,1706644841260,,,43511.7,,43511.7,72.7273,-16.2252,84.063,0.07234,-26.7853,22,15126593.0,2024-01-30,,,,
control,1706645081345,,,43501.8,,43501.8,81.8182,-13.9531,86.3579,0.090095,-24.1324,22,15091737.0,2024-01-30,,,,
liq,1706645916032,BUY,1.0,43575.0,43575.0,43575.0,54.5455,-30.7283,69.4142,0.031469,-39.6642,22,15004662.0,2024-01-30,1,1.0,1,1.0
liq,1706646629516,BUY,73.0,43730.3,43730.3,43730.2,42.8571,-66.1323,33.6546,0.021896,-73.7173,21,15183282.0,2024-01-30,4,167.0,4,167.0
control,1706647153543,,,43693.8,,43693.8,42.8571,-57.834,42.0363,0.027663,-64.6233,21,15269134.0,2024-01-30,,,,
liq,1706648385634,SELL,81.0,43534.6,43534.6,43534.0,70.0,-21.4768,78.7586,0.07848,-26.7863,20,15334002.0,2024-01-30,1,81.0,1,81.0
control,1706649105438,,,43536.0,,43536.0,70.0,-21.7977,78.4345,0.081954,-26.5272,20,15372379.0,2024-01-30,,,,
control,1706649653669,,,43569.6,,43569.6,55.0,-29.4927,70.6622,0.045061,-33.8262,20,15379562.0,2024-01-30,,,,
control,1706650865473,,,43577.3,,43577.3,60.0,-31.2545,68.8828,0.046025,-34.5983,20,15337604.0,2024-01-30,,,,
control,1706651313552,,,43562.0,,43562.0,60.0,-27.7532,72.4192,0.046932,-30.8634,20,15294552.0,2024-01-30,,,,
control,1706653026359,,,43514.1,,43514.1,70.0,-16.7758,83.5068,0.08645,-19.3161,20,15312112.0,2024-01-30,,,,
liq,1706654863831,SELL,14.0,43434.4,43434.4,43434.4,90.0,1.5429,-88.0226,0.131487,-0.4623,20,15318637.0,2024-01-30,1,14.0,1,14.0
liq,1706654983357,SELL,10.0,43422.3,43422.3,43422.3,90.0,4.3299,-85.2605,0.131689,2.3541,20,15314764.0,2024-01-30,1,10.0,1,10.0
liq,1706655085742,SELL,68.0,43391.1,43391.1,43391.1,95.0,1.5219,-78.1314,0.161756,9.5831,20,15319097.0,2024-01-30,1,68.0,1,68.0
liq,1706655443385,SELL,6.0,43352.9,43352.9,43352.9,85.0,10.3346,-69.3889,0.108716,18.5388,20,15321422.0,2024-01-30,1,6.0,1,6.0
liq,1706655896304,SELL,33.0,43277.0,43277.0,43277.0,65.0,27.891,-51.9724,0.057428,36.16,20,15361890.0,2024-01-30,1,33.0,1,33.0
liq,1706656424878,SELL,1.0,43220.7,43220.7,43220.7,52.6316,40.9535,-29.0529,0.037844,49.1908,19,15413607.0,2024-01-30,1,1.0,1,1.0
liq,1706656494438,SELL,48.0,43187.1,43187.1,43187.2,47.3684,48.7654,-21.2954,0.035054,56.9263,19,15437214.0,2024-01-30,2,51.0,2,51.0
liq,1706657059403,SELL,34.0,43150.0,43150.0,43150.0,15.7895,57.4053,-12.7158,0.007219,65.5629,19,15455448.0,2024-01-30,1,34.0,1,34.0
liq,1706657211689,SELL,58.0,43089.0,43089.0,43089.1,0.0,71.6433,1.4229,0.00143,79.617,19,15499422.0,2024-01-30,4,200.0,4,200.0
liq,1706657295447,SELL,134.0,43026.6,43026.6,43026.6,0.0,76.1737,-4.0742,0.000622,93.8697,21,15565599.0,2024-01-30,3,233.0,3,233.0
liq,1706657395768,SELL,28.0,42911.1,42911.1,42913.0,4.3478,103.2948,2.8153,0.002586,119.8985,23,15730708.0,2024-01-30,4,236.0,4,236.0
liq,1706657931918,SELL,20.0,42874.0,42874.0,42874.1,25.0,112.0374,41.5355,0.007181,127.3625,24,15750384.0,2024-01-30,1,20.0,1,20.0
liq,1706658019836,SELL,35.0,42843.8,42843.8,42843.9,0.0,119.1653,-1.4791,0.00108,134.3862,25,15740698.0,2024-01-30,1,35.0,1,35.0
liq,1706658117450,SELL,138.0,42767.8,42767.8,42767.8,0.0,137.1474,-3.7139,0.001238,151.4693,27,15808753.0,2024-01-30,3,179.0,3,179.0
liq,1706658397226,SELL,1.0,42676.0,42676.0,42676.1,0.0,158.9534,-2.2165,0.00092,171.362,29,15989249.0,2024-01-30,1,1.0,1,1.0
liq,1706664018387,SELL,1.0,42794.0,42794.0,42794.0,31.0345,130.9411,-19.8142,0.012036,136.2393,29,16404277.0,2024-01-31,1,1.0,1,1.0
liq,1706664941406,SELL,4.0,42759.1,42759.1,42759.1,20.6897,139.21,-11.6683,0.006964,142.0768,29,16203240.0,2024-01-31,3,11.0,3,11.0
liq,1706667320524,SELL,43.0,42700.0,42700.0,42700.0,6.8966,153.2434,2.1563,0.005529,152.4794,29,15794772.0,2024-01-31,1,43.0,1,43.0
liq,1706667808608,SELL,8684.0,42665.6,42665.6,42660.0,3.4483,161.4297,0.2205,0.004949,159.2083,29,15868784.0,2024-01-31,1,8684.0,1,8684.0
control,1706668515660,,,42792.7,,42792.7,70.0,131.2489,-29.4815,0.034152,127.2807,30,15993872.0,2024-01-31,,,,
control,1706669521111,,,42789.2,,42789.2,73.3333,132.0776,-38.6273,0.038305,123.4545,30,15637516.0,2024-01-31,,,,
liq,1706670148613,BUY,12.0,42883.3,42883.3,42883.3,56.6667,109.8445,-60.4858,0.022667,100.1861,30,15647403.0,2024-01-31,1,12.0,1,12.0
control,1706672191078,,,42902.0,,42902.0,63.3333,105.4378,-64.8182,0.031986,92.6461,30,15616763.0,2024-01-31,,,,
control,1706672332786,,,42898.4,,42898.4,63.3333,106.2859,-63.9845,0.032251,93.4075,30,15611735.0,2024-01-31,,,,
control,1706672502155,,,42933.9,,42933.9,66.6667,97.9295,-72.2001,0.033293,84.9301,30,15622235.0,2024-01-31,,,,
control,1706673368142,,,42897.9,,42897.9,63.3333,106.4037,-63.8687,0.034502,92.6537,30,15573880.0,2024-01-31,,,,
control,1706673911671,,,42884.0,,42884.0,66.6667,109.6794,-60.6481,0.036182,95.4344,30,15495247.0,2024-01-31,,,,
control,1706675106233,,,42917.7,,42917.7,70.0,101.7411,-68.4527,0.038304,86.6748,30,15514893.0,2024-01-31,,,,
control,1706675447252,,,42912.0,,42912.0,73.3333,103.0829,-67.1335,0.038977,87.8213,30,15458413.0,2024-01-31,,,,
control,1706675567974,,,42891.9,,42891.9,63.3333,107.8174,-62.4787,0.037754,92.5,30,15457904.0,2024-01-31,,,,
control,1706676341706,,,42908.3,,42908.3,73.3333,103.9541,-66.277,0.039609,88.1615,30,15445945.0,2024-01-31,,,,
control,1706676973441,,,42944.0,,42944.0,76.6667,95.5545,-74.535,0.042116,79.2889,30,15386525.0,2024-01-31,,,,
control,1706678439856,,,42914.7,,42914.7,76.6667,102.4473,-67.7584,0.043372,85.5556,30,15403557.0,2024-01-31,,,,
control,1706679436228,,,42939.6,,42939.6,80.0,96.589,-73.518,0.046289,79.2444,30,15300551.0,2024-01-31,,,,
control,1706679543094,,,42939.6,,42939.6,80.0,96.589,-73.518,0.046367,79.2293,30,15296131.0,2024-01-31,,,,
liq,1706682386330,BUY,14.0,43043.2,43043.2,43043.2,30.0,72.2877,-97.4099,0.014446,53.2123,30,15436792.0,2024-01-31,1,14.0,1,14.0
control,1706682805535,,,42960.8,,42960.8,66.6667,91.6066,-78.4164,0.039333,72.357,30,15448976.0,2024-01-31,,,,
control,1706688725439,,,42941.4,,42941.4,80.0,96.1658,-73.9341,0.057449,73.6119,30,15264658.0,2024-01-31,,,,
control,1706689512408,,,42949.6,,42949.6,76.6667,94.2382,-75.8292,0.053093,71.0734,30,15214342.0,2024-01-31,,,,
control,1706690691783,,,42946.1,,42946.1,76.6667,95.0609,-75.0204,0.05641,71.2276,30,15156574.0,2024-01-31,,,,
control,1706691836403,,,42918.9,,42918.9,80.0,101.4586,-68.7304,0.063255,77.1403,30,15168357.0,2024-01-31,,,,
control,1706692940529,,,42863.3,,42863.3,73.3333,114.5617,-55.8481,0.045323,88.613,30,15339463.0,2024-01-31,,,,
liq,1706693293829,SELL,46.0,42802.6,42802.6,42801.2,63.3333,128.9056,-41.7459,0.044168,102.4109,30,15409752.0,2024-01-31,2,82.0,2,82.0
liq,1706693401757,SELL,310.0,42764.8,42764.8,42765.0,46.6667,137.8586,-32.9437,0.02312,111.0302,30,15451003.0,2024-01-31,2,315.0,2,315.0
control,1706694024690,,,42802.9,,42802.9,73.3333,128.8346,-41.8157,0.049447,101.2549,30,15494773.0,2024-01-31,,,,
control,1706694133044,,,42816.0,,42816.0,73.3333,125.7356,-44.8625,0.050208,98.0232,30,15475565.0,2024-01-31,,,,
liq,1706695006672,SELL,9.0,42728.3,42728.3,42729.9,26.6667,146.5187,-24.4295,0.011775,118.0492,30,15475386.0,2024-01-31,2,69.0,2,69.0
liq,1706695137835,SELL,37.0,42662.0,42662.0,42662.0,20.0,162.2871,-8.9267,0.006942,132.9751,30,15566637.0,2024-01-31,6,55.0,6,55.0
liq,1706695328222,SELL,8.0,42591.4,42591.4,42591.3,3.2258,168.9633,-2.363,0.004707,146.8067,31,15880044.0,2024-01-31,2,19.0,2,19.0
liq,1706697952871,SELL,12.0,42580.7,42580.7,42580.7,12.9032,80.431,120.8132,0.006165,145.9383,31,16081899.0,2024-01-31,4,175.0,4,175.0
liq,1706698161273,SELL,1.0,42521.9,42521.9,42521.8,6.0606,94.3704,3.9736,0.004073,158.9841,33,16171861.0,2024-01-31,6,1528.0,6,1528.0
liq,1706698630685,SELL,716.0,42400.7,42400.7,42399.5,0.0,123.2246,2.5318,0.002377,184.6016,35,16454743.0,2024-01-31,3,1168.0,3,1168.0
liq,1706698802052,SELL,100.0,42359.9,42359.9,42359.9,5.4054,132.975,2.1638,0.003155,192.7639,37,16555859.0,2024-01-31,4,563.0,4,563.0
control,1706700020030,,,42439.9,,42439.9,32.4324,113.8742,23.3028,0.013278,169.4232,37,16808355.0,2024-01-31,,,,
control,1706700081957,,,42406.9,,42406.9,29.7297,121.7445,-18.9027,0.012387,177.2636,37,16807449.0,2024-01-31,,,,
control,1706700115199,,,42461.3,,42461.3,32.4324,108.7769,18.2511,0.013501,164.1559,37,16811032.0,2024-01-31,,,,
control,1706700476933,,,42488.5,,42488.5,29.7297,102.3055,-38.0716,0.013304,156.7705,37,16876052.0,2024-01-31,,,,
control,1706701967132,,,42574.2,,42574.2,21.6216,81.97,-58.1246,0.010728,134.405,37,16931952.0,2024-01-31,,,,
control,1706703059042,,,42573.6,,42573.6,32.4324,82.1121,-57.9845,0.015308,131.9503,37,16967475.0,2024-01-31,,,,
control,1706705829970,,,42575.0,,42575.0,47.0588,81.7806,-58.3114,0.02462,118.0021,34,15386678.0,2024-01-31,,,,
control,1706706990119,,,42544.0,,42544.0,47.0588,58.9198,-51.0673,0.02553,121.6701,34,15291584.0,2024-01-31,,,,
liq,1706708022156,BUY,64.0,42675.3,42675.3,42675.2,52.9412,27.9713,-81.6774,0.029626,87.5093,34,15319406.0,2024-01-31,1,64.0,1,64.0
liq,1706708099786,BUY,66.0,42678.0,42678.0,42678.0,55.8824,27.3369,-82.3049,0.031278,86.655,34,15338828.0,2024-01-31,1,66.0,1,66.0
liq,1706708167540,BUY,4.0,42769.3,42769.3,42769.2,52.9412,5.9315,76.1834,0.030984,64.5597,34,15445656.0,2024-01-31,3,61.0,3,61.0
