観測量,群,h,n1,n2,実群,対照(i),対照(ii),差(ii),差(i),対照(i)SE,走行,対照(ii)の軸の作り方,MDE(参考。族の α に入らない),MDEとの比較,検出力,隣の分位
bp_1m_reactdir,A3_W8h_Q3,1,7066,2514,-10.823139,,-1.630362,-9.192776,,,gap60_w8,partner_sign,1.013479,≥,,Q2:差=-4.635419
bp_1m_reactdir,A3_W24h_Q1,1,7066,8623,-4.799168,,0.146173,-4.945341,,,gap60_w24,partner_sign,0.471962,≥,,Q2:差=-5.080657
bp_1m_reactdir,A3_W24h_Q2,1,7066,5688,-5.529097,,-0.448440,-5.080657,,,gap60_w24,partner_sign,0.557894,≥,,Q1:差=-4.945341 Q3:差=-9.220982
bp_1m_reactdir,A3_W24h_Q3,1,7066,4130,-10.072833,,-0.851851,-9.220982,,,gap60_w24,partner_sign,1.039728,≥,,Q2:差=-5.080657
bp_1m_reactdir,A4_W8h_Q1,1,4984,7989,-4.548875,,0.353973,-4.902848,,,gap60_w8,partner_sign,0.570046,≥,,Q2:差=-5.103930
bp_1m_reactdir,A4_W8h_Q2,1,4983,3004,-5.860938,,-0.757008,-5.103930,,,gap60_w8,partner_sign,0.683022,≥,,Q1:差=-4.902848 Q3:差=-8.358859
bp_1m_reactdir,A4_W8h_Q3,1,4983,1914,-9.814086,,-1.455227,-8.358859,,,gap60_w8,partner_sign,1.102339,≥,,Q2:差=-5.103930
bp_1m_reactdir,A4_W24h_Q1,1,4976,6578,-4.859721,,0.178257,-5.037978,,,gap60_w24,partner_sign,0.596069,≥,,Q2:差=-4.689642
bp_1m_reactdir,A4_W24h_Q2,1,4976,3506,-5.262047,,-0.572406,-4.689642,,,gap60_w24,partner_sign,0.693140,≥,,Q1:差=-5.037978 Q3:差=-9.492678
bp_1m_reactdir,A4_W24h_Q3,1,4976,2851,-10.229608,,-0.736930,-9.492678,,,gap60_w24,partner_sign,0.966215,≥,,Q2:差=-4.689642
bp_1m_reactdir,A5_W8h_Q1,1,4984,7655,-4.014665,,0.415398,-4.430063,,,gap60_w8,partner_sign,0.547367,≥,,Q2:差=-4.729831
bp_1m_reactdir,A5_W8h_Q2,1,4983,3452,-5.534101,,-0.804270,-4.729831,,,gap60_w8,partner_sign,0.683174,≥,,Q1:差=-4.430063 Q3:差=-9.211353
bp_1m_reactdir,A5_W8h_Q3,1,4983,1800,-10.675241,,-1.463888,-9.211353,,,gap60_w8,partner_sign,1.322426,≥,,Q2:差=-4.729831
bp_1m_reactdir,A5_W24h_Q1,1,4976,6012,-4.574004,,0.143952,-4.717955,,,gap60_w24,partner_sign,0.549702,≥,,Q2:差=-5.172754
bp_1m_reactdir,A5_W24h_Q2,1,4976,3991,-5.621737,,-0.448983,-5.172754,,,gap60_w24,partner_sign,0.703470,≥,,Q1:差=-4.717955 Q3:差=-9.470502
bp_1m_reactdir,A5_W24h_Q3,1,4976,2932,-10.155636,,-0.685134,-9.470502,,,gap60_w24,partner_sign,1.148905,≥,,Q2:差=-5.172754
bp_1m_reactdir,E_W8h_Q1,1,4384,3099,-11.116685,,-0.263463,-10.853222,,,gap60_w8,inherit,1.156923,≥,,Q2:差=-5.851237
bp_1m_reactdir,E_W8h_Q2,1,4383,3788,-6.170288,,-0.319051,-5.851237,,,gap60_w8,inherit,0.732335,≥,,Q1:差=-10.853222 Q3:差=-3.523755
bp_1m_reactdir,E_W8h_Q3,1,4384,4325,-3.615110,,-0.091355,-3.523755,,,gap60_w8,inherit,0.586148,≥,,Q2:差=-5.851237
bp_1m_reactdir,E_W24h_Q1,1,3882,2621,-10.813881,,-0.245104,-10.568778,,,gap60_w24,inherit,1.377121,≥,,Q2:差=-6.407034
bp_1m_reactdir,E_W24h_Q2,1,3882,3372,-6.783494,,-0.376460,-6.407034,,,gap60_w24,inherit,0.893144,≥,,Q1:差=-10.568778 Q3:差=-3.946374
bp_1m_reactdir,E_W24h_Q3,1,3882,3814,-4.244380,,-0.298006,-3.946374,,,gap60_w24,inherit,0.693415,≥,,Q2:差=-6.407034
bp_1m_reactdir,B1_Q1,1,12029,11000,-3.971129,,-0.306171,-3.664959,,,gap60_w8,inherit,0.371240,≥,,Q2:差=-6.308154
bp_1m_reactdir,B1_Q2,1,3906,3301,-6.528873,,-0.220719,-6.308154,,,gap60_w8,inherit,0.638284,≥,,Q1:差=-3.664959 Q3:差=-13.260664
bp_1m_reactdir,B1_Q3,1,5263,3898,-13.468301,,-0.207637,-13.260664,,,gap60_w8,inherit,0.898271,≥,,Q2:差=-6.308154
bp_1m_reactdir,B2_Q1,1,7222,6536,-4.116332,,-0.403282,-3.713051,,,gap60_w8,inherit,0.439511,≥,,Q2:差=-5.433653
bp_1m_reactdir,B2_Q2,1,6932,6039,-5.611839,,-0.178186,-5.433653,,,gap60_w8,inherit,0.556654,≥,,Q1:差=-3.713051 Q3:差=-10.509564
bp_1m_reactdir,B2_Q3,1,7044,5624,-10.721855,,-0.212291,-10.509564,,,gap60_w8,inherit,0.749318,≥,,Q2:差=-5.433653
bp_1m_reactdir,D_Q1,1,5048,4101,-7.693227,-0.035411,-0.067341,-7.625886,-7.657817,0.066432,gap60_w8,own,0.702868,≥,,Q2:差=-5.418646
bp_1m_reactdir,D_Q2,1,5047,4910,-5.613808,-0.003919,-0.195162,-5.418646,-5.609890,0.042475,gap60_w8,own,0.597791,≥,,Q1:差=-7.625886 Q3:差=-6.715738
bp_1m_reactdir,D_Q3,1,5048,4064,-6.946492,-0.007115,-0.230753,-6.715738,-6.939377,0.066545,gap60_w8,own,0.772988,≥,,Q2:差=-5.418646
bp_1m_reactdir,C_SELL,1,12097,10643,-7.807470,,-0.319976,-7.487494,,,gap60_w8,inherit,0.473555,≥,,
bp_1m_reactdir,C_BUY,1,9101,7556,-5.461729,,-0.198561,-5.263167,,,gap60_w8,inherit,0.501951,≥,,
bp_5m_reactdir,全体,5,21198,18199,-7.070600,-0.060706,-0.629601,-6.440999,-7.009894,0.059980,gap60_w8,own,0.732578,≥,,
bp_5m_reactdir,A1_W8h_Q1,5,7150,4297,-9.445658,0.175787,-0.913133,-8.532525,-9.621445,0.413466,gap60_w8,own,1.453756,≥,,Q2:差=-6.208443
bp_5m_reactdir,A1_W8h_Q2,5,6986,6863,-6.859383,-0.072864,-0.650940,-6.208443,-6.786519,0.125034,gap60_w8,own,1.200343,≥,,Q1:差=-8.532525 Q3:差=-4.439180
bp_5m_reactdir,A1_W8h_Q3,5,7062,7039,-4.874892,-0.064451,-0.435712,-4.439180,-4.810441,0.069270,gap60_w8,own,1.169957,≥,,Q2:差=-6.208443
bp_5m_reactdir,A1_W24h_Q1,5,7073,4474,-10.230802,0.008928,-1.648054,-8.582749,-10.239730,0.279789,gap60_w24,own,1.428602,≥,,Q2:差=-5.816608
bp_5m_reactdir,A1_W24h_Q2,5,7128,6988,-6.061267,-0.034623,-0.244659,-5.816608,-6.026644,0.112313,gap60_w24,own,1.126342,≥,,Q1:差=-8.582749 Q3:差=-3.757211
bp_5m_reactdir,A1_W24h_Q3,5,6997,6979,-4.904304,-0.079411,-1.147092,-3.757211,-4.824893,0.072938,gap60_w24,own,1.063629,≥,,Q2:差=-5.816608
bp_5m_reactdir,A2_W8h_Q1,5,7066,11286,-4.593601,,0.813357,-5.406958,,,gap60_w8,partner_sign,1.040478,≥,,Q2:差=-3.843693
bp_5m_reactdir,A2_W8h_Q2,5,7066,4075,-6.260951,,-2.417257,-3.843693,,,gap60_w8,partner_sign,1.259722,≥,,Q1:差=-5.406958 Q3:差=-6.556215
bp_5m_reactdir,A2_W8h_Q3,5,7066,2838,-10.357249,,-3.801034,-6.556215,,,gap60_w8,partner_sign,2.332471,≥,,Q2:差=-3.843693
bp_5m_reactdir,A2_W24h_Q1,5,7066,9474,-4.952467,,0.197686,-5.150153,,,gap60_w24,partner_sign,1.066579,≥,,Q2:差=-4.006394
bp_5m_reactdir,A2_W24h_Q2,5,7066,4785,-5.912537,,-1.906143,-4.006394,,,gap60_w24,partner_sign,1.169189,≥,,Q1:差=-5.150153 Q3:差=-7.993711
bp_5m_reactdir,A2_W24h_Q3,5,7066,4182,-10.346797,,-2.353086,-7.993711,,,gap60_w24,partner_sign,1.514794,≥,,Q2:差=-4.006394
bp_5m_reactdir,A3_W8h_Q1,5,7066,10644,-4.461041,,0.962193,-5.423233,,,gap60_w8,partner_sign,1.011683,≥,,Q2:差=-3.910992
bp_5m_reactdir,A3_W8h_Q2,5,7066,5041,-6.035524,,-2.124532,-3.910992,,,gap60_w8,partner_sign,1.283391,≥,,Q1:差=-5.423233 Q3:差=-6.343748
bp_5m_reactdir,A3_W8h_Q3,5,7066,2514,-10.715237,,-4.371488,-6.343748,,,gap60_w8,partner_sign,2.304534,≥,,Q2:差=-3.910992
bp_5m_reactdir,A3_W24h_Q1,5,7066,8623,-5.160110,,0.160851,-5.320961,,,gap60_w24,partner_sign,1.024378,≥,,Q2:差=-4.247607
bp_5m_reactdir,A3_W24h_Q2,5,7066,5688,-5.629796,,-1.382189,-4.247607,,,gap60_w24,partner_sign,1.207871,≥,,Q1:差=-5.320961 Q3:差=-7.851980
bp_5m_reactdir,A3_W24h_Q3,5,7066,4130,-10.421895,,-2.569915,-7.851980,,,gap60_w24,partner_sign,1.791050,≥,,Q2:差=-4.247607
bp_5m_reactdir,A4_W8h_Q1,5,4984,7989,-4.935542,,0.876585,-5.812127,,,gap60_w8,partner_sign,1.128016,≥,,Q2:差=-3.867467
bp_5m_reactdir,A4_W8h_Q2,5,4983,3004,-6.196939,,-2.329473,-3.867467,,,gap60_w8,partner_sign,1.775199,≥,,Q1:差=-5.812127 Q3:差=-5.802345
bp_5m_reactdir,A4_W8h_Q3,5,4983,1914,-9.619040,,-3.816695,-5.802345,,,gap60_w8,partner_sign,2.388975,≥,,Q2:差=-3.867467
bp_5m_reactdir,A4_W24h_Q1,5,4976,6578,-5.183381,,0.228202,-5.411583,,,gap60_w24,partner_sign,1.295016,≥,,Q2:差=-3.400857
bp_5m_reactdir,A4_W24h_Q2,5,4976,3506,-5.350770,,-1.949913,-3.400857,,,gap60_w24,partner_sign,1.542560,≥,,Q1:差=-5.411583 Q3:差=-8.123851
bp_5m_reactdir,A4_W24h_Q3,5,4976,2851,-10.212286,,-2.088435,-8.123851,,,gap60_w24,partner_sign,1.811189,≥,,Q2:差=-3.400857
bp_5m_reactdir,A5_W8h_Q1,5,4984,7655,-4.434636,,1.011591,-5.446227,,,gap60_w8,partner_sign,1.236517,≥,,Q2:差=-3.627355
bp_5m_reactdir,A5_W8h_Q2,5,4983,3452,-6.049412,,-2.422056,-3.627355,,,gap60_w8,partner_sign,1.568208,≥,,Q1:差=-5.446227 Q3:差=-6.554994
bp_5m_reactdir,A5_W8h_Q3,5,4983,1800,-10.267574,,-3.712579,-6.554994,,,gap60_w8,partner_sign,3.113915,≥,,Q2:差=-3.627355
bp_5m_reactdir,A5_W24h_Q1,5,4976,6012,-4.869997,,0.082870,-4.952867,,,gap60_w24,partner_sign,1.283367,≥,,Q2:差=-4.417209
bp_5m_reactdir,A5_W24h_Q2,5,4976,3991,-5.839916,,-1.422707,-4.417209,,,gap60_w24,partner_sign,1.387665,≥,,Q1:差=-4.952867 Q3:差=-7.952757
bp_5m_reactdir,A5_W24h_Q3,5,4976,2932,-10.036524,,-2.083767,-7.952757,,,gap60_w24,partner_sign,2.261058,≥,,Q2:差=-4.417209
bp_5m_reactdir,E_W8h_Q1,5,4384,3099,-10.732545,,-0.870746,-9.861798,,,gap60_w8,inherit,2.401365,≥,,Q2:差=-5.649347
bp_5m_reactdir,E_W8h_Q2,5,4383,3788,-6.489076,,-0.839729,-5.649347,,,gap60_w8,inherit,1.489517,≥,,Q1:差=-9.861798 Q3:差=-3.893067
bp_5m_reactdir,E_W8h_Q3,5,4384,4325,-4.122119,,-0.229052,-3.893067,,,gap60_w8,inherit,1.427203,≥,,Q2:差=-5.649347
bp_5m_reactdir,E_W24h_Q1,5,3882,2621,-10.528097,,-0.765636,-9.762461,,,gap60_w24,inherit,2.254493,≥,,Q2:差=-5.549423
bp_5m_reactdir,E_W24h_Q2,5,3882,3372,-6.832870,,-1.283447,-5.549423,,,gap60_w24,inherit,1.772524,≥,,Q1:差=-9.762461 Q3:差=-3.820064
bp_5m_reactdir,E_W24h_Q3,5,3882,3814,-4.631185,,-0.811121,-3.820064,,,gap60_w24,inherit,1.519533,≥,,Q2:差=-5.549423
bp_5m_reactdir,B1_Q1,5,12029,11000,-4.173040,,-0.660386,-3.512654,,,gap60_w8,inherit,0.825893,≥,,Q2:差=-5.674815
bp_5m_reactdir,B1_Q2,5,3906,3301,-6.320158,,-0.645344,-5.674815,,,gap60_w8,inherit,1.459048,≥,,Q1:差=-3.512654 Q3:差=-13.720758
bp_5m_reactdir,B1_Q3,5,5263,3898,-14.250153,,-0.529396,-13.720758,,,gap60_w8,inherit,1.960407,≥,,Q2:差=-5.674815
bp_5m_reactdir,B2_Q1,5,7222,6536,-4.052472,,-0.717588,-3.334884,,,gap60_w8,inherit,1.027296,≥,,Q2:差=-5.415500
bp_5m_reactdir,B2_Q2,5,6932,6039,-5.990753,,-0.575254,-5.415500,,,gap60_w8,inherit,1.233874,≥,,Q1:差=-3.334884 Q3:差=-10.641970
bp_5m_reactdir,B2_Q3,5,7044,5624,-11.227674,,-0.585704,-10.641970,,,gap60_w8,inherit,1.513802,≥,,Q2:差=-5.415500
bp_5m_reactdir,D_Q1,5,5048,4101,-7.061662,-0.079014,-0.282153,-6.779509,-6.982648,0.136220,gap60_w8,own,1.427235,≥,,Q2:差=-5.377071
bp_5m_reactdir,D_Q2,5,5047,4910,-6.134329,-0.049901,-0.757258,-5.377071,-6.084429,0.089353,gap60_w8,own,1.271859,≥,,Q1:差=-6.779509 Q3:差=-6.999948
bp_5m_reactdir,D_Q3,5,5048,4064,-7.615124,-0.032329,-0.615177,-6.999948,-7.582795,0.131821,gap60_w8,own,1.719900,≥,,Q2:差=-5.377071
bp_5m_reactdir,C_SELL,5,12097,10643,-7.863894,,-0.653537,-7.210358,,,gap60_w8,inherit,0.920175,≥,,
bp_5m_reactdir,C_BUY,5,9101,7556,-6.016159,,-0.595887,-5.420272,,,gap60_w8,inherit,1.158579,≥,,
bp_15m_reactdir,全体,15,21198,18199,-7.430553,-0.016467,0.071336,-7.501889,-7.414086,0.127323,gap60_w8,own,1.304301,≥,,
bp_15m_reactdir,A1_W8h_Q1,15,7150,4297,-10.258064,0.525741,-0.291790,-9.966274,-10.783805,0.837035,gap60_w8,own,2.304792,≥,,Q2:差=-7.089924
bp_15m_reactdir,A1_W8h_Q2,15,6986,6863,-6.855719,-0.078989,0.234205,-7.089924,-6.776730,0.277033,gap60_w8,own,2.131260,≥,,Q1:差=-9.966274 Q3:差=-5.270667
bp_15m_reactdir,A1_W8h_Q3,15,7062,7039,-5.136457,-0.014081,0.134210,-5.270667,-5.122376,0.145115,gap60_w8,own,2.344764,≥,,Q2:差=-7.089924
bp_15m_reactdir,A1_W24h_Q1,15,7073,4474,-10.675155,-0.031677,-0.900170,-9.774985,-10.643478,0.592669,gap60_w24,own,2.624779,≥,,Q2:差=-6.318069
bp_15m_reactdir,A1_W24h_Q2,15,7128,6988,-6.081639,0.063472,0.236431,-6.318069,-6.145111,0.246599,gap60_w24,own,2.293799,≥,,Q1:差=-9.774985 Q3:差=-4.140917
bp_15m_reactdir,A1_W24h_Q3,15,6997,6979,-5.524879,-0.052016,-1.383961,-4.140917,-5.472863,0.152109,gap60_w24,own,1.951195,≥,,Q2:差=-6.318069
bp_15m_reactdir,A2_W8h_Q1,15,7066,11286,-4.738669,,1.289667,-6.028335,,,gap60_w8,partner_sign,2.004961,≥,,Q2:差=-5.715000
bp_15m_reactdir,A2_W8h_Q2,15,7066,4075,-7.019775,,-1.304776,-5.715000,,,gap60_w8,partner_sign,2.241920,≥,,Q1:差=-6.028335 Q3:差=-7.735478
bp_15m_reactdir,A2_W8h_Q3,15,7066,2838,-10.533216,,-2.797738,-7.735478,,,gap60_w8,partner_sign,3.643723,≥,,Q2:差=-5.715000
bp_15m_reactdir,A2_W24h_Q1,15,7066,9474,-5.302675,,-0.131087,-5.171588,,,gap60_w24,partner_sign,1.886800,≥,,Q2:差=-4.964984
bp_15m_reactdir,A2_W24h_Q2,15,7066,4785,-6.567430,,-1.602446,-4.964984,,,gap60_w24,partner_sign,2.089409,≥,,Q1:差=-5.171588 Q3:差=-9.674490
bp_15m_reactdir,A2_W24h_Q3,15,7066,4182,-10.421554,,-0.747065,-9.674490,,,gap60_w24,partner_sign,2.903792,≥,,Q2:差=-4.964984
bp_15m_reactdir,A3_W8h_Q1,15,7066,10644,-4.883055,,1.642398,-6.525453,,,gap60_w8,partner_sign,1.690985,≥,,Q2:差=-4.258448
bp_15m_reactdir,A3_W8h_Q2,15,7066,5041,-6.051313,,-1.792865,-4.258448,,,gap60_w8,partner_sign,2.275125,≥,,Q1:差=-6.525453 Q3:差=-8.514964
bp_15m_reactdir,A3_W8h_Q3,15,7066,2514,-11.357292,,-2.842328,-8.514964,,,gap60_w8,partner_sign,3.731390,≥,,Q2:差=-4.258448
bp_15m_reactdir,A3_W24h_Q1,15,7066,8623,-5.331666,,-0.166558,-5.165108,,,gap60_w24,partner_sign,1.822994,≥,,Q2:差=-4.952261
bp_15m_reactdir,A3_W24h_Q2,15,7066,5688,-5.802719,,-0.850458,-4.952261,,,gap60_w24,partner_sign,2.231647,≥,,Q1:差=-5.165108 Q3:差=-9.762550
bp_15m_reactdir,A3_W24h_Q3,15,7066,4130,-11.157274,,-1.394724,-9.762550,,,gap60_w24,partner_sign,3.732268,≥,,Q2:差=-4.952261
bp_15m_reactdir,A4_W8h_Q1,15,4984,7989,-5.363865,,1.867749,-7.231614,,,gap60_w8,partner_sign,2.058033,≥,,Q2:差=-5.789367
bp_15m_reactdir,A4_W8h_Q2,15,4983,3004,-7.016336,,-1.226969,-5.789367,,,gap60_w8,partner_sign,3.029799,≥,,Q1:差=-7.231614 Q3:差=-6.384643
bp_15m_reactdir,A4_W8h_Q3,15,4983,1914,-9.455180,,-3.070537,-6.384643,,,gap60_w8,partner_sign,3.904760,≥,,Q2:差=-5.789367
bp_15m_reactdir,A4_W24h_Q1,15,4976,6578,-5.158387,,0.288067,-5.446454,,,gap60_w24,partner_sign,2.291516,≥,,Q2:差=-5.264573
bp_15m_reactdir,A4_W24h_Q2,15,4976,3506,-6.558861,,-1.294288,-5.264573,,,gap60_w24,partner_sign,2.984217,≥,,Q1:差=-5.446454 Q3:差=-9.831520
bp_15m_reactdir,A4_W24h_Q3,15,4976,2851,-10.174007,,-0.342486,-9.831520,,,gap60_w24,partner_sign,3.398563,≥,,Q2:差=-5.264573
bp_15m_reactdir,A5_W8h_Q1,15,4984,7655,-5.005039,,1.769457,-6.774495,,,gap60_w8,partner_sign,1.961632,≥,,Q2:差=-5.272835
bp_15m_reactdir,A5_W8h_Q2,15,4983,3452,-6.400650,,-1.127815,-5.272835,,,gap60_w8,partner_sign,2.788741,≥,,Q1:差=-6.774495 Q3:差=-8.044572
bp_15m_reactdir,A5_W8h_Q3,15,4983,1800,-10.429765,,-2.385192,-8.044572,,,gap60_w8,partner_sign,4.979652,≥,,Q2:差=-5.272835
bp_15m_reactdir,A5_W24h_Q1,15,4976,6012,-5.126654,,0.011466,-5.138120,,,gap60_w24,partner_sign,2.215995,≥,,Q2:差=-5.740841
bp_15m_reactdir,A5_W24h_Q2,15,4976,3991,-6.594470,,-0.853629,-5.740841,,,gap60_w24,partner_sign,2.815475,≥,,Q1:差=-5.138120 Q3:差=-10.074156
bp_15m_reactdir,A5_W24h_Q3,15,4976,2932,-10.170131,,-0.095976,-10.074156,,,gap60_w24,partner_sign,4.138116,≥,,Q2:差=-5.740841
bp_15m_reactdir,E_W8h_Q1,15,4384,3099,-10.970687,,0.884790,-11.855477,,,gap60_w8,inherit,4.602453,≥,,Q2:差=-7.279014
bp_15m_reactdir,E_W8h_Q2,15,4383,3788,-6.746702,,0.532311,-7.279014,,,gap60_w8,inherit,2.419419,≥,,Q1:差=-11.855477 Q3:差=-4.912958
bp_15m_reactdir,E_W8h_Q3,15,4384,4325,-4.575437,,0.337520,-4.912958,,,gap60_w8,inherit,2.760600,≥,,Q2:差=-7.279014
bp_15m_reactdir,E_W24h_Q1,15,3882,2621,-11.172770,,2.432188,-13.604959,,,gap60_w24,inherit,5.035674,≥,,Q2:差=-6.216659
bp_15m_reactdir,E_W24h_Q2,15,3882,3372,-6.663717,,-0.447058,-6.216659,,,gap60_w24,inherit,3.351952,≥,,Q1:差=-13.604959 Q3:差=-4.520129
bp_15m_reactdir,E_W24h_Q3,15,3882,3814,-5.234521,,-0.714392,-4.520129,,,gap60_w24,inherit,2.965089,≥,,Q2:差=-6.216659
bp_15m_reactdir,B1_Q1,15,12029,11000,-4.660447,,0.149941,-4.810388,,,gap60_w8,inherit,1.609451,≥,,Q2:差=-5.509210
bp_15m_reactdir,B1_Q2,15,3906,3301,-5.920700,,-0.411490,-5.509210,,,gap60_w8,inherit,3.177480,≥,,Q1:差=-4.810388 Q3:差=-15.140797
bp_15m_reactdir,B1_Q3,15,5263,3898,-14.882406,,0.258391,-15.140797,,,gap60_w8,inherit,2.855174,≥,,Q2:差=-5.509210
bp_15m_reactdir,B2_Q1,15,7222,6536,-3.997698,,0.149077,-4.146775,,,gap60_w8,inherit,2.205084,≥,,Q2:差=-6.897771
bp_15m_reactdir,B2_Q2,15,6932,6039,-6.849814,,0.047956,-6.897771,,,gap60_w8,inherit,2.032204,≥,,Q1:差=-4.146775 Q3:差=-11.527753
bp_15m_reactdir,B2_Q3,15,7044,5624,-11.521661,,0.006092,-11.527753,,,gap60_w8,inherit,2.474480,≥,,Q2:差=-6.897771
bp_15m_reactdir,D_Q1,15,5048,4101,-6.816035,0.009612,1.041391,-7.857426,-6.825647,0.328125,gap60_w8,own,2.364826,≥,,Q2:差=-6.892766
bp_15m_reactdir,D_Q2,15,5047,4910,-6.680251,-0.062162,0.212515,-6.892766,-6.618089,0.180616,gap60_w8,own,2.272462,≥,,Q1:差=-7.857426 Q3:差=-8.196180
bp_15m_reactdir,D_Q3,15,5048,4064,-8.132722,0.007684,0.063459,-8.196180,-8.140406,0.255477,gap60_w8,own,3.118045,≥,,Q2:差=-6.892766
bp_15m_reactdir,C_SELL,15,12097,10643,-8.528049,,-0.002517,-8.525532,,,gap60_w8,inherit,1.689572,≥,,
bp_15m_reactdir,C_BUY,15,9101,7556,-5.971769,,0.175360,-6.147129,,,gap60_w8,inherit,2.026930,≥,,
bp_30m_reactdir,全体,30,21198,18198,-6.958241,-0.013636,1.171292,-8.129533,-6.944605,0.192049,gap60_w8,own,1.755199,≥,,
bp_30m_reactdir,A1_W8h_Q1,30,7150,4296,-10.414097,0.464317,0.658384,-11.072481,-10.878414,1.277369,gap60_w8,own,3.323718,≥,,Q2:差=-7.440318
bp_30m_reactdir,A1_W8h_Q2,30,6986,6863,-6.048120,0.025685,1.392198,-7.440318,-6.073805,0.428269,gap60_w8,own,3.027194,≥,,Q1:差=-11.072481 Q3:差=-5.628593
bp_30m_reactdir,A1_W8h_Q3,30,7062,7039,-4.359649,-0.041438,1.268944,-5.628593,-4.318211,0.216829,gap60_w8,own,2.909844,≥,,Q2:差=-7.440318
bp_30m_reactdir,A1_W24h_Q1,30,7073,4473,-10.196831,-0.087192,0.442799,-10.639630,-10.109639,0.911421,gap60_w24,own,3.361708,≥,,Q2:差=-6.591198
bp_30m_reactdir,A1_W24h_Q2,30,7128,6988,-5.345898,0.044491,1.245300,-6.591198,-5.390389,0.357753,gap60_w24,own,3.296914,≥,,Q1:差=-10.639630 Q3:差=-4.118300
bp_30m_reactdir,A1_W24h_Q3,30,6997,6979,-5.327005,-0.033532,-1.208705,-4.118300,-5.293473,0.233642,gap60_w24,own,2.894294,≥,,Q2:差=-6.591198
bp_30m_reactdir,A2_W8h_Q1,30,7066,11286,-5.024833,,2.265924,-7.290757,,,gap60_w8,partner_sign,2.553816,≥,,Q2:差=-5.789509
bp_30m_reactdir,A2_W8h_Q2,30,7066,4075,-5.824891,,-0.035382,-5.789509,,,gap60_w8,partner_sign,3.256817,≥,,Q1:差=-7.290757 Q3:差=-8.574925
bp_30m_reactdir,A2_W8h_Q3,30,7066,2837,-10.025000,,-1.450075,-8.574925,,,gap60_w8,partner_sign,4.830928,≥,,Q2:差=-5.789509
bp_30m_reactdir,A2_W24h_Q1,30,7066,9474,-5.429220,,1.044362,-6.473582,,,gap60_w24,partner_sign,2.725037,≥,,Q2:差=-3.760026
bp_30m_reactdir,A2_W24h_Q2,30,7066,4785,-5.896799,,-2.136773,-3.760026,,,gap60_w24,partner_sign,3.031107,≥,,Q1:差=-6.473582 Q3:差=-10.165166
