scene	viewpoint	kind	class_1	detail_1	digest_1	class_2	detail_2	digest_2	repro	secs_1	secs_2
v3-duplicate-and-conflict	V3	値	結果なし	adapter: slippage の系列の型は足(BarSeries)だけで、約定の行の型が無い	-	結果なし	adapter: slippage の系列の型は足(BarSeries)だけで、約定の行の型が無い	-	結果なし	0.0	0.0
v3-backward	V3	値	結果なし	adapter: slippage の系列の型は足(BarSeries)だけで、約定の行の型が無い	-	結果なし	adapter: slippage の系列の型は足(BarSeries)だけで、約定の行の型が無い	-	結果なし	0.0	0.0
v3-gap-bars	V3	値	不一致	anomalies が返らない(異常を報せる口が無いか、黙って結合した)	6d0d583cc3577507	不一致	anomalies が返らない(異常を報せる口が無いか、黙って結合した)	6d0d583cc3577507	2 回の実行で同じ	0.001	0.001
v3-generations	V3	値	対応なし	duplicate bar timestamp 1767571440000000000	4b835230124ebe48	対応なし	duplicate bar timestamp 1767571440000000000	4b835230124ebe48	2 回の実行で同じ	0.001	0.001
v4-sha256-values	V4	値	結果なし	adapter: 再現したのは V3 の検査の機構だけ(読み取りは再現の側の手段で、道具の読み口ではない)	-	結果なし	adapter: 再現したのは V3 の検査の機構だけ(読み取りは再現の側の手段で、道具の読み口ではない)	-	結果なし	0.001	0.001
v4-sha256-distinguishes	V4	能力	結果なし	adapter: 再現したのは V3 の検査の機構だけ(読み取りは再現の側の手段で、道具の読み口ではない)	-	結果なし	adapter: 再現したのは V3 の検査の機構だけ(読み取りは再現の側の手段で、道具の読み口ではない)	-	結果なし	0.001	0.001
v5-reject-qa	V5	能力	結果なし	adapter: 再現したのは V3 の検査の機構だけ(読み取りは再現の側の手段で、道具の読み口ではない)	-	結果なし	adapter: 再現したのは V3 の検査の機構だけ(読み取りは再現の側の手段で、道具の読み口ではない)	-	結果なし	0.0	0.0
v5-reject-o3c	V5	能力	結果なし	adapter: 再現したのは V3 の検査の機構だけ(読み取りは再現の側の手段で、道具の読み口ではない)	-	結果なし	adapter: 再現したのは V3 の検査の機構だけ(読み取りは再現の側の手段で、道具の読み口ではない)	-	結果なし	0.0	0.0
v5-reject-phase2-runs	V5	能力	結果なし	adapter: 再現したのは V3 の検査の機構だけ(読み取りは再現の側の手段で、道具の読み口ではない)	-	結果なし	adapter: 再現したのは V3 の検査の機構だけ(読み取りは再現の側の手段で、道具の読み口ではない)	-	結果なし	0.0	0.0
v5-reject-dotdot	V5	能力	結果なし	adapter: 再現したのは V3 の検査の機構だけ(読み取りは再現の側の手段で、道具の読み口ではない)	-	結果なし	adapter: 再現したのは V3 の検査の機構だけ(読み取りは再現の側の手段で、道具の読み口ではない)	-	結果なし	0.001	0.001
v5-reject-symlink	V5	能力	結果なし	adapter: 再現したのは V3 の検査の機構だけ(読み取りは再現の側の手段で、道具の読み口ではない)	-	結果なし	adapter: 再現したのは V3 の検査の機構だけ(読み取りは再現の側の手段で、道具の読み口ではない)	-	結果なし	0.001	0.001
v5-seal-boundary	V5	値	結果なし	adapter: 再現したのは V3 の検査の機構だけ(読み取りは再現の側の手段で、道具の読み口ではない)	-	結果なし	adapter: 再現したのは V3 の検査の機構だけ(読み取りは再現の側の手段で、道具の読み口ではない)	-	結果なし	0.001	0.001
v5-sealed-window	V5	能力	結果なし	adapter: 再現したのは V3 の検査の機構だけ(読み取りは再現の側の手段で、道具の読み口ではない)	-	結果なし	adapter: 再現したのは V3 の検査の機構だけ(読み取りは再現の側の手段で、道具の読み口ではない)	-	結果なし	0.001	0.001
v6-split	V6	値	結果なし	adapter: 再現したのは V3 の足の重複の検査だけ	-	結果なし	adapter: 再現したのは V3 の足の重複の検査だけ	-	結果なし	0.0	0.0
v6-reverse-split	V6	値	結果なし	adapter: 再現したのは V3 の足の重複の検査だけ	-	結果なし	adapter: 再現したのは V3 の足の重複の検査だけ	-	結果なし	0.0	0.0
v6-point-in-time	V6	値	結果なし	adapter: 再現したのは V3 の足の重複の検査だけ	-	結果なし	adapter: 再現したのは V3 の足の重複の検査だけ	-	結果なし	0.0	0.0
v6-code-change	V6	値	結果なし	adapter: 再現したのは V3 の足の重複の検査だけ	-	結果なし	adapter: 再現したのは V3 の足の重複の検査だけ	-	結果なし	0.0	0.0
v6-universe-survivorship	V6	能力	結果なし	adapter: 再現したのは V3 の足の重複の検査だけ	-	結果なし	adapter: 再現したのは V3 の足の重複の検査だけ	-	結果なし	0.0	0.0
v7-bars-from-trades	V7	値	結果なし	adapter: 再現したのは V3 の足の重複の検査だけ	-	結果なし	adapter: 再現したのは V3 の足の重複の検査だけ	-	結果なし	0.0	0.0
v7-rule-integer	V7	値	結果なし	adapter: 再現したのは V3 の足の重複の検査だけ	-	結果なし	adapter: 再現したのは V3 の足の重複の検査だけ	-	結果なし	0.0	0.0
v7-rule-fractional	V7	値	結果なし	adapter: 再現したのは V3 の足の重複の検査だけ	-	結果なし	adapter: 再現したのは V3 の足の重複の検査だけ	-	結果なし	0.0	0.0
v7-speed	V7	能力	結果なし	adapter: 再現したのは V3 の足の重複の検査だけ	-	結果なし	adapter: 再現したのは V3 の足の重複の検査だけ	-	結果なし	0.054	0.051
