kind,time_ms,side,qty,p_liq,p_avg,p0,bin_pct,dist_node_bp,dist_gap_bp,vol_between_ratio,dist_vwap_bp,n_bins,total_qty,day,bundle_n_events,bundle_total_qty,bundle_n_events_dedup,bundle_total_qty_dedup
liq,1718759476052,BUY,61.0,65333.0,65333.0,65332.9,9.0909,-32.8819,-2.9506,0.011462,-103.8459,22,7601613.0,2024-06-19,1,61.0,1,61.0
liq,1718759654076,BUY,9.0,65384.4,65384.4,65384.4,0.0,-40.7172,-0.8203,0.001939,-110.8258,23,7636559.0,2024-06-19,1,9.0,1,9.0
liq,1718759904082,BUY,33.0,65440.5,65440.5,65440.4,0.0,-49.255,0.5984,0.001622,-116.7075,24,7791652.0,2024-06-19,1,33.0,1,33.0
liq,1718760745081,SELL,49.0,64963.5,64963.5,64965.7,54.1667,13.7954,63.9646,0.048542,-40.1791,24,7765828.0,2024-06-19,1,49.0,1,49.0
liq,1718761540054,SELL,26.0,64865.1,64865.1,64866.3,62.5,28.9863,79.2316,0.053601,-23.0705,24,7712281.0,2024-06-19,2,36.0,2,36.0
control,1718765944168,,,65296.5,,65296.5,50.0,-27.3104,-86.9376,0.040348,-80.2648,24,7667059.0,2024-06-19,,,,
liq,1718767539035,BUY,48.0,65449.6,65449.6,65449.6,16.6667,-50.6385,-110.1263,0.01232,-96.768,24,7402731.0,2024-06-19,1,48.0,1,48.0
liq,1718770371127,BUY,346.0,65573.2,65573.2,65573.2,14.2857,-69.3922,-148.4808,0.005816,-73.9272,21,5824300.0,2024-06-19,2,816.0,2,816.0
control,1718774706444,,,65396.1,,65396.1,68.75,-42.499,47.4778,0.091944,-30.0846,16,5504299.0,2024-06-19,,,,
control,1718775640910,,,65427.5,,65427.5,87.5,2.5854,42.6558,0.106746,-32.0723,16,5175867.0,2024-06-19,,,,
control,1718776869600,,,65399.9,,65399.9,87.5,-3.1901,46.894,0.113584,-26.5612,16,5016335.0,2024-06-19,,,,
control,1718778198849,,,65486.1,,65486.1,43.75,-6.3654,33.6692,0.065635,-37.7353,16,4942108.0,2024-06-19,,,,
control,1718779537268,,,65524.0,,65524.0,75.0,-12.1458,27.8656,0.093915,-41.3334,16,5034281.0,2024-06-19,,,,
liq,1718782091064,SELL,6.0,65245.5,65245.5,65245.5,68.75,20.4668,70.6694,0.080025,3.9578,16,5220574.0,2024-06-19,3,35.0,3,35.0
control,1718784434618,,,65229.0,,65229.0,68.75,12.9885,73.2169,0.107413,7.6813,16,5353211.0,2024-06-19,,,,
control,1718784858125,,,65162.1,,65162.1,62.5,23.2686,-66.4914,0.066413,18.4677,16,5326970.0,2024-06-19,,,,
control,1718789977450,,,65075.0,,65075.0,43.75,56.7677,-53.1959,0.040848,36.4117,16,4520104.0,2024-06-19,,,,
liq,1718794730040,BUY,136.0,65433.7,65433.7,65433.0,90.9091,1.6376,31.6726,0.197962,-12.4024,11,3953191.0,2024-06-19,2,142.0,2,142.0
control,1718797503284,,,65135.3,,65135.3,76.9231,7.3679,-32.5617,0.117778,28.5856,13,3812497.0,2024-06-19,,,,
control,1718798716355,,,65198.4,,65198.4,76.9231,-12.3051,-42.2083,0.132619,17.1075,13,3770482.0,2024-06-19,,,,
liq,1718806487067,SELL,15.0,64913.1,64913.1,64913.1,8.3333,21.5704,1.5572,0.011003,43.5976,12,3755923.0,2024-06-19,2,140.0,2,140.0
liq,1718806580057,SELL,1.0,64892.0,64892.0,64893.9,15.3846,24.8289,-5.1855,0.014846,46.6191,13,3768685.0,2024-06-19,1,1.0,1,1.0
liq,1718806664052,SELL,72.0,64878.2,64878.2,64878.2,7.6923,26.9613,-3.0596,0.003486,48.2281,13,3769179.0,2024-06-19,1,72.0,1,72.0
liq,1718806938055,SELL,4.0,64852.0,64852.0,64852.2,7.6923,31.0121,0.9792,0.011025,51.4097,13,3774255.0,2024-06-19,1,4.0,1,4.0
liq,1718807664087,SELL,1.0,64772.4,64772.4,64772.4,7.1429,43.3394,3.2663,0.017666,60.7237,14,3853433.0,2024-06-19,1,1.0,1,1.0
liq,1718812093054,SELL,2.0,64745.0,64745.0,64745.0,7.6923,47.5898,-2.4978,0.000709,50.6871,13,3597104.0,2024-06-19,3,157.0,3,157.0
control,1718813401957,,,64811.9,,64811.9,53.8462,37.2184,-12.8174,0.077975,37.0055,13,3658296.0,2024-06-19,,,,
control,1718815215622,,,65018.7,,65018.7,76.9231,5.2938,-44.5829,0.134488,2.6455,13,3588499.0,2024-06-19,,,,
control,1718816727714,,,64984.1,,64984.1,84.6154,0.6204,-39.2823,0.148892,6.9046,13,3539995.0,2024-06-19,,,,
liq,1718817755061,BUY,1.0,65170.8,65170.8,65170.7,46.1538,-18.0572,52.0264,0.067146,-22.102,13,3585666.0,2024-06-19,2,11.0,2,11.0
control,1718823625957,,,64912.0,,64912.0,53.8462,11.7284,82.0211,0.08349,14.336,13,3401466.0,2024-06-19,,,,
liq,1718824934066,SELL,2.0,64785.9,64785.9,64786.0,58.3333,31.2154,91.5534,0.107895,31.8476,12,3365295.0,2024-06-19,3,632.0,3,632.0
liq,1718825070047,SELL,1.0,64780.0,64780.0,64780.0,58.3333,32.129,82.3901,0.109864,32.6345,12,3367866.0,2024-06-19,1,1.0,1,1.0
control,1718826111644,,,64747.6,,64747.6,0.0,47.1863,-2.8993,0.01533,34.5024,9,3093438.0,2024-06-19,,,,
liq,1718828303054,SELL,10.0,64662.9,64662.9,64662.9,20.0,50.2965,90.558,0.02633,41.8487,10,2920459.0,2024-06-19,1,10.0,1,10.0
liq,1718828372107,SELL,4.0,64609.4,64609.4,64609.4,18.1818,38.5316,88.8247,0.021799,48.3446,11,2958775.0,2024-06-19,1,4.0,1,4.0
control,1718832022880,,,64937.5,,64937.5,63.6364,-12.1886,37.8504,0.125804,-7.7912,11,2899966.0,2024-06-19,,,,
control,1718834042131,,,65014.7,,65014.7,72.7273,-24.0484,25.9312,0.186605,-20.0971,11,2938264.0,2024-06-19,,,,
control,1718834689204,,,64933.8,,64933.8,63.6364,-11.6195,38.4224,0.128764,-7.6032,11,2946451.0,2024-06-19,,,,
liq,1718837993138,SELL,3.0,64774.5,64774.5,64774.5,90.9091,2.942,63.1099,0.21952,16.7945,11,2621350.0,2024-06-19,1,3.0,1,3.0
control,1718839008671,,,64874.0,,64874.0,72.7273,-12.3999,47.6757,0.165585,0.6314,11,2593989.0,2024-06-19,,,,
control,1718840216202,,,64829.8,,64829.8,72.7273,-5.5905,54.526,0.165697,7.2047,11,2561626.0,2024-06-19,,,,
control,1718840909398,,,64834.0,,64834.0,72.7273,-6.238,53.8747,0.161699,7.4566,11,2388398.0,2024-06-19,,,,
control,1718842887196,,,64885.0,,64885.0,72.7273,-14.0932,45.9723,0.164426,0.43,11,2283294.0,2024-06-20,,,,
control,1718844200538,,,64957.0,,64957.0,72.7273,-15.1869,34.8371,0.178375,-11.0094,11,2312283.0,2024-06-20,,,,
control,1718845297244,,,65067.6,,65067.6,54.5455,-12.2132,17.7801,0.0905,-27.5016,11,2385905.0,2024-06-20,,,,
liq,1718846331100,BUY,83.0,65132.5,65132.5,65132.5,36.3636,-22.1653,7.7981,0.054027,-37.1316,11,2385792.0,2024-06-20,2,84.0,2,84.0
liq,1718847137078,BUY,45.0,65275.5,65275.5,65267.5,0.0,-63.906,-4.1402,0.011061,-59.0737,11,2337387.0,2024-06-20,2,430.0,2,430.0
control,1718849702457,,,64998.0,,64998.0,92.3077,-1.5182,58.6228,0.15639,-9.1805,13,2856500.0,2024-06-20,,,,
control,1718853580702,,,65070.5,,65070.5,53.8462,-32.6031,47.4157,0.102816,-18.5306,13,2929729.0,2024-06-20,,,,
control,1718856080693,,,65119.6,,65119.6,84.6154,-0.2191,39.84,0.135991,-23.3055,13,2883716.0,2024-06-20,,,,
control,1718857451073,,,65130.1,,65130.1,91.6667,-1.8313,38.2214,0.156705,-19.6188,12,2634352.0,2024-06-20,,,,
control,1718857548190,,,65113.3,,65113.3,91.6667,0.7484,40.8114,0.15735,-16.9247,12,2628825.0,2024-06-20,,,,
liq,1718860126102,BUY,4.0,65326.4,65326.4,65326.4,18.1818,-31.8749,8.0575,0.04043,-43.539,11,2646394.0,2024-06-20,1,4.0,1,4.0
liq,1718861841044,BUY,172.0,65374.9,65374.9,65374.9,0.0,-29.3092,0.6328,0.006057,-47.7544,11,2538019.0,2024-06-20,2,176.0,2,176.0
liq,1718862932118,BUY,50.0,65498.6,65498.6,65498.5,0.0,-48.1398,1.7191,0.00266,-62.9548,13,2652685.0,2024-06-20,3,97.0,3,97.0
liq,1718863915062,BUY,206.0,65585.0,65585.0,65584.9,7.1429,-61.2501,-1.4683,0.025669,-68.6779,14,2899258.0,2024-06-20,1,206.0,1,206.0
control,1718865047430,,,65500.0,,65500.0,64.2857,-48.3525,11.5069,0.082239,-51.1988,14,3056171.0,2024-06-20,,,,
liq,1718867825033,BUY,19.0,65721.3,65721.3,65721.3,17.6471,-32.1722,7.759,0.018883,-75.4322,17,3272576.0,2024-06-20,4,64.0,4,64.0
liq,1718867921053,BUY,66.0,65889.8,65889.8,65889.8,5.2632,-57.6629,2.1404,0.0031,-97.468,19,3402835.0,2024-06-20,1,66.0,1,66.0
liq,1718868670074,BUY,2.0,65923.8,65923.8,65923.7,21.0526,-62.7907,-42.9063,0.032288,-92.2943,19,3792013.0,2024-06-20,1,2.0,1,2.0
control,1718870455670,,,65856.8,,65856.8,88.8889,-2.8448,-32.7764,0.100404,-75.5381,18,3964913.0,2024-06-20,,,,
control,1718871214817,,,65750.0,,65750.0,66.6667,13.3939,-16.5863,0.07894,-56.1632,18,3973932.0,2024-06-20,,,,
control,1718872093763,,,65751.6,,65751.6,83.3333,13.1503,-16.8292,0.095808,-52.8287,18,4048232.0,2024-06-20,,,,
control,1718874304163,,,65646.6,,65646.6,18.75,29.166,-100.305,0.043398,-30.4826,16,4071896.0,2024-06-20,,,,
control,1718874573741,,,65632.1,,65632.1,31.25,31.3818,-98.1179,0.046094,-27.7359,16,4053223.0,2024-06-20,,,,
control,1718874789731,,,65597.3,,65597.3,37.5,36.7035,-92.8648,0.054981,-22.1077,16,4048857.0,2024-06-20,,,,
liq,1718875763103,SELL,91.0,65528.3,65528.3,65530.0,75.0,47.272,-82.4328,0.093848,-9.5142,16,4022559.0,2024-06-20,1,91.0,1,91.0
control,1718878349275,,,65655.6,,65655.6,75.0,17.7735,-101.6621,0.096994,-18.3983,16,3556379.0,2024-06-20,,,,
control,1718878415473,,,65655.6,,65655.6,75.0,17.7735,-101.6621,0.097205,-18.2582,16,3550633.0,2024-06-20,,,,
liq,1718880994061,BUY,15.0,66095.3,66095.3,66095.7,5.8824,-38.9188,0.9853,0.006081,-76.3378,17,3681830.0,2024-06-20,1,15.0,1,15.0
liq,1718881144022,BUY,3.0,66158.2,66158.2,66158.2,0.0,-48.3893,1.4684,0.002049,-82.5445,18,3848165.0,2024-06-20,4,1282.0,4,1282.0
liq,1718881680090,BUY,34.0,66299.9,66299.9,66299.9,0.0,-69.6585,0.0628,0.007358,-94.4451,20,4264186.0,2024-06-20,2,36.0,2,36.0
liq,1718881808082,BUY,1.0,66410.6,66410.6,66424.5,0.0,-86.2114,3.3705,0.006609,-107.1656,22,4411759.0,2024-06-20,1,1.0,1,1.0
control,1718882763237,,,66316.0,,66316.0,63.6364,-72.0693,17.6403,0.052949,-84.4911,22,4791693.0,2024-06-20,,,,
liq,1718883079034,BUY,15.0,66437.2,66437.2,66437.2,9.0909,-90.1806,-0.6347,0.015817,-100.5254,22,4877263.0,2024-06-20,1,15.0,1,15.0
liq,1718883772067,SELL,35.0,66166.4,66166.4,66166.4,59.0909,-49.6226,-19.7416,0.050297,-56.9689,22,5013011.0,2024-06-20,1,35.0,1,35.0
control,1718885543378,,,66225.0,,66225.0,50.0,-8.6199,-157.2984,0.048493,-58.8336,22,5421638.0,2024-06-20,,,,
liq,1718885985050,SELL,117.0,65918.9,65918.9,65918.9,40.9091,-12.2628,-111.593,0.036937,-11.3233,22,5580268.0,2024-06-20,1,117.0,1,117.0
liq,1718886204079,SELL,1.0,65837.9,65837.9,65835.3,90.9091,0.0251,-99.4274,0.089749,1.3447,22,5666235.0,2024-06-20,1,1.0,1,1.0
control,1718886589560,,,66000.0,,66000.0,38.0952,-24.5356,65.6035,0.043362,-22.6568,21,5749979.0,2024-06-20,,,,
liq,1718888608035,SELL,62.0,65792.3,65792.3,65792.3,85.0,6.956,-72.7406,0.074645,13.6847,20,6058199.0,2024-06-20,1,62.0,1,62.0
liq,1718889345071,SELL,86.0,65704.7,65704.7,65704.8,42.1053,10.2874,-59.5052,0.053999,27.9534,19,6216330.0,2024-06-20,6,346.0,6,346.0
liq,1718889646052,SELL,69.0,65374.8,65374.8,65374.8,15.7895,60.8021,-9.3426,0.029635,75.1256,19,6665516.0,2024-06-20,5,252.0,5,252.0
liq,1718890004045,SELL,11.0,65232.4,65232.4,65232.4,0.0,82.7645,2.4642,0.002914,92.5121,19,7080810.0,2024-06-20,1,11.0,1,11.0
liq,1718890096043,SELL,13.0,65159.3,65159.3,65178.6,4.7619,94.076,3.6819,0.010318,101.7064,21,7241807.0,2024-06-20,2,160.0,2,160.0
liq,1718890240048,SELL,169.0,65161.2,65161.2,65161.2,9.5238,93.7817,3.3902,0.015576,99.8573,21,7374522.0,2024-06-20,1,169.0,1,169.0
liq,1718890333023,SELL,91.0,65119.9,65119.9,65120.0,0.0,100.1833,-0.2652,0.007178,104.8258,21,7481854.0,2024-06-20,1,91.0,1,91.0
liq,1718891480123,SELL,1.0,65175.0,65175.0,65176.0,14.2857,91.6445,-8.7191,0.034721,91.4919,21,7925100.0,2024-06-20,1,1.0,1,1.0
liq,1718892084043,SELL,16.0,65054.9,65054.9,65055.3,0.0,110.275,-0.2736,0.003196,108.1987,22,7951837.0,2024-06-20,2,19.0,2,19.0
liq,1718892246076,SELL,1.0,64979.4,64979.4,64979.3,0.0,122.0222,1.3438,0.009034,118.2064,23,8056261.0,2024-06-20,7,687.0,7,687.0
liq,1718892496085,SELL,90.0,64895.9,64895.9,64896.0,12.5,135.0459,14.2123,0.01884,128.6732,24,8184027.0,2024-06-20,7,1676.0,7,1676.0
liq,1718893178026,SELL,8.0,64718.1,64718.1,64718.1,0.0,162.89,1.6576,0.006897,149.5841,27,8470485.0,2024-06-20,3,132.0,3,132.0
liq,1718893985081,BUY,63.0,65071.5,65071.5,65071.4,10.3448,107.6958,-62.5983,0.015288,86.6833,29,8931429.0,2024-06-20,1,63.0,1,63.0
liq,1718894522048,SELL,1.0,64839.8,64839.8,64839.9,24.1379,143.8149,-27.0877,0.026423,119.2443,29,9189563.0,2024-06-20,1,1.0,1,1.0
liq,1718894586068,SELL,12.0,64817.9,64817.9,64818.0,44.8276,147.2422,-23.7182,0.035181,122.2652,29,9212803.0,2024-06-20,1,12.0,1,12.0
control,1718897446848,,,64793.0,,64793.0,93.1034,0.0859,-19.8843,0.068122,113.5907,29,9236369.0,2024-06-20,,,,
control,1718897614581,,,64834.0,,64834.0,93.1034,3.7558,-26.1956,0.0693,106.3748,29,9218040.0,2024-06-20,,,,
control,1718897781207,,,64890.0,,64890.0,96.5517,-4.8775,-34.803,0.072285,96.8049,29,9243674.0,2024-06-20,,,,
control,1718898750021,,,64951.9,,64951.9,93.1034,-4.4173,-44.2999,0.078521,83.6813,29,9431378.0,2024-06-20,,,,
liq,1718899382056,SELL,264.0,64686.9,64686.9,64686.9,3.4483,16.4881,-3.5148,0.00722,121.7874,29,9593521.0,2024-06-20,3,373.0,3,373.0
liq,1718899486114,SELL,9.0,64648.8,64648.8,64648.8,6.8966,22.3912,2.3765,0.010474,127.2448,29,9618467.0,2024-06-20,5,158.0,5,158.0
liq,1718899748033,SELL,1.0,64551.9,64551.9,64551.9,0.0,37.436,-2.6136,0.002079,139.4316,30,9794276.0,2024-06-20,2,100.0,2,100.0
control,1718901093291,,,64589.1,,64589.1,76.6667,31.655,142.5566,0.038598,124.82,30,10230806.0,2024-06-20,,,,
liq,1718901737095,BUY,13.0,64797.9,64797.9,64797.9,96.7742,-0.6703,-50.5173,0.085402,88.3169,31,10434413.0,2024-06-20,1,13.0,1,13.0
liq,1718901849093,BUY,15.0,64845.0,64845.0,64844.9,93.5484,2.0588,-57.7441,0.074079,80.655,31,10448200.0,2024-06-20,1,15.0,1,15.0
liq,1718902030050,BUY,38.0,64877.1,64877.1,64877.1,93.5484,-2.8901,-62.6633,0.075563,75.1368,31,10470206.0,2024-06-20,1,38.0,1,38.0
control,1718904246960,,,64746.0,,64746.0,80.6452,7.3451,-42.5419,0.04113,90.8774,31,10790962.0,2024-06-20,,,,
control,1718904601087,,,64708.3,,64708.3,80.6452,13.1755,-36.7405,0.043593,96.1384,31,10788934.0,2024-06-20,,,,
control,1718906210574,,,64950.0,,64950.0,90.3226,-4.1249,-73.817,0.071491,55.3553,31,10993358.0,2024-06-20,,,,
liq,1718906542120,BUY,53.0,64958.7,64958.7,64958.7,54.8387,-5.4637,-75.1464,0.029411,53.6807,31,11036353.0,2024-06-20,1,53.0,1,53.0
liq,1718907883087,BUY,1.0,65137.7,65137.7,65137.6,51.6129,-32.9289,77.2587,0.029279,24.6725,31,11118717.0,2024-06-20,1,1.0,1,1.0
control,1718909471591,,,65036.0,,65036.0,35.4839,-17.3429,-86.9429,0.026047,39.2491,31,11208088.0,2024-06-20,,,,
liq,1718911353121,SELL,3.0,64806.8,64806.8,64806.8,96.7742,-2.0435,-51.8837,0.117102,55.3806,31,10043188.0,2024-06-20,1,3.0,1,3.0
control,1718911827538,,,65015.1,,65015.1,87.0968,-4.148,-83.7562,0.060367,20.8687,31,10013119.0,2024-06-20,,,,
control,1718913988125,,,65120.7,,65120.7,67.8571,-30.327,79.8894,0.038798,-6.0788,28,9918853.0,2024-06-20,,,,
control,1718914349772,,,65042.0,,65042.0,64.2857,-18.2638,-87.8573,0.038703,3.9092,28,9843292.0,2024-06-20,,,,
control,1718914622792,,,65044.6,,65044.6,61.5385,-18.6628,-88.2535,0.039699,1.4589,26,9733474.0,2024-06-20,,,,
control,1718915453973,,,64978.8,,64978.8,84.6154,-8.5553,-78.2165,0.087563,7.6214,26,9531961.0,2024-06-20,,,,
control,1718917706228,,,65042.1,,65042.1,69.5652,-18.2792,-87.8726,0.051362,-10.9971,23,9043867.0,2024-06-20,,,,
control,1718918028563,,,65057.3,,65057.3,68.1818,-20.6113,-90.1884,0.052427,-14.929,22,8937021.0,2024-06-20,,,,
control,1718918397681,,,65060.0,,65060.0,58.8235,-21.0254,69.1454,0.056162,-20.3683,17,8497440.0,2024-06-20,,,,
control,1718919567027,,,64990.7,,64990.7,75.0,-10.3848,39.6633,0.120103,-18.8401,16,7288632.0,2024-06-20,,,,
control,1718919808712,,,65011.6,,65011.6,75.0,-13.5963,36.4357,0.122351,-22.8587,16,7215852.0,2024-06-20,,,,
control,1718921042318,,,65020.0,,65020.0,63.6364,-14.8864,15.0989,0.127614,-28.1804,11,6692064.0,2024-06-20,,,,
control,1718921548997,,,65074.7,,65074.7,36.3636,-33.2464,6.6805,0.071825,-36.7322,11,6303604.0,2024-06-20,,,,
control,1718922408960,,,64970.2,,64970.2,63.6364,-7.2328,22.7755,0.144848,-19.6633,11,5795522.0,2024-06-20,,,,
control,1718924906507,,,64987.1,,64987.1,81.8182,0.1588,20.1691,0.152235,-24.3632,11,4852683.0,2024-06-20,,,,
control,1718926009246,,,64897.4,,64897.4,81.8182,3.9768,34.0188,0.156722,-10.533,11,4575074.0,2024-06-20,,,,
liq,1718926340104,SELL,1.0,64876.6,64876.6,64876.6,54.5455,7.1842,37.2358,0.100607,-7.191,11,4529281.0,2024-06-20,1,1.0,1,1.0
control,1718926905877,,,64878.0,,64878.0,45.4545,6.9682,37.0192,0.087632,-7.6778,11,4383544.0,2024-06-20,,,,
liq,1718927865045,SELL,24.0,64813.0,64813.0,64813.3,63.6364,17.0041,47.0851,0.118415,1.3468,11,4106810.0,2024-06-20,1,24.0,1,24.0
liq,1718927979098,SELL,8.0,64800.4,64800.4,64800.5,63.6364,18.9518,49.0387,0.110824,3.3289,11,4071750.0,2024-06-20,1,8.0,1,8.0
liq,1718928637083,SELL,6.0,64749.2,64749.2,64749.2,54.5455,26.8742,-43.034,0.095513,14.2693,11,3706391.0,2024-06-21,3,91.0,3,91.0
liq,1718928875060,SELL,41.0,64674.0,64674.0,64674.1,18.1818,38.533,-31.4565,0.070512,26.1362,11,3625825.0,2024-06-21,1,41.0,1,41.0
liq,1718933451136,BUY,19.0,64885.1,64885.1,64885.1,55.5556,15.8791,-44.0064,0.101668,1.9749,9,2788620.0,2024-06-21,1,19.0,1,19.0
control,1718936423419,,,64860.0,,64860.0,66.6667,19.7551,-40.1536,0.144697,8.4014,9,2614259.0,2024-06-21,,,,
liq,1718937585111,SELL,2192.0,64664.4,64664.4,64664.4,22.2222,50.0634,-10.0265,0.050572,36.3622,9,2564577.0,2024-06-21,1,2192.0,1,2192.0
control,1718941771240,,,64684.0,,64684.0,33.3333,36.9811,67.1222,0.090798,26.0337,9,2493181.0,2024-06-21,,,,
liq,1718942313033,SELL,9.0,64398.5,64398.5,64392.2,0.0,51.2943,1.1883,0.012136,65.8968,12,2547366.0,2024-06-21,6,266.0,6,266.0
liq,1718942504093,SELL,4.0,64286.0,64286.0,64286.1,21.4286,68.884,38.7377,0.03684,73.0294,14,2826173.0,2024-06-21,2,5.0,2,5.0
control,1718942868374,,,64460.0,,64460.0,35.7143,41.7046,11.6396,0.050271,41.5161,14,2937050.0,2024-06-21,,,,
control,1718944031377,,,64576.1,,64576.1,35.7143,23.6508,73.8694,0.051322,19.6611,14,2995890.0,2024-06-21,,,,
control,1718948385862,,,64506.8,,64506.8,61.5385,34.4193,-35.5415,0.091657,25.0461,13,3222912.0,2024-06-21,,,,
control,1718949159052,,,64556.0,,64556.0,76.9231,26.7718,-43.1357,0.10669,16.8113,13,3257739.0,2024-06-21,,,,
control,1718950651399,,,64630.9,,64630.9,66.6667,-14.8336,-54.6746,0.10258,3.6164,12,3289599.0,2024-06-21,,,,
control,1718952636811,,,64538.8,,64538.8,91.6667,-0.5843,-40.4822,0.147587,15.7535,12,3439389.0,2024-06-21,,,,
control,1718953549081,,,64587.1,,64587.1,83.3333,1.9298,-47.9302,0.126936,7.361,12,3481679.0,2024-06-21,,,,
liq,1718956261074,SELL,103.0,64314.0,64314.0,64317.0,41.6667,34.3672,-5.6702,0.074163,46.2626,12,3664271.0,2024-06-21,8,575.0,8,575.0
liq,1718956403082,SELL,17.0,64154.0,64154.0,64154.2,0.0,59.3929,-0.7528,0.011027,67.3935,14,3922774.0,2024-06-21,2,22.0,2,22.0
liq,1718956717051,SELL,6.0,64137.4,64137.4,64137.9,7.1429,61.9964,1.8352,0.018926,67.3074,14,4075929.0,2024-06-21,2,7.0,2,7.0
liq,1718957288044,SELL,89.0,64108.0,64108.0,64108.0,0.0,66.6109,-3.5744,0.000566,67.4615,15,4328436.0,2024-06-21,1,89.0,1,89.0
liq,1718959048077,SELL,4.0,64092.0,64092.0,64092.0,0.0,69.1239,-1.0789,0.007556,64.1698,15,4493542.0,2024-06-21,2,18.0,2,18.0
liq,1718959764088,SELL,32.0,64018.3,64018.3,64018.3,0.0,80.7158,0.4318,0.008606,70.7867,16,4659899.0,2024-06-21,10,163.0,10,163.0
liq,1718960137038,SELL,2.0,63616.0,63616.0,63616.0,13.0435,93.8946,43.5761,0.015154,112.2921,23,5776497.0,2024-06-21,11,1053.0,11,1053.0
control,1718961543282,,,63551.5,,63551.5,92.0,3.6512,-16.3261,0.079975,101.6411,25,6671796.0,2024-06-21,,,,
liq,1718961980082,BUY,23.0,63740.4,63740.4,63740.4,32.0,-25.9954,23.9744,0.028736,69.743,25,6773631.0,2024-06-21,1,23.0,1,23.0
liq,1718962645092,BUY,6.0,63992.4,63992.4,63992.4,12.0,34.5228,-85.1124,0.011674,25.3758,25,6976868.0,2024-06-21,2,10.0,2,10.0
control,1718964098933,,,64016.9,,64016.9,64.0,30.6825,-88.907,0.052161,18.9484,25,7658221.0,2024-06-21,,,,
control,1718965680998,,,63830.0,,63830.0,65.2174,39.9632,-59.8864,0.05396,44.1747,23,7900069.0,2024-06-21,,,,
liq,1718965984031,SELL,922.0,63745.9,63745.9,63741.8,31.8182,-26.856,23.1096,0.036954,56.7292,22,7945522.0,2024-06-21,1,922.0,1,922.0
control,1718966609136,,,63923.3,,63923.3,18.1818,25.3093,-74.3946,0.027863,26.9887,22,7926166.0,2024-06-21,,,,
control,1718967249836,,,63862.4,,63862.4,22.7273,34.8696,-64.9294,0.03302,35.7227,22,7927190.0,2024-06-21,,,,
liq,1718970037076,SELL,509.0,63709.6,63709.6,63712.5,66.6667,18.8017,-41.1013,0.055635,54.2307,21,8009925.0,2024-06-21,3,690.0,3,690.0
control,1718970874868,,,63674.1,,63674.1,90.0,4.3687,-35.549,0.073197,57.5152,20,8191985.0,2024-06-21,,,,
liq,1718972023125,SELL,12.0,63571.1,63571.1,63571.1,90.0,0.5669,-19.4042,0.085675,65.7926,20,7674054.0,2024-06-21,4,1356.0,4,1356.0
liq,1718972450057,SELL,169.0,63450.6,63450.6,63450.6,15.0,19.5592,140.4574,0.012074,82.1166,20,7884002.0,2024-06-21,1,169.0,1,169.0
control,1718972766208,,,63592.2,,63592.2,95.0,-2.7513,117.8777,0.103733,58.5788,20,7921305.0,2024-06-21,,,,
control,1718972779344,,,63592.0,,63592.0,95.0,-2.7198,117.9096,0.103971,58.5939,20,7923382.0,2024-06-21,,,,
control,1718974630150,,,63749.3,,63749.3,55.0,-7.4327,92.9438,0.056059,29.8067,20,8041732.0,2024-06-21,,,,
control,1718975153129,,,63600.2,,63600.2,95.0,-4.0088,116.6051,0.110246,52.4142,20,8093314.0,2024-06-21,,,,
liq,1718976253122,SELL,21.0,63531.6,63531.6,63531.6,55.0,6.7847,137.6563,0.058342,60.9888,20,8151844.0,2024-06-21,1,21.0,1,21.0
liq,1718976775073,SELL,35.0,63477.9,63477.9,63478.0,20.0,15.25,146.2324,0.012519,67.9285,20,8332004.0,2024-06-21,6,60.0,6,60.0
liq,1718977912025,SELL,19.0,63327.8,63327.8,63338.8,4.5455,38.9883,-1.0675,0.006492,85.486,22,9244530.0,2024-06-21,2,22.0,2,22.0
control,1718978791231,,,63559.9,,63559.9,95.4545,2.3292,123.0195,0.135328,45.4124,22,9565532.0,2024-06-21,,,,
liq,1718979327050,BUY,25.0,63825.3,63825.3,63825.3,72.7273,-19.3314,91.0066,0.071606,2.7007,22,9725497.0,2024-06-21,5,96.0,5,96.0
liq,1718979676073,BUY,76.0,64009.9,64009.9,64009.8,54.5455,-48.1149,61.9048,0.048802,-26.3322,22,10001902.0,2024-06-21,1,76.0,1,76.0
liq,1718980385086,BUY,3.0,64157.0,64157.0,64157.0,45.4545,-70.9327,38.8348,0.044796,-49.2544,22,10276133.0,2024-06-21,1,3.0,1,3.0
liq,1718981311079,BUY,3.0,64219.0,64219.0,64218.7,45.4545,-80.5187,29.1428,0.05347,-58.1972,22,10571246.0,2024-06-21,2,12.0,2,12.0
liq,1718981466041,BUY,3.0,64286.6,64286.6,64286.6,40.9091,-90.9494,18.5968,0.028474,-68.7641,22,10589283.0,2024-06-21,3,9.0,3,9.0
liq,1718983385076,SELL,55.0,63913.6,63913.6,63913.6,45.4545,-33.1202,87.1424,0.052276,-10.1577,22,11025850.0,2024-06-21,1,55.0,1,55.0
liq,1718984106058,SELL,15.0,63746.1,63746.1,63746.1,61.9048,-6.9311,113.6475,0.065966,15.6681,21,11170683.0,2024-06-21,4,230.0,4,230.0
liq,1718984193034,SELL,172.0,63550.1,63550.1,63550.1,95.2381,3.8716,144.8398,0.121091,46.118,21,11277849.0,2024-06-21,2,200.0,2,200.0
